"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.501392368763241,21.1473685329997,15.1008948710529,8.74780477455866e-07,0.000538998844540793,6.52668528850869,"FMO5_HUMAN",22,16.3133451651516,5.43099249358816e-08,3.18240128298316e-05,-0.501392368763245,"Up in C",4.49724505913404,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
0.561007434691685,24.4636459860659,15.1796164561458,8.42983851823265e-07,0.000538998844540793,6.5604039188399,"GSTA2_HUMAN",19,16.1157942010083,6.04042249099782e-08,3.18240128298316e-05,-0.561007434691692,"Up in C",4.49724505913404,"GSTA2","Glutathione S-transferase A2","GSTA2_HUMAN"
0.452423050230344,20.003463194024,14.8177919625488,1.0008931718161e-06,0.000538998844540793,6.40349071349327,"HPPD_HUMAN",21,15.7814563261897,7.25206429724438e-08,3.18240128298316e-05,-0.452423050230347,"Non-significant",4.49724505913404,"HPD","4-hydroxyphenylpyruvate dioxygenase","HPPD_HUMAN"
0.525469856926275,20.2979964484179,13.9113993107062,1.5667016323809e-06,0.000575721620909656,5.98766096026001,"ITIH2_HUMAN",30,15.6619474784966,7.74861383711169e-08,3.18240128298316e-05,-0.525469856926271,"Up in C",4.49724505913404,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.415657780847958,20.2368507197659,-15.3346979342618,7.84099732381077e-07,0.000538998844540793,6.62615870931768,"PAI1_HUMAN",20,-15.9556928231856,6.59009106704899e-08,3.18240128298316e-05,0.415657780847951,"Non-significant",4.49724505913404,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.250399345476652,19.6208422516136,-12.0881169897063,4.21790475826201e-06,0.000920294094443292,5.03921513386829,"PTPRF_HUMAN",43,-15.738204407444,7.42758324727277e-08,3.18240128298316e-05,0.250399345476652,"Non-significant",4.49724505913404,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.455478611801539,21.6574393447549,15.4835492155101,7.31928222255868e-07,0.000538998844540793,6.68844703863917,"ST2A1_HUMAN",19,16.0583404848887,6.2316071465114e-08,3.18240128298316e-05,-0.455478611801539,"Non-significant",4.49724505913404,"SULT2A1","Sulfotransferase 2A1","ST2A1_HUMAN"
-0.347172419678898,20.1279878244998,-14.3369713411945,1.2652611733625e-06,0.00055212834452606,6.18708950867759,"SPIT1_HUMAN",22,-15.1557930801945,1.03124230686853e-07,4.00007432586447e-05,0.347172419678898,"Non-significant",4.39793193891881,"SPINT1","Kunitz-type protease inhibitor 1","SPIT1_HUMAN"
0.399246986222085,22.6959581076549,14.2137536066817,1.34518585523862e-06,0.000552475743604474,6.13012897215037,"BDH_HUMAN",20,14.8502696498786,1.23076627243479e-07,4.52274216533668e-05,-0.399246986222082,"Non-significant",4.34459817001735,"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","BDH_HUMAN"
0.317721277939697,22.591056292903,12.1751941032494,4.01083507990778e-06,0.000903343565416649,5.08831010039258,"ADH4_HUMAN",35,14.3700170171701,1.6365845638325e-07,5.12211631885236e-05,-0.317721277939704,"Non-significant",4.29055056330177,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
-0.484484893563454,20.6035116918033,-14.8122108268068,1.00357848453599e-06,0.000538998844540793,6.40103118072666,"DPEP1_HUMAN",14,-14.4632173751772,1.54747556648794e-07,5.12211631885236e-05,0.484484893563444,"Non-significant",4.29055056330177,"DPEP1","Dipeptidase 1","DPEP1_HUMAN"
-0.249625774714922,23.5984667348402,-10.8635658936931,8.88672790823072e-06,0.00151334473793334,4.30263673301089,"PCKGC_HUMAN",57,-14.3194283257382,1.68731989879124e-07,5.12211631885236e-05,0.249625774714925,"Non-significant",4.29055056330177,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
0.262341662991165,21.0390623605112,12.5231074728524,3.2907410548921e-06,0.000880245653183418,5.28043405082699,"PLIN2_HUMAN",29,14.4577152026253,1.55258436591584e-07,5.12211631885236e-05,-0.262341662991158,"Non-significant",4.29055056330177,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.331205106099148,22.5790794903861,-11.2430612523457,6.99931531686264e-06,0.0013207897173604,4.54052384395244,"TENS1_HUMAN",107,-14.1857121115291,1.83000808463096e-07,5.32379851953891e-05,0.331205106099144,"Non-significant",4.27377838886757,"TNS1","Tensin-1","TENS1_HUMAN"
0.783136304787647,20.8069456145708,17.3593597257843,3.23144610901723e-07,0.000538998844540793,7.40953099234024,"APOA2_HUMAN",6,14.0775475346588,1.95522461679274e-07,5.46055130977877e-05,-0.783136304787647,"Up in C",4.26276350771512,"APOA2","Apolipoprotein A-II","APOA2_HUMAN"
0.399462202364468,20.5852273474985,12.7260327974486,2.93884199190541e-06,0.000820759791499343,5.38959653220024,"HMCS1_HUMAN",22,13.7068258396652,2.46194636015774e-07,6.46624201607978e-05,-0.399462202364472,"Non-significant",4.18934804480937,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN"
0.293735832737969,19.0206695547002,13.9546040743659,1.53265393416414e-06,0.000575721620909656,6.00825719691678,"PH4H_HUMAN",19,13.6821216870669,2.5005519111165e-07,6.46624201607978e-05,-0.293735832737973,"Non-significant",4.18934804480937,"PAH","Phenylalanine-4-hydroxylase","PH4H_HUMAN"
-0.494671794370028,21.3848781128388,-13.6887253199913,1.75634385420308e-06,0.000603761261757384,5.88022195344538,"TAGL2_HUMAN",13,-13.4039490622667,2.98473108412612e-07,7.44264015334592e-05,0.494671794370028,"Non-significant",4.12827297834712,"TAGLN2","Transgelin-2","TAGL2_HUMAN"
-0.407039748292156,18.7910335389003,-12.3847238992063,3.55804247177559e-06,0.000880245653183418,5.20477881254957,"SEM3B_HUMAN",19,-13.0068464571787,3.8654671502234e-07,8.99623054761993e-05,0.407039748292156,"Non-significant",4.04593942337022,"SEMA3B","Semaphorin-3B","SEM3B_HUMAN"
0.248759469191228,25.1398856643806,10.2665994603468,1.31400491614949e-05,0.00199480099111354,3.90939108915701,"TKFC_HUMAN",50,13.0327117369028,3.80008363235432e-07,8.99623054761993e-05,-0.248759469191224,"Non-significant",4.04593942337022,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.325074046496788,21.4246497369996,10.2468998216075,1.33152797129921e-05,0.00199480099111354,3.89599807654033,"A2MG_HUMAN",56,12.3331356386933,6.09588832650582e-07,0.000134209066606817,-0.325074046496784,"Non-significant",3.87221814404554,"A2M","Alpha-2-macroglobulin","A2MG_HUMAN"
0.425213644542822,20.826132421377,12.2508139796534,3.84030089418614e-06,0.000893766028106921,5.13061352729433,"ANGT_HUMAN",15,12.3201271893816,6.15108870154416e-07,0.000134209066606817,-0.425213644542822,"Non-significant",3.87221814404554,"AGT","Angiotensinogen","ANGT_HUMAN"
0.300514953363983,20.5012359121573,11.4187713690748,6.28220984301574e-06,0.00125321111782674,4.6476518885458,"ENTP5_HUMAN",22,12.1557670345326,6.89826249608504e-07,0.00014165784925784,-0.300514953363987,"Non-significant",3.84875935623057,"ENTPD5","Nucleoside diphosphate phosphatase ENTPD5","ENTP5_HUMAN"
-0.304899011529272,19.6947367937202,-11.4329238539599,6.22816228417921e-06,0.00125321111782674,4.65619957657783,"TRFM_HUMAN",22,-12.1832372018772,6.76669543684526e-07,0.00014165784925784,0.304899011529276,"Non-significant",3.84875935623057,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.401870875389811,24.2832903162714,-10.7326664839999,9.66632685119411e-06,0.00156954172267529,4.21844904397636,"UD16_HUMAN",25,-11.8501595055492,8.56915051716465e-07,0.000170942311173839,0.401870875389804,"Non-significant",3.76715042858994,"UGT1A6","UDP-glucuronosyltransferase 1-6","UD16_HUMAN"
-0.285700780930178,19.3497225164364,-9.88402120151431,1.70652566924131e-05,0.00203907313721058,3.64430405105502,"IGF1R_HUMAN",39,-11.6901164790014,9.61912911284407e-07,0.000186557665182992,0.285700780930174,"Non-significant",3.72918690219385,"IGF1R","Insulin-like growth factor 1 receptor","IGF1R_HUMAN"
-0.356581901075039,21.3515281276659,-9.93474341757967,1.6475667076427e-05,0.0020181246934669,3.6800633246771,"MVP_HUMAN",47,-11.6207720775036,1.01175579057575e-06,0.000190921052156754,0.356581901075039,"Non-significant",3.71914618092316,"MVP","Major vault protein","MVP_HUMAN"
0.23028460118816,21.6278387455682,9.97369823574727,1.60384391281824e-05,0.00199964967844589,3.70739727009678,"AL3A2_HUMAN",29,11.4293497649563,1.16479034155567e-06,0.000194892344769713,-0.230284601188156,"Non-significant",3.71020521932037,"ALDH3A2","Aldehyde dehydrogenase family 3 member A2","AL3A2_HUMAN"
0.186526007322691,23.8627221445488,8.46390970342869,4.89576944314522e-05,0.00379802913911555,2.55958517942679,"DHB4_HUMAN",63,11.5356255850796,1.07689816441661e-06,0.000194892344769713,-0.186526007322684,"Non-significant",3.71020521932037,"HSD17B4","Peroxisomal multifunctional enzyme type 2","DHB4_HUMAN"
0.203357100087096,21.2626952559548,8.73262397434733,3.96670899551198e-05,0.00335301700262214,2.77799065839446,"ECHP_HUMAN",56,11.4206039148421,1.1723687310696e-06,0.000194892344769713,-0.203357100087096,"Non-significant",3.71020521932037,"EHHADH","Peroxisomal bifunctional enzyme","ECHP_HUMAN"
-0.229366382776906,21.4869878897441,-10.0007730389898,1.5742260080221e-05,0.00199964967844589,3.72632942674949,"FSCN1_HUMAN",29,-11.4656853909612,1.13387918999765e-06,0.000194892344769713,0.229366382776909,"Non-significant",3.71020521932037,"FSCN1","Fascin","FSCN1_HUMAN"
-0.258920507904051,19.7480856161835,-9.21638618372137,2.7525798836541e-05,0.00286843473845865,3.15517855636322,"SVIL_HUMAN",64,-11.4953783029863,1.10929113486929e-06,0.000194892344769713,0.258920507904051,"Non-significant",3.71020521932037,"SVIL","Supervillin","SVIL_HUMAN"
-0.23111276534387,25.0780062226881,-9.0231835012125,3.17866791837947e-05,0.0029991161359629,3.00693617649195,"ERO1A_HUMAN",49,-11.2431508505501,1.33852083120472e-06,0.000214952483001645,0.231112765343873,"Non-significant",3.66765753380966,"ERO1A","ERO1-like protein alpha","ERO1A_HUMAN"
0.384733612235102,20.9617173817342,11.3526792481018,6.54173026425779e-06,0.00126873224180689,4.60757533431485,"METK1_HUMAN",14,11.1712630803018,1.41309525346178e-06,0.000214952483001645,-0.384733612235109,"Non-significant",3.66765753380966,"MAT1A","S-adenosylmethionine synthase isoform type-1","METK1_HUMAN"
0.361411459425568,22.4491865430192,10.0549532480842,1.51679042145981e-05,0.00199964967844589,3.76405411194361,"NSDHL_HUMAN",27,11.2048887103567,1.37765694511224e-06,0.000214952483001645,-0.361411459425575,"Non-significant",3.66765753380966,"NSDHL","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating","NSDHL_HUMAN"
-0.188645189573712,20.393045438308,-8.48048193895137,4.8318648337595e-05,0.00379057081677627,2.5732455869898,"PLCB1_HUMAN",52,-11.1683741856521,1.41618651075275e-06,0.000214952483001645,0.18864518957372,"Non-significant",3.66765753380966,"PLCB1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1","PLCB1_HUMAN"
0.196780841537674,22.6451012374276,8.95328116429274,3.35075050480793e-05,0.00307828158218012,2.95252444865533,"AL1B1_HUMAN",38,11.0979731631169,1.4938754590489e-06,0.000221919967129349,-0.196780841537674,"Non-significant",3.65380362059822,"ALDH1B1","Aldehyde dehydrogenase X, mitochondrial","AL1B1_HUMAN"
-0.430956256113792,19.6053977251114,-13.0712727033438,2.43360634646138e-06,0.000738758239608407,5.57059986550656,"RRAS_HUMAN",9,-11.0281970328368,1.5755424018107e-06,0.000229175771863382,0.430956256113792,"Non-significant",3.63983129727277,"RRAS","Ras-related protein R-Ras","RRAS_HUMAN"
-0.346703965325705,20.1221075033571,-9.54731149017675,2.16396746227893e-05,0.00236075325337992,3.40199080755781,"SUN2_HUMAN",35,-10.9212824522225,1.71040383916636e-06,0.000243715093980807,0.346703965325702,"Non-significant",3.61311757286871,"SUN2","SUN domain-containing protein 2","SUN2_HUMAN"
0.350297504893682,21.1615377295373,10.9658705973386,8.32670874656763e-06,0.00149069437098808,4.36766203744272,"AMBP_HUMAN",15,10.8557375927588,1.79935410545079e-06,0.000251261807285148,-0.350297504893685,"Non-significant",3.5998735207424,"AMBP","Protein AMBP","AMBP_HUMAN"
0.178515010814678,22.9004412821166,7.75668380615816,8.75800735337284e-05,0.00515731789394533,1.95200945981062,"ACLY_HUMAN",94,10.7699760744426,1.92354109784364e-06,0.000260017478422555,-0.178515010814678,"Non-significant",3.58499745769328,"ACLY","ATP-citrate synthase","ACLY_HUMAN"
-0.380924382419884,19.2027495359472,-11.1271702137484,7.52282845717038e-06,0.00138222074442009,4.46883479584992,"GPC6_HUMAN",13,-10.7613555704041,1.93653808048881e-06,0.000260017478422555,0.380924382419888,"Non-significant",3.58499745769328,"GPC6","Glypican-6","GPC6_HUMAN"
-0.586438964494267,19.2572178880755,-10.1726753548477,1.39996059244577e-05,0.00199480099111354,3.84528888970997,"KCRB_HUMAN",13,-10.70043632266,2.03119488320637e-06,0.00026758118253862,0.586438964494267,"Up in BM",3.57254443128908,"CKB","Creatine kinase B-type","KCRB_HUMAN"
0.247351550173665,19.7048166205666,8.50761014873228,4.72926923812619e-05,0.00378132161114124,2.59555244938199,"ACACA_HUMAN",74,10.610710497251,2.18004173686081e-06,0.000271804489406468,-0.247351550173665,"Non-significant",3.56574337428361,"ACACA","Acetyl-CoA carboxylase 1","ACACA_HUMAN"
-0.524850212280501,19.3186091493948,-9.97402766655974,1.60347978314773e-05,0.00199964967844589,3.70762794937914,"ARGI2_HUMAN",16,-10.6471294423188,2.11822225700459e-06,0.000271804489406468,0.524850212280505,"Up in BM",3.56574337428361,"ARG2","Arginase-2, mitochondrial","ARGI2_HUMAN"
-0.193925276453704,22.4139076794602,-8.32102015613661,5.48796546708653e-05,0.00412010482701055,2.44073885021149,"PLOD2_HUMAN",48,-10.6285438773371,2.14952524014849e-06,0.000271804489406468,0.193925276453712,"Non-significant",3.56574337428361,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-0.210485411185186,20.635712491356,-8.18680398865998,6.11843042936915e-05,0.00422959220374806,2.32734402684737,"PEG3_HUMAN",69,-10.5532351319731,2.28169243164256e-06,0.000279487308030322,0.210485411185179,"Non-significant",3.55363790934303,"PEG3","Paternally-expressed gene 3 protein","PEG3_HUMAN"
0.210650976542436,21.8895656309553,7.90710936184545,7.7116258555314e-05,0.00476482935604604,2.08538993525598,"APOB_HUMAN",218,10.4649528062839,2.44816325938507e-06,0.000293402959047538,-0.210650976542439,"Non-significant",3.53253551049431,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.332321739668203,19.5765324780958,-12.3830400259062,3.56144287049111e-06,0.000880245653183418,5.20385208093205,"RET1_HUMAN",11,-10.449154894967,2.47934325176236e-06,0.000293402959047538,0.33232173966821,"Non-significant",3.53253551049431,"RBP1","Retinol-binding protein 1","RET1_HUMAN"
-0.186962619158898,19.0247763549684,-10.1824030517963,1.39076995184307e-05,0.00199480099111354,3.85195703537817,"MISP_HUMAN",22,-10.4203275614918,2.53737418971238e-06,0.000295265776542864,0.186962619158898,"Non-significant",3.52978688801603,"MISP","Mitotic interactor and substrate of PLK1","MISP_HUMAN"
-0.381594985423245,19.6857817581974,-11.828947961247,4.90939093857685e-06,0.00103870810706496,4.89062652999481,"DAF_HUMAN",10,-10.3322775526576,2.7241030923672e-06,0.000306769157917867,0.381594985423241,"Non-significant",3.51318830580321,"CD55","Complement decay-accelerating factor","DAF_HUMAN"
0.296991697884284,20.5155479594885,8.88385705621548,3.53210438313662e-05,0.00312166491177973,2.89806959527469,"LSS_HUMAN",40,10.3515086939636,2.68206128013199e-06,0.000306769157917867,-0.29699169788428,"Non-significant",3.51318830580321,"LSS","Lanosterol synthase","LSS_HUMAN"
-0.230830289410271,23.3734851672724,-9.04604596079409,3.12456280222652e-05,0.00298845171029392,3.02464191651781,"ICAM1_HUMAN",26,-10.04045789838,3.45994467598209e-06,0.000380375831470574,0.230830289410271,"Non-significant",3.41978708530039,"ICAM1","Intercellular adhesion molecule 1","ICAM1_HUMAN"
-0.135635292633019,20.7859037834432,-6.71264556734121,0.00022455756086576,0.00875899938527787,0.958488005479123,"PLXB2_HUMAN",81,-10.0311794011971,3.48668765598922e-06,0.000380375831470574,0.135635292633022,"Non-significant",3.41978708530039,"PLXNB2","Plexin-B2","PLXB2_HUMAN"
-0.506253687731245,17.9999366289458,-10.8932891437818,8.71975588515723e-06,0.00151334473793334,4.32159821175941,"ITA3_HUMAN",8,-9.98068443829019,3.63627964399133e-06,0.000390592376528423,0.506253687731245,"Up in BM",3.40827623740236,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-0.388787720807649,18.7425123203037,-9.63211616241049,2.03694389355235e-05,0.00225745115314008,3.46384051503579,"MIER1_HUMAN",15,-9.91808613273999,3.83163192781616e-06,0.000405340213939582,0.388787720807649,"Non-significant",3.39218030761856,"MIER1","Mesoderm induction early response protein 1","MIER1_HUMAN"
0.200659248072075,20.2613977043167,9.15804637975279,2.87405359425735e-05,0.00292113452116164,3.11074369695457,"A16A1_HUMAN",23,9.74336627521548,4.44084610544652e-06,0.000462775932958621,-0.200659248072078,"Non-significant",3.3346292349732,"ALDH16A1","Aldehyde dehydrogenase family 16 member A1","A16A1_HUMAN"
-0.135608254946067,20.0207648924428,-6.66651965730123,0.000234691084141111,0.00889467307880863,0.911679355920807,"SKT_HUMAN",70,-9.69376449042484,4.63270867030033e-06,0.000475670175529954,0.135608254946067,"Non-significant",3.32269407794487,"KIAA1217","Sickle tail protein homolog","SKT_HUMAN"
0.355238669285175,20.3447493014849,9.11518576617903,2.96714645220511e-05,0.00292113452116164,3.07791832532766,"ERG1_HUMAN",18,9.63860134954899,4.85687582285905e-06,0.000491459521669593,-0.355238669285171,"Non-significant",3.30851224637603,"SQLE","Squalene monooxygenase","ERG1_HUMAN"
-0.65037346829093,18.4874556094763,-9.11366857569562,2.9705034517685e-05,0.00292113452116164,3.07675355081881,"NPNT_HUMAN",10,-9.52616350329839,5.35172568663381e-06,0.000526278151325032,0.65037346829093,"Up in BM",3.27878465953989,"NPNT","Nephronectin","NPNT_HUMAN"
0.147329255609478,19.5825872690654,7.04475491382064,0.000164506087053132,0.00737184433668244,1.28796647507288,"RBGPR_HUMAN",52,9.53885682993833,5.29317343235159e-06,0.000526278151325032,-0.147329255609471,"Non-significant",3.27878465953989,"RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","RBGPR_HUMAN"
0.587557371974526,16.9553297572385,10.0304189953319,1.54250075182528e-05,0.00199964967844589,3.74699789138793,"ASCC1_HUMAN",7,9.46604171006378,5.63892173676723e-06,0.000546818771751511,-0.587557371974526,"Up in C",3.26215658494518,"ASCC1","Activating signal cointegrator 1 complex subunit 1","ASCC1_HUMAN"
0.242219006902673,21.5860512971623,8.23218847647431,5.89655919509097e-05,0.00420099758164543,2.36588126870531,"AOFA_HUMAN",29,9.31180239704739,6.45642784604653e-06,0.000602683460852104,-0.242219006902673,"Non-significant",3.21991072649994,"MAOA","Amine oxidase [flavin-containing] A","AOFA_HUMAN"
0.25606086945437,22.8386371076753,8.20473918339664,6.02964837920087e-05,0.004217109161288,2.342597062867,"DHB11_HUMAN",30,9.30532712383882,6.49349262993292e-06,0.000602683460852104,-0.256060869454362,"Non-significant",3.21991072649994,"HSD17B11","Estradiol 17-beta-dehydrogenase 11","DHB11_HUMAN"
0.367974644416051,28.4084074160527,9.31686718863374,2.55667457816348e-05,0.00270465180374809,3.23105386010008,"FABPL_HUMAN",13,9.29080972339641,6.57744515066125e-06,0.000602683460852104,-0.367974644416055,"Non-significant",3.21991072649994,"FABP1","Fatty acid-binding protein, liver","FABPL_HUMAN"
0.356803232240981,19.748228614164,8.92046979513789,3.43512233874343e-05,0.00310616976223049,2.9268397433681,"FKBP9_HUMAN",16,9.27900199660061,6.6466093505603e-06,0.000602683460852104,-0.356803232240978,"Non-significant",3.21991072649994,"FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9","FKBP9_HUMAN"
-0.70219830565388,25.1014989635459,-9.69610436603041,1.94665506790222e-05,0.00219218478775699,3.5101394575971,"H14_HUMAN",6,-9.29564423692615,6.54935573392582e-06,0.000602683460852104,0.702198305653887,"Up in BM",3.21991072649994,"H1-4","Histone H1.4","H14_HUMAN"
-0.185860788908109,22.6051012886014,-8.07612198159596,6.69993812656847e-05,0.00446322046244343,2.23252152070165,"TOIP1_HUMAN",29,-9.25691213076517,6.77816160676295e-06,0.000606732363313063,0.185860788908109,"Non-significant",3.21700283902098,"TOR1AIP1","Torsin-1A-interacting protein 1","TOIP1_HUMAN"
0.32991956942157,20.7352209936395,10.1755183271442,1.39726751127899e-05,0.00199480099111354,3.84723838996404,"CXB1_HUMAN",11,9.21852007836049,7.01367146169159e-06,0.000619866508171275,-0.32991956942157,"Non-significant",3.20770182825456,"GJB1","Gap junction beta-1 protein","CXB1_HUMAN"
-0.273804492693994,18.7235931784834,-7.7194774693269,9.04080015850287e-05,0.00517400546775959,1.91865939869822,"LAMA5_HUMAN",63,-9.17808022446481,7.27152457571591e-06,0.000624106814687923,0.273804492693998,"Non-significant",3.20474107528612,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.325829435972402,18.4320877012794,10.777642540411,9.39007134711811e-06,0.00156098757489473,4.24750143478372,"LRC58_HUMAN",10,9.17592661454211,7.28554611642547e-06,0.000624106814687923,-0.325829435972398,"Non-significant",3.20474107528612,"LRRC58","Leucine-rich repeat-containing protein 58","LRC58_HUMAN"
0.177149236716392,19.8558667269602,7.42675559003238,0.000116598880926409,0.00585678695415963,1.65117363145382,"PP6R2_HUMAN",41,9.16915725135881,7.32981363569316e-06,0.000624106814687923,-0.177149236716396,"Non-significant",3.20474107528612,"PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2","PP6R2_HUMAN"
0.375992731567347,21.0442178279306,8.16272057380288,6.23996659376875e-05,0.00427131830957779,2.30681320404806,"A1AT_HUMAN",29,9.12280276658865,7.64101669274868e-06,0.000634018399974891,-0.375992731567344,"Non-significant",3.19789813818829,"SERPINA1","Alpha-1-antitrypsin","A1AT_HUMAN"
-0.196311458777025,22.3097290222107,-8.54704932815147,4.58445558911615e-05,0.00372193824688476,2.62786153509225,"GNAS1_HUMAN",23,-9.12578676232272,7.62055154009704e-06,0.000634018399974891,0.196311458777025,"Non-significant",3.19789813818829,"GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas","GNAS1_HUMAN"
0.36204276456483,19.5739539168104,9.13018925912921,2.93417810591712e-05,0.00292113452116164,3.08942640335468,"KFA_HUMAN",13,9.11156362715026,7.71864279545485e-06,0.000634018399974891,-0.362042764564837,"Non-significant",3.19789813818829,"AFMID","Kynurenine formamidase","KFA_HUMAN"
-0.152306115906114,24.2612400649477,-6.70658190865201,0.000225861360257088,0.0087609112073055,0.952349437918834,"LMNA_HUMAN",67,-9.07693647585429,7.96331192444351e-06,0.000646509812284472,0.152306115906121,"Non-significant",3.18942487930847,"LMNA","Prelamin-A/C","LMNA_HUMAN"
0.255034814987681,19.8429720223833,9.87013579500979,1.72307813084251e-05,0.00203907313721058,3.63448143643154,"RDH10_HUMAN",14,9.04611843081134,8.18825685220694e-06,0.000649663742523964,-0.255034814987681,"Non-significant",3.18731137036125,"RDH10","Retinol dehydrogenase 10","RDH10_HUMAN"
0.34315459857887,22.7887027847487,8.72635887228605,3.98596979687249e-05,0.00335301700262214,2.77297264676293,"UD11_HUMAN",16,9.05837747895706,8.09794972353086e-06,0.000649663742523964,-0.34315459857887,"Non-significant",3.18731137036125,"UGT1A1","UDP-glucuronosyltransferase 1A1","UD11_HUMAN"
-0.305776256608318,24.2891547365806,-8.26650830530956,5.73477850827625e-05,0.00412785809740049,2.39489161264607,"RNT2_HUMAN",23,-9.02924549339387,8.3143697049171e-06,0.00065225763235653,0.305776256608311,"Non-significant",3.1855808303252,"RNASET2","Ribonuclease T2","RNT2_HUMAN"
