Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	19/158	1.269326e-09	2.902140e-07	0	0	6.510897e+00	1.333743e+02	RPL30;RPS9;RPLP1;RPL12;RPL22;RPLP0;RPSA;RRBP1;RPL10A;EEF1A1;RPS14;RPS25;RPS16;RPS18;RPS3;RPS2;RPS27A;RPS10;RPS13
GO_Biological_Process_2023	Regulation Of Endopeptidase Activity (GO:0052548)	13/69	2.085710e-09	4.371301e-07	0	0	1.094380e+01	2.187463e+02	SERPINA1;SERPIND1;AHSG;SERPINF1;SERPINE1;SERPINF2;SERPINA7;SERPINA5;VTN;SPOCK2;PSME2;SERPING1;GAPDH
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	26/316	4.969696e-09	9.614450e-07	0	0	4.311274e+00	8.243115e+01	APP;COL18A1;TNXB;HSP90AB1;PLOD3;FBLN5;CORO1C;CST3;EMILIN1;RAC1;HNRNPA1;DYNC1H1;GSN;CCDC13;LUM;ACTN1;KRT2;KRT1;SERPINF2;KRT10;KRT9;COL1A1;KRT19;COL2A1;TAGLN2;ALDOA
GO_Biological_Process_2023	Blood Coagulation, Fibrin Clot Formation (GO:0072378)	7/14	5.806148e-09	9.734974e-07	0	0	4.658571e+01	8.834677e+02	FGB;FGA;FGG;F13A1;FLNA;FBLN1;F13B
GO_Biological_Process_2023	Protein Activation Cascade (GO:0072376)	7/14	5.806148e-09	9.734974e-07	0	0	4.658571e+01	8.834677e+02	FGB;FGA;FGG;F13A1;FLNA;FBLN1;F13B
GO_Biological_Process_2023	Positive Regulation Of Establishment Of Protein Localization To Telomere (GO:1904851)	6/9	7.275712e-09	1.140831e-06	0	0	9.296912e+01	1.742123e+03	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	19/176	7.814312e-09	1.140831e-06	0	0	5.759086e+00	1.075066e+02	APP;COL18A1;TGFB1;GSN;LUM;SERPINF2;PLOD3;PLG;LAMC1;NPNT;NID1;COL1A1;ADAMTS13;COL2A1;SPOCK2;SMOC1;QSOX1;TGFBI;MATN3
GO_Biological_Process_2023	Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	11/51	8.164995e-09	1.140831e-06	0	0	1.291244e+01	2.404737e+02	FGB;FGA;MDK;C1QBP;FGG;APOA1;FLNA;FBLN1;RAC1;P4HB;CORO1C
GO_Biological_Process_2023	Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	12/65	1.114101e-08	1.474718e-06	0	0	1.064969e+01	1.950239e+02	CCT3;CCT2;HSP90AA1;HSP90AB1;PCNA;XRCC5;TCP1;CCT8;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023	Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212)	9/32	1.537818e-08	1.933806e-06	0	0	1.830144e+01	3.292486e+02	CCT3;CCT2;XRCC5;TCP1;CCT8;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023	Regulation Of Establishment Of Protein Localization To Telomere (GO:0070203)	6/10	1.786161e-08	1.953128e-06	0	0	6.972328e+01	1.243906e+03	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Regulation Of Protein Localization To Cajal Body (GO:1904869)	6/10	1.786161e-08	1.953128e-06	0	0	6.972328e+01	1.243906e+03	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Cajal Body (GO:1904871)	6/10	1.786161e-08	1.953128e-06	0	0	6.972328e+01	1.243906e+03	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Reverse Cholesterol Transport (GO:0043691)	7/16	1.865058e-08	1.954426e-06	0	0	3.622963e+01	6.447928e+02	APOM;APOC2;APOA1;APOC3;LCAT;APOE;CLU
GO_Biological_Process_2023	Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)	9/35	3.657537e-08	3.466009e-06	0	0	1.618725e+01	2.771886e+02	FGB;FGA;MDK;C1QBP;FGG;FLNA;APOA1;RAC1;P4HB
GO_Biological_Process_2023	Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358)	9/35	3.657537e-08	3.466009e-06	0	0	1.618725e+01	2.771886e+02	CCT3;CCT2;XRCC5;TCP1;CCT8;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023	Negative Regulation Of Fibrinolysis (GO:0051918)	6/11	3.858778e-08	3.466009e-06	0	0	5.577577e+01	9.521108e+02	VTN;SERPINE1;SERPINF2;PLG;F2;THBS1
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Chromosome, Telomeric Region (GO:1904816)	6/11	3.858778e-08	3.466009e-06	0	0	5.577577e+01	9.521108e+02	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Pyruvate Metabolic Process (GO:0006090)	10/50	8.484892e-08	7.358449e-06	0	0	1.171043e+01	1.906739e+02	LDHB;LDHA;TPI1;PKM;PGAM1;PGK1;ALDOC;ENO1;GAPDH;PCK2
GO_Biological_Process_2023	Regulation Of Receptor-Mediated Endocytosis (GO:0048259)	9/39	1.017766e-07	8.401118e-06	0	0	1.402608e+01	2.258266e+02	C3;VTN;ARF1;HNRNPK;APOC2;SERPINE1;APOC3;RAC1;CLU
GO_Biological_Process_2023	Regulation Of Telomere Maintenance Via Telomerase (GO:0032210)	10/51	1.035526e-07	8.401118e-06	0	0	1.142423e+01	1.837380e+02	CCT3;CCT2;XRCC5;TCP1;CCT8;HNRNPC;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023	Gene Expression (GO:0010467)	23/296	1.104099e-07	8.425420e-06	0	0	4.024771e+00	6.447307e+01	RPL30;RPS9;RPLP1;RPL12;RPL22;RPLP0;RPSA;RRBP1;RPL10A;HSPD1;EEF1A1;RPS14;RPS25;RPS16;HNRNPK;DDX39B;RPS18;RPS3;SRSF3;RPS2;RPS27A;RPS10;RPS13
GO_Biological_Process_2023	Glycolytic Process (GO:0006096)	8/29	1.171110e-07	8.425420e-06	0	0	1.777657e+01	2.837165e+02	LDHA;TPI1;PKM;PGAM1;PGK1;ALDOC;ENO1;GAPDH
GO_Biological_Process_2023	Regulation Of Blood Coagulation (GO:0030193)	8/29	1.171110e-07	8.425420e-06	0	0	1.777657e+01	2.837165e+02	VTN;APOH;SERPINE1;EMILIN1;APOE;TFPI;F2;THBS1
GO_Biological_Process_2023	Protein Stabilization (GO:0050821)	19/208	1.172524e-07	8.425420e-06	0	0	4.776118e+00	7.622177e+01	CCT3;CCT2;HSP90AA1;HSP90AB1;APOA1;CLU;RTN4;HSPD1;H1-5;TCP1;FLNA;CCT8;PFN1;CCT7;PPIB;GAPDH;CCT5;CCT4;HSPA1A
GO_Biological_Process_2023	Positive Regulation Of Response To External Stimulus (GO:0032103)	16/155	2.230633e-07	1.558345e-05	0	0	5.442840e+00	8.336150e+01	APP;TGFB1;DHX9;RARRES2;SERPINE1;SERPINF2;PLA2G2A;PLG;F2;THBS1;AGT;VTN;POLR3B;MDK;APOH;EMILIN1
GO_Biological_Process_2023	Positive Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904874)	6/14	2.375170e-07	1.614474e-05	0	0	3.485451e+01	5.316368e+02	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	11/71	2.992259e-07	1.980403e-05	0	0	8.599479e+00	1.291820e+02	FGB;FGA;MDK;C1QBP;FGG;FN1;APOA1;FLNA;RAC1;P4HB;NPNT
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	11/72	3.464887e-07	2.234408e-05	0	0	8.458071e+00	1.258173e+02	CCT3;CCT2;TGFB1;TCP1;FLNA;CCT8;F2;CCT7;CCT5;RAN;CCT4
GO_Biological_Process_2023	High-Density Lipoprotein Particle Remodeling (GO:0034375)	6/15	3.887395e-07	2.444199e-05	0	0	3.098021e+01	4.572789e+02	APOM;APOA1;APOC3;LCAT;APOE;PLTP
GO_Biological_Process_2023	Cell-Matrix Adhesion (GO:0007160)	13/109	5.824786e-07	3.573009e-05	0	0	6.370798e+00	9.145901e+01	FGB;FGA;FGL1;FGG;FN1;NPNT;FBLN5;THBS3;VTN;ADAMTS13;EMILIN1;RAC1;FERMT3
GO_Biological_Process_2023	Regulation Of Fibrinolysis (GO:0051917)	6/16	6.107960e-07	3.657505e-05	0	0	2.788076e+01	3.989319e+02	VTN;SERPINE1;SERPINF2;PLG;F2;THBS1
GO_Biological_Process_2023	protein-RNA Complex Assembly (GO:0022618)	15/150	8.026347e-07	4.694480e-05	0	0	5.242179e+00	7.357590e+01	HSP90AA1;HSP90AB1;DHX9;XRCC5;RPLP0;SRSF1;RPSA;PRPF19;RPS14;EIF5;DDX39B;EIF6;SNRPD1;SNRPD3;HNRNPC
GO_Biological_Process_2023	Positive Regulation Of Cell Differentiation (GO:0045597)	21/283	8.411628e-07	4.808010e-05	0	0	3.812385e+00	5.332947e+01	TNXB;TGFB1;HSP90AB1;LAMB2;RARRES2;SERPINF2;PLA2G2A;LAMB1;PA2G4;LAMC1;NPNT;NID1;MACROH2A1;ACTB;AGT;COL1A1;MDK;KCTD11;CCN2;APOB;LTF
GO_Biological_Process_2023	Positive Regulation Of Endocytosis (GO:0045807)	11/79	9.061817e-07	5.064549e-05	0	0	7.584665e+00	1.055332e+02	C3;VTN;HNRNPK;LRP1;AHSG;LMAN2;SERPINE1;GPC3;APOA1;APOE;CLU
GO_Biological_Process_2023	Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872)	6/17	9.269847e-07	5.068188e-05	0	0	2.534485e+01	3.520736e+02	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Negative Regulation Of Hemostasis (GO:1900047)	5/10	9.996909e-07	5.243980e-05	0	0	4.636967e+01	6.406350e+02	VTN;APOH;SERPINE1;APOE;TFPI
GO_Biological_Process_2023	Regulation Of Basement Membrane Organization (GO:0110011)	4/5	1.007211e-06	5.243980e-05	0	0	1.850780e+02	2.555618e+03	LAMB2;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	25/387	1.021690e-06	5.243980e-05	0	0	3.300315e+00	4.552471e+01	TNXB;LRP1;SERPINE1;ENO1;MACROH2A2;MACROH2A1;ACTB;RTN4;C1QTNF3;RBBP4;MDK;C1QBP;CFL1;APOE;FGB;DYNC1H1;FGA;TGFB1;APLP2;FGG;AGT;COL1A1;APOC2;PPIB;GAPDH
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	7/27	1.181453e-06	5.942711e-05	0	0	1.629417e+01	2.223953e+02	KRT2;KRT1;FN1;F13A1;F13B;KRT10;THBS1
GO_Biological_Process_2023	Positive Regulation Of Establishment Of Protein Localization (GO:1904951)	6/18	1.365484e-06	6.733709e-05	0	0	2.323159e+01	3.137195e+02	CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023	Retina Homeostasis (GO:0001895)	8/39	1.392308e-06	6.733951e-05	0	0	1.203603e+01	1.623004e+02	PIGR;ZG16B;PRDX1;KRT1;ALB;LYZ;JCHAIN;LTF
GO_Biological_Process_2023	Carbohydrate Catabolic Process (GO:0016052)	8/41	2.083001e-06	9.884430e-05	0	0	1.130542e+01	1.478941e+02	LDHA;TPI1;PKM;PGAM1;PGK1;ALDOC;ENO1;GAPDH
GO_Biological_Process_2023	Positive Regulation Of Transferase Activity (GO:0051347)	14/143	2.405733e-06	1.120448e-04	0	0	5.109447e+00	6.610426e+01	CCT2;CD74;HSP90AA1;TGFB1;HSP90AB1;PCNA;XRCC5;IGF2;APOA1;AGT;TCP1;APOE;RPS2;CCT4
GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	22/328	2.483475e-06	1.133090e-04	0	0	3.420270e+00	4.414149e+01	FGB;CCT2;CD74;FGA;HSP90AA1;TGFB1;HSP90AB1;DHX9;CLTC;FGG;FN1;SLC2A1;LAMC1;CLU;JCHAIN;HSPD1;CAND1;PARD3;TCP1;FMOD;FERMT3;HSPA1A
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	26/434	2.522984e-06	1.133090e-04	0	0	3.045633e+00	3.925842e+01	GRB7;CEMIP;TNXB;SERPINE1;SEMA3B;TNC;THBS1;CORO1C;RELN;RBBP4;MDK;LMNA;RACK1;FLNA;EMILIN1;RAC1;CD74;TGFB1;F10;HSPA5;APLP2;LAMB1;COL1A1;CNTN1;PLXNB2;FERMT3
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	14/144	2.613791e-06	1.153278e-04	0	0	5.069883e+00	6.517187e+01	TNXB;LAMB2;TNC;FBLN1;LAMB1;LAMC1;NID1;PPP2CA;VTN;MDK;C1QBP;PLXNB2;TGFBI;P4HB
GO_Biological_Process_2023	Negative Regulation Of Coagulation (GO:0050819)	5/12	3.032665e-06	1.292738e-04	0	0	3.311781e+01	4.207971e+02	VTN;APOH;SERPINE1;APOE;TFPI
GO_Biological_Process_2023	Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	5/12	3.032665e-06	1.292738e-04	0	0	3.311781e+01	4.207971e+02	LAMB2;FLNA;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Chaperone-Mediated Protein Complex Assembly (GO:0051131)	6/21	3.780165e-06	1.584519e-04	0	0	1.858242e+01	2.320154e+02	CCT2;HSP90AA1;HSP90AB1;CLU;HSPD1;HSPA1A
GO_Biological_Process_2023	'De Novo' Post-Translational Protein Folding (GO:0051084)	7/32	4.083579e-06	1.683639e-04	0	0	1.303200e+01	1.617081e+02	HSPA9;CCT2;HSPA8;HSPA5;HSPE1;HSPA13;HSPA1A
GO_Biological_Process_2023	Positive Regulation Of Protein Catabolic Process (GO:0045732)	11/92	4.204362e-06	1.705479e-04	0	0	6.363129e+00	7.877165e+01	HSP90AA1;VCP;PSMC5;PSMC6;PSMC3;PSMC2;GPC3;C4BPA;VPS35;APOE;EZR
GO_Biological_Process_2023	Zymogen Activation (GO:0031638)	8/45	4.361048e-06	1.740958e-04	0	0	1.008115e+01	1.244295e+02	FGB;FGA;F9;C1R;APOH;FGG;PGK1;MASP1
GO_Biological_Process_2023	Positive Regulation Of Protein Kinase B Signaling (GO:0051897)	11/93	4.678183e-06	1.838380e-04	0	0	6.285208e+00	7.713584e+01	HSP90AA1;HSP90AB1;TGFB1;F10;GDF15;C1QBP;AKR1C3;IGF2;CNTN1;THBS1;RTN4
GO_Biological_Process_2023	Positive Regulation Of Protein Metabolic Process (GO:0051247)	16/196	5.104873e-06	1.975193e-04	0	0	4.194215e+00	5.110783e+01	APP;NPM1;VCP;HSP90AA1;TGFB1;C4BPA;EEF2;CLU;THBS1;AGT;EIF6;GPC3;PLXNB2;VPS35;APOE;EZR
GO_Biological_Process_2023	Regulation Of Extracellular Matrix Organization (GO:1903053)	6/23	6.782067e-06	2.584378e-04	0	0	1.639458e+01	1.951156e+02	LRP1;LAMB2;LAMB1;LAMC1;NID1;AGT
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	13/136	7.162460e-06	2.688595e-04	0	0	4.965437e+00	5.882383e+01	HSP90AA1;TGFB1;HSP90AB1;F10;GDF15;IGF2;AKR1C3;THBS1;RTN4;PPP2CA;C1QBP;CNTN1;RACK1
GO_Biological_Process_2023	Antibacterial Humoral Response (GO:0019731)	8/49	8.468181e-06	3.131982e-04	0	0	9.095756e+00	1.062311e+02	FGB;H2BC12;FGA;DMBT1;H2BC11;HLA-A;JCHAIN;LTF
GO_Biological_Process_2023	Substrate Adhesion-Dependent Cell Spreading (GO:0034446)	7/36	9.408402e-06	3.429294e-04	0	0	1.123218e+01	1.300003e+02	LAMA5;FN1;LAMB1;LAMC1;RAC1;PARVB;FERMT3
GO_Biological_Process_2023	Cholesterol Transport (GO:0030301)	8/51	1.151921e-05	4.138688e-04	0	0	8.671810e+00	9.861144e+01	APOM;APOC2;APOA1;LCAT;APOC3;APOE;APOB;CLU
GO_Biological_Process_2023	Plasminogen Activation (GO:0031639)	4/8	1.339843e-05	4.746064e-04	0	0	4.626241e+01	5.190815e+02	FGB;FGA;FGG;PGK1
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	28/537	1.435371e-05	5.013830e-04	0	0	2.628339e+00	2.930993e+01	APP;COL18A1;PLG;FBLN1;ENO1;CLU;THBS1;ACTB;RTN4;PPP2CA;RBBP4;MDK;FTH1;LMNA;RACK1;EMILIN1;VPS35;CCN2;NPM1;TGFB1;APLP2;HMGA1;APOA1;DHRS2;PLXNB2;MYH9;TGFBI;HSPA1A
GO_Biological_Process_2023	Regulation Of Proteasomal Protein Catabolic Process (GO:0061136)	8/53	1.544736e-05	5.296598e-04	0	0	8.285548e+00	9.178790e+01	PSMC5;HSP90AB1;PSMC6;PSMD14;PSMC3;PSMC2;PSME2;APOE
GO_Biological_Process_2023	Regulation Of Plasminogen Activation (GO:0010755)	5/16	1.558442e-05	5.296598e-04	0	0	2.107066e+01	2.332362e+02	CLEC3B;SERPINE1;SERPINF2;ENO1;THBS1
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	18/265	1.715730e-05	5.753414e-04	0	0	3.443453e+00	3.778531e+01	APP;CD74;NPM1;HSP90AA1;TGFB1;RARRES2;FN1;IGF2;FBLN1;F2;CORO1C;C3;PPP2CA;RELN;RACK1;PLXNB2;RAC1;PPIA
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Proliferation (GO:0048660)	8/54	1.779925e-05	5.890146e-04	0	0	8.105012e+00	8.863928e+01	XRCC6;TGFB1;XRCC5;SERPINF2;OGN;ANG;APOE;THBS1
GO_Biological_Process_2023	Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	6/27	1.849899e-05	6.042202e-04	0	0	1.326909e+01	1.446038e+02	HSPA9;HSPA8;HSPA5;HSPE1;HSPA13;HSPA1A
GO_Biological_Process_2023	Extracellular Matrix Assembly (GO:0085029)	5/17	2.169175e-05	6.994198e-04	0	0	1.931378e+01	2.074026e+02	TGFB1;TNXB;EMILIN1;QSOX1;FBLN5
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	33/705	2.282950e-05	7.267874e-04	0	0	2.355772e+00	2.517721e+01	VCP;CLU;THBS1;ACTB;RTN4;HSP90B1;HSPD1;COMP;PRDX2;C1QBP;CFL1;RACK1;RPS3;FLNA;EMILIN1;CTSD;CTSB;HSPA9;CD74;HSP90AA1;NPM1;HSPA5;ACTN1;PA2G4;DHRS2;YWHAZ;AGT;HNRNPK;KRT18;ALB;PPIA;HSPA1A;LTF
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	18/272	2.431373e-05	7.643629e-04	0	0	3.347342e+00	3.556374e+01	GRB7;CEMIP;TGFB1;F10;HSPA5;SEMA3B;FN1;LAMB1;THBS1;RTN4;COL1A1;VTN;MDK;C1QBP;RACK1;CNTN1;PFN1;FERMT3
GO_Biological_Process_2023	Defense Response To Gram-negative Bacterium (GO:0050829)	9/75	3.060555e-05	9.502833e-04	0	0	6.363745e+00	6.614686e+01	H2BC12;RPL30;DMBT1;RARRES2;SERPINE1;H2BC11;F2;LYZ;LTF
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	29/594	3.395513e-05	1.032385e-03	0	0	2.451336e+00	2.522540e+01	ANKRD17;HSP90AB1;TNXB;HBB;LAMC1;NID1;THBS1;ACTB;MDK;SPOCK2;C1QBP;CCN2;H3-3A;DYNC1H1;RPS9;NPM1;TGFB1;LAMB2;SERPINF2;HBE1;CLEC11A;FN1;IGF2;AKR1C3;LAMB1;PA2G4;PARD3;P4HB;CRLF1
GO_Biological_Process_2023	Positive Regulation Of Protein Secretion (GO:0050714)	9/76	3.407075e-05	1.032385e-03	0	0	6.268442e+00	6.448391e+01	FGB;C1QTNF3;FGA;GLUD1;TGFB1;FGG;ANG;EZR;PPIA
GO_Biological_Process_2023	Glucose Metabolic Process (GO:0006006)	8/59	3.456351e-05	1.034848e-03	0	0	7.308531e+00	7.507844e+01	G6PD;TPI1;MDH2;DCXR;PGAM1;PGK1;ENO1;PCK2
GO_Biological_Process_2023	Positive Regulation Of Phagocytosis (GO:0050766)	8/60	3.914611e-05	1.150727e-03	0	0	7.167615e+00	7.273846e+01	C4B;C3;C4A;COLEC10;AHSG;APLP2;LMAN2;APOA1
GO_Biological_Process_2023	Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044)	5/19	3.934890e-05	1.150727e-03	0	0	1.655298e+01	1.678976e+02	LAMB2;FLNA;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Triglyceride Homeostasis (GO:0070328)	6/31	4.280593e-05	1.237436e-03	0	0	1.114375e+01	1.120932e+02	C1QTNF3;APOC2;ANGPTL8;APOA1;APOC3;APOE
GO_Biological_Process_2023	Positive Regulation Of Developmental Process (GO:0051094)	16/233	4.388818e-05	1.254304e-03	0	0	3.472434e+00	3.484194e+01	TNXB;HSP90AB1;KRT2;SERPINF2;PA2G4;KRT10;RTN4;CORO1C;RELN;RBBP4;MDK;C1QBP;CFL1;VPS35;CCN2;APOE
GO_Biological_Process_2023	Cellular Component Assembly (GO:0022607)	17/260	4.735500e-05	1.330118e-03	0	0	3.298304e+00	3.284397e+01	FGB;CD74;FGA;GSN;TGFB1;DHX9;FGG;SLC2A1;PARVB;LAMC1;YWHAZ;RTN4;JCHAIN;PARD3;QSOX1;EZR;SPTBN1
GO_Biological_Process_2023	Protein Transport (GO:0015031)	19/313	4.759865e-05	1.330118e-03	0	0	3.053730e+00	3.039288e+01	HSPA9;CD74;ARF1;NPM1;COPA;LRP1;CLTC;USO1;FGG;SEPTIN9;CLU;RAB11B;HSP90B1;KRT18;MYH9;VPS35;APOE;APOB;SPTBN1
GO_Biological_Process_2023	Regulation Of Protein-Containing Complex Assembly (GO:0043254)	11/119	4.928992e-05	1.362243e-03	0	0	4.765736e+00	4.726558e+01	HSPA8;VCP;HSP90AA1;TGFB1;GSN;HSPA5;RACK1;RPS3;APOE;SEPTIN9;CLU
GO_Biological_Process_2023	Positive Regulation Of Protein Processing (GO:0010954)	5/20	5.154881e-05	1.399258e-03	0	0	1.544866e+01	1.525243e+02	CLEC3B;GSN;ANGPTL8;MYH9;ENO1
GO_Biological_Process_2023	Gluconeogenesis (GO:0006094)	6/32	5.174193e-05	1.399258e-03	0	0	1.071460e+01	1.057450e+02	TPI1;MDH2;PGAM1;PGK1;ENO1;PCK2
GO_Biological_Process_2023	Antimicrobial Humoral Response (GO:0019730)	10/100	5.535344e-05	1.480999e-03	0	0	5.191314e+00	5.088407e+01	H2BC12;RPL30;RARRES2;H2BC11;HLA-A;LYZ;F2;GAPDH;JCHAIN;LTF
GO_Biological_Process_2023	Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	4/11	6.002258e-05	1.540376e-03	0	0	2.643161e+01	2.569361e+02	HSP90AB1;TGFB1;CLTC;APOE
GO_Biological_Process_2023	Phospholipid Efflux (GO:0033700)	4/11	6.002258e-05	1.540376e-03	0	0	2.643161e+01	2.569361e+02	APOC2;APOA1;APOC3;APOE
GO_Biological_Process_2023	Positive Regulation Of Coagulation (GO:0050820)	4/11	6.002258e-05	1.540376e-03	0	0	2.643161e+01	2.569361e+02	SERPINE1;EMILIN1;F2;THBS1
GO_Biological_Process_2023	Positive Regulation Of Hemostasis (GO:1900048)	4/11	6.002258e-05	1.540376e-03	0	0	2.643161e+01	2.569361e+02	SERPINE1;EMILIN1;F2;THBS1
GO_Biological_Process_2023	Regulation Of Protein Catabolic Process (GO:0042176)	11/122	6.196681e-05	1.562053e-03	0	0	4.636218e+00	4.491991e+01	EEF1A1;VCP;HSP90AA1;PSMD14;GPC3;PSME2;FLNA;C4BPA;VPS35;APOE;EZR
GO_Biological_Process_2023	Positive Regulation Of Telomerase Activity (GO:0051973)	6/33	6.210946e-05	1.562053e-03	0	0	1.031723e+01	9.993905e+01	CCT2;HSP90AA1;HSP90AB1;XRCC5;TCP1;CCT4
