Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),26/316,4.9696959789207785e-09,9.61445029768135e-07,0,0,4.311273540287213,82.43114987456275,APP;COL18A1;TNXB;HSP90AB1;PLOD3;FBLN5;CORO1C;CST3;EMILIN1;RAC1;HNRNPA1;DYNC1H1;GSN;CCDC13;LUM;ACTN1;KRT2;KRT1;SERPINF2;KRT10;KRT9;COL1A1;KRT19;COL2A1;TAGLN2;ALDOA
GO_Biological_Process_2023,"Blood Coagulation, Fibrin Clot Formation (GO:0072378)",7/14,5.8061478090442505e-09,9.734974493164191e-07,0,0,46.58571428571429,883.4677214732814,FGB;FGA;FGG;F13A1;FLNA;FBLN1;F13B
GO_Biological_Process_2023,Protein Activation Cascade (GO:0072376),7/14,5.8061478090442505e-09,9.734974493164191e-07,0,0,46.58571428571429,883.4677214732814,FGB;FGA;FGG;F13A1;FLNA;FBLN1;F13B
GO_Biological_Process_2023,Positive Regulation Of Establishment Of Protein Localization To Telomere (GO:1904851),6/9,7.2757124707012605e-09,1.1408312610464845e-06,0,0,92.96912114014252,1742.1227103595138,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Extracellular Matrix Organization (GO:0030198),19/176,7.814312475149466e-09,1.1408312610464845e-06,0,0,5.7590857999250655,107.50663333220662,APP;COL18A1;TGFB1;GSN;LUM;SERPINF2;PLOD3;PLG;LAMC1;NPNT;NID1;COL1A1;ADAMTS13;COL2A1;SPOCK2;SMOC1;QSOX1;TGFBI;MATN3
GO_Biological_Process_2023,Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),11/51,8.1649951088814e-09,1.1408312610464845e-06,0,0,12.912439903846154,240.47365867938424,FGB;FGA;MDK;C1QBP;FGG;APOA1;FLNA;FBLN1;RAC1;P4HB;CORO1C
GO_Biological_Process_2023,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),12/65,1.1141012958208744e-08,1.4747182942049997e-06,0,0,10.649693112070926,195.02391808157472,CCT3;CCT2;HSP90AA1;HSP90AB1;PCNA;XRCC5;TCP1;CCT8;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),9/32,1.5378179897746915e-08,1.9338061221416747e-06,0,0,18.30143540669857,329.2486102833986,CCT3;CCT2;XRCC5;TCP1;CCT8;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023,Regulation Of Establishment Of Protein Localization To Telomere (GO:0070203),6/10,1.7861607587784983e-08,1.953127960142575e-06,0,0,69.72327790973871,1243.9059663376595,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Regulation Of Protein Localization To Cajal Body (GO:1904869),6/10,1.7861607587784983e-08,1.953127960142575e-06,0,0,69.72327790973871,1243.9059663376595,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cajal Body (GO:1904871),6/10,1.7861607587784983e-08,1.953127960142575e-06,0,0,69.72327790973871,1243.9059663376595,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Reverse Cholesterol Transport (GO:0043691),7/16,1.865058168714677e-08,1.9544255392989225e-06,0,0,36.22962962962963,644.7927937906268,APOM;APOC2;APOA1;APOC3;LCAT;APOE;CLU
GO_Biological_Process_2023,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),9/35,3.65753701580168e-08,3.4660091870771773e-06,0,0,16.187246963562753,277.18864886412644,FGB;FGA;MDK;C1QBP;FGG;FLNA;APOA1;RAC1;P4HB
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),9/35,3.65753701580168e-08,3.4660091870771773e-06,0,0,16.187246963562753,277.18864886412644,CCT3;CCT2;XRCC5;TCP1;CCT8;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023,Negative Regulation Of Fibrinolysis (GO:0051918),6/11,3.858777623783737e-08,3.4660091870771773e-06,0,0,55.77577197149644,952.1108496441982,VTN;SERPINE1;SERPINF2;PLG;F2;THBS1
GO_Biological_Process_2023,"Positive Regulation Of Protein Localization To Chromosome, Telomeric Region (GO:1904816)",6/11,3.858777623783737e-08,3.4660091870771773e-06,0,0,55.77577197149644,952.1108496441982,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Pyruvate Metabolic Process (GO:0006090),10/50,8.484891889119428e-08,7.35844934521909e-06,0,0,11.71043165467626,190.67385727228407,LDHB;LDHA;TPI1;PKM;PGAM1;PGK1;ALDOC;ENO1;GAPDH;PCK2
GO_Biological_Process_2023,Regulation Of Receptor-Mediated Endocytosis (GO:0048259),9/39,1.0177658709460921e-07,8.401118286687914e-06,0,0,14.026076555023923,225.82664568193977,C3;VTN;ARF1;HNRNPK;APOC2;SERPINE1;APOC3;RAC1;CLU
GO_Biological_Process_2023,Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),10/51,1.0355255144625262e-07,8.401118286687914e-06,0,0,11.424226472480552,183.73796622788845,CCT3;CCT2;XRCC5;TCP1;CCT8;HNRNPC;CCT7;HNRNPA1;CCT5;CCT4
GO_Biological_Process_2023,Gene Expression (GO:0010467),23/296,1.1040991011403087e-07,8.425419618521018e-06,0,0,4.024770608929025,64.47306578427363,RPL30;RPS9;RPLP1;RPL12;RPL22;RPLP0;RPSA;RRBP1;RPL10A;HSPD1;EEF1A1;RPS14;RPS25;RPS16;HNRNPK;DDX39B;RPS18;RPS3;SRSF3;RPS2;RPS27A;RPS10;RPS13
GO_Biological_Process_2023,Glycolytic Process (GO:0006096),8/29,1.1711101363999053e-07,8.425419618521018e-06,0,0,17.776565518808955,283.7165369280375,LDHA;TPI1;PKM;PGAM1;PGK1;ALDOC;ENO1;GAPDH
GO_Biological_Process_2023,Regulation Of Blood Coagulation (GO:0030193),8/29,1.1711101363999053e-07,8.425419618521018e-06,0,0,17.776565518808955,283.7165369280375,VTN;APOH;SERPINE1;EMILIN1;APOE;TFPI;F2;THBS1
GO_Biological_Process_2023,Protein Stabilization (GO:0050821),19/208,1.1725236049631637e-07,8.425419618521018e-06,0,0,4.776117854549227,76.22176536697562,CCT3;CCT2;HSP90AA1;HSP90AB1;APOA1;CLU;RTN4;HSPD1;H1-5;TCP1;FLNA;CCT8;PFN1;CCT7;PPIB;GAPDH;CCT5;CCT4;HSPA1A
GO_Biological_Process_2023,Positive Regulation Of Response To External Stimulus (GO:0032103),16/155,2.230633479266623e-07,1.558345333432099e-05,0,0,5.442839888673003,83.36150178260826,APP;TGFB1;DHX9;RARRES2;SERPINE1;SERPINF2;PLA2G2A;PLG;F2;THBS1;AGT;VTN;POLR3B;MDK;APOH;EMILIN1
GO_Biological_Process_2023,Positive Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904874),6/14,2.375170314102891e-07,1.6144738756672352e-05,0,0,34.854513064133016,531.6368115805695,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),11/71,2.992258754549886e-07,1.980402833603412e-05,0,0,8.599479166666667,129.18195317378053,FGB;FGA;MDK;C1QBP;FGG;FN1;APOA1;FLNA;RAC1;P4HB;NPNT
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),11/72,3.464887005773345e-07,2.234407902441016e-05,0,0,8.458070617906683,125.81731586091824,CCT3;CCT2;TGFB1;TCP1;FLNA;CCT8;F2;CCT7;CCT5;RAN;CCT4
GO_Biological_Process_2023,High-Density Lipoprotein Particle Remodeling (GO:0034375),6/15,3.8873946492194723e-07,2.4441993856967432e-05,0,0,30.98020585906572,457.278882108401,APOM;APOA1;APOC3;LCAT;APOE;PLTP
GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),13/109,5.824786422600248e-07,3.5730092323999084e-05,0,0,6.370798107890499,91.45900765013737,FGB;FGA;FGL1;FGG;FN1;NPNT;FBLN5;THBS3;VTN;ADAMTS13;EMILIN1;RAC1;FERMT3
GO_Biological_Process_2023,Regulation Of Fibrinolysis (GO:0051917),6/16,6.107960241587844e-07,3.657504763712721e-05,0,0,27.88076009501188,398.9319331288912,VTN;SERPINE1;SERPINF2;PLG;F2;THBS1
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),15/150,8.026347324883098e-07,4.694479888856045e-05,0,0,5.242179072276159,73.57590246780123,HSP90AA1;HSP90AB1;DHX9;XRCC5;RPLP0;SRSF1;RPSA;PRPF19;RPS14;EIF5;DDX39B;EIF6;SNRPD1;SNRPD3;HNRNPC
GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation (GO:0045597),21/283,8.411628000494029e-07,4.808010095736928e-05,0,0,3.812384838115293,53.329471410904816,TNXB;TGFB1;HSP90AB1;LAMB2;RARRES2;SERPINF2;PLA2G2A;LAMB1;PA2G4;LAMC1;NPNT;NID1;MACROH2A1;ACTB;AGT;COL1A1;MDK;KCTD11;CCN2;APOB;LTF
GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),11/79,9.061817415736794e-07,5.064549066795119e-05,0,0,7.584664875565611,105.53322392537692,C3;VTN;HNRNPK;LRP1;AHSG;LMAN2;SERPINE1;GPC3;APOA1;APOE;CLU
GO_Biological_Process_2023,Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),6/17,9.269846718614936e-07,5.068187934199252e-05,0,0,25.34484992442237,352.07364385727595,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Negative Regulation Of Hemostasis (GO:1900047),5/10,9.99690882810179e-07,5.243980428854987e-05,0,0,46.3696682464455,640.6349771054571,VTN;APOH;SERPINE1;APOE;TFPI
GO_Biological_Process_2023,Regulation Of Basement Membrane Organization (GO:0110011),4/5,1.007210567352982e-06,5.243980428854987e-05,0,0,185.0780141843972,2555.617529835035,LAMB2;LAMB1;LAMC1;NID1
GO_Biological_Process_2023,Positive Regulation Of Multicellular Organismal Process (GO:0051240),25/387,1.0216900239121048e-06,5.243980428854987e-05,0,0,3.300314724718947,45.52471430075412,TNXB;LRP1;SERPINE1;ENO1;MACROH2A2;MACROH2A1;ACTB;RTN4;C1QTNF3;RBBP4;MDK;C1QBP;CFL1;APOE;FGB;DYNC1H1;FGA;TGFB1;APLP2;FGG;AGT;COL1A1;APOC2;PPIB;GAPDH
GO_Biological_Process_2023,Peptide Cross-Linking (GO:0018149),7/27,1.1814533949999492e-06,5.942710576849744e-05,0,0,16.294166666666666,222.39525474657216,KRT2;KRT1;FN1;F13A1;F13B;KRT10;THBS1
GO_Biological_Process_2023,Positive Regulation Of Establishment Of Protein Localization (GO:1904951),6/18,1.3654836744909445e-06,6.733708708519068e-05,0,0,23.23159144893112,313.7194539467346,CCT3;TCP1;CCT8;CCT7;CCT5;CCT4
GO_Biological_Process_2023,Retina Homeostasis (GO:0001895),8/39,1.3923079747866714e-06,6.733951070362459e-05,0,0,12.036030487335438,162.30042811902806,PIGR;ZG16B;PRDX1;KRT1;ALB;LYZ;JCHAIN;LTF
GO_Biological_Process_2023,Carbohydrate Catabolic Process (GO:0016052),8/41,2.0830010807819134e-06,9.884429656917948e-05,0,0,11.305416937875172,147.89408266909916,LDHA;TPI1;PKM;PGAM1;PGK1;ALDOC;ENO1;GAPDH
GO_Biological_Process_2023,Positive Regulation Of Transferase Activity (GO:0051347),14/143,2.405733427266458e-06,0.00011204480684398412,0,0,5.109446853238733,66.10426441687127,CCT2;CD74;HSP90AA1;TGFB1;HSP90AB1;PCNA;XRCC5;IGF2;APOA1;AGT;TCP1;APOE;RPS2;CCT4
GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),22/328,2.483474947566623e-06,0.000113309013084151,0,0,3.4202695069797464,44.141491338940654,FGB;CCT2;CD74;FGA;HSP90AA1;TGFB1;HSP90AB1;DHX9;CLTC;FGG;FN1;SLC2A1;LAMC1;CLU;JCHAIN;HSPD1;CAND1;PARD3;TCP1;FMOD;FERMT3;HSPA1A
GO_Biological_Process_2023,Regulation Of Cell Migration (GO:0030334),26/434,2.522983989150082e-06,0.000113309013084151,0,0,3.045633465356217,39.25842318505636,GRB7;CEMIP;TNXB;SERPINE1;SEMA3B;TNC;THBS1;CORO1C;RELN;RBBP4;MDK;LMNA;RACK1;FLNA;EMILIN1;RAC1;CD74;TGFB1;F10;HSPA5;APLP2;LAMB1;COL1A1;CNTN1;PLXNB2;FERMT3
GO_Biological_Process_2023,Regulation Of Cell Adhesion (GO:0030155),14/144,2.6137912218032245e-06,0.00011532780566377386,0,0,5.069882659713168,65.17186531781036,TNXB;LAMB2;TNC;FBLN1;LAMB1;LAMC1;NID1;PPP2CA;VTN;MDK;C1QBP;PLXNB2;TGFBI;P4HB
GO_Biological_Process_2023,Negative Regulation Of Coagulation (GO:0050819),5/12,3.032664532508671e-06,0.00012927375083490354,0,0,33.11780636425186,420.79713084576304,VTN;APOH;SERPINE1;APOE;TFPI
GO_Biological_Process_2023,Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046),5/12,3.032664532508671e-06,0.00012927375083490354,0,0,33.11780636425186,420.79713084576304,LAMB2;FLNA;LAMB1;LAMC1;NID1
GO_Biological_Process_2023,Chaperone-Mediated Protein Complex Assembly (GO:0051131),6/21,3.7801653628240218e-06,0.00015845193145837356,0,0,18.58242280285036,232.01535176390135,CCT2;HSP90AA1;HSP90AB1;CLU;HSPD1;HSPA1A
GO_Biological_Process_2023,'De Novo' Post-Translational Protein Folding (GO:0051084),7/32,4.083578871451684e-06,0.00016836394855247516,0,0,13.032,161.70805131259957,HSPA9;CCT2;HSPA8;HSPA5;HSPE1;HSPA13;HSPA1A
GO_Biological_Process_2023,Positive Regulation Of Protein Catabolic Process (GO:0045732),11/92,4.204361678233376e-06,0.00017054789710898292,0,0,6.363129154795821,78.77164518950998,HSP90AA1;VCP;PSMC5;PSMC6;PSMC3;PSMC2;GPC3;C4BPA;VPS35;APOE;EZR
GO_Biological_Process_2023,Zymogen Activation (GO:0031638),8/45,4.361048154041317e-06,0.00017409581122879224,0,0,10.081145584725537,124.42954484310307,FGB;FGA;F9;C1R;APOH;FGG;PGK1;MASP1
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),11/93,4.6781833401541054e-06,0.0001838379859451184,0,0,6.2852075515947465,77.13584258839026,HSP90AA1;HSP90AB1;TGFB1;F10;GDF15;C1QBP;AKR1C3;IGF2;CNTN1;THBS1;RTN4
GO_Biological_Process_2023,Positive Regulation Of Protein Metabolic Process (GO:0051247),16/196,5.104872762721474e-06,0.0001975193076653001,0,0,4.194214652608813,51.107826848453655,APP;NPM1;VCP;HSP90AA1;TGFB1;C4BPA;EEF2;CLU;THBS1;AGT;EIF6;GPC3;PLXNB2;VPS35;APOE;EZR
GO_Biological_Process_2023,Regulation Of Extracellular Matrix Organization (GO:1903053),6/23,6.782066766151334e-06,0.00025843784722531224,0,0,16.39457873410647,195.11563045797487,LRP1;LAMB2;LAMB1;LAMC1;NID1;AGT
GO_Biological_Process_2023,Regulation Of Protein Kinase B Signaling (GO:0051896),13/136,7.162460442257409e-06,0.00026885952257130424,0,0,4.965437335532775,58.82383296326431,HSP90AA1;TGFB1;HSP90AB1;F10;GDF15;IGF2;AKR1C3;THBS1;RTN4;PPP2CA;C1QBP;CNTN1;RACK1
GO_Biological_Process_2023,Antibacterial Humoral Response (GO:0019731),8/49,8.46818148182423e-06,0.0003131981827468815,0,0,9.09575644682461,106.23111115419364,FGB;H2BC12;FGA;DMBT1;H2BC11;HLA-A;JCHAIN;LTF
GO_Biological_Process_2023,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),7/36,9.408402277893145e-06,0.0003429294453463951,0,0,11.232183908045975,130.0002565480051,LAMA5;FN1;LAMB1;LAMC1;RAC1;PARVB;FERMT3
GO_Biological_Process_2023,Cholesterol Transport (GO:0030301),8/51,1.1519209844465044e-05,0.0004138687536975655,0,0,8.671809957262585,98.61143919016963,APOM;APOC2;APOA1;LCAT;APOC3;APOE;APOB;CLU
GO_Biological_Process_2023,Plasminogen Activation (GO:0031639),4/8,1.3398430618454283e-05,0.00047460638035792287,0,0,46.26241134751773,519.0815100832901,FGB;FGA;FGG;PGK1
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),28/537,1.4353707900460017e-05,0.0005013829912452353,0,0,2.628339020439113,29.30992852347587,APP;COL18A1;PLG;FBLN1;ENO1;CLU;THBS1;ACTB;RTN4;PPP2CA;RBBP4;MDK;FTH1;LMNA;RACK1;EMILIN1;VPS35;CCN2;NPM1;TGFB1;APLP2;HMGA1;APOA1;DHRS2;PLXNB2;MYH9;TGFBI;HSPA1A
GO_Biological_Process_2023,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),8/53,1.5447357516720533e-05,0.0005296597516497814,0,0,8.285547600106073,91.78789787592645,PSMC5;HSP90AB1;PSMC6;PSMD14;PSMC3;PSMC2;PSME2;APOE
GO_Biological_Process_2023,Regulation Of Plasminogen Activation (GO:0010755),5/16,1.558442211613671e-05,0.0005296597516497814,0,0,21.07065919862129,233.2361567610376,CLEC3B;SERPINE1;SERPINF2;ENO1;THBS1
GO_Biological_Process_2023,Regulation Of Protein Phosphorylation (GO:0001932),18/265,1.715729773677446e-05,0.0005753413841065035,0,0,3.4434534709917544,37.785314348405024,APP;CD74;NPM1;HSP90AA1;TGFB1;RARRES2;FN1;IGF2;FBLN1;F2;CORO1C;C3;PPP2CA;RELN;RACK1;PLXNB2;RAC1;PPIA
GO_Biological_Process_2023,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),8/54,1.7799248253635483e-05,0.0005890145968143848,0,0,8.105011933174225,88.63928238654333,XRCC6;TGFB1;XRCC5;SERPINF2;OGN;ANG;APOE;THBS1
GO_Biological_Process_2023,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),6/27,1.849898701857073e-05,0.0006042201604117585,0,0,13.269087207329488,144.60378669114246,HSPA9;HSPA8;HSPA5;HSPE1;HSPA13;HSPA1A
GO_Biological_Process_2023,Extracellular Matrix Assembly (GO:0085029),5/17,2.169174751190947e-05,0.0006994198075955426,0,0,19.31378357030016,207.40258426069036,TGFB1;TNXB;EMILIN1;QSOX1;FBLN5
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),33/705,2.282950348201128e-05,0.0007267873576868149,0,0,2.3557718455402465,25.177209938580425,VCP;CLU;THBS1;ACTB;RTN4;HSP90B1;HSPD1;COMP;PRDX2;C1QBP;CFL1;RACK1;RPS3;FLNA;EMILIN1;CTSD;CTSB;HSPA9;CD74;HSP90AA1;NPM1;HSPA5;ACTN1;PA2G4;DHRS2;YWHAZ;AGT;HNRNPK;KRT18;ALB;PPIA;HSPA1A;LTF
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),18/272,2.431372966010296e-05,0.0007643628761894868,0,0,3.3473422790366363,35.56373548301651,GRB7;CEMIP;TGFB1;F10;HSPA5;SEMA3B;FN1;LAMB1;THBS1;RTN4;COL1A1;VTN;MDK;C1QBP;RACK1;CNTN1;PFN1;FERMT3
GO_Biological_Process_2023,Defense Response To Gram-negative Bacterium (GO:0050829),9/75,3.0605545207432175e-05,0.0009502832863789126,0,0,6.363745106568073,66.14686253390192,H2BC12;RPL30;DMBT1;RARRES2;SERPINE1;H2BC11;F2;LYZ;LTF
GO_Biological_Process_2023,Positive Regulation Of Cellular Process (GO:0048522),29/594,3.395512559776123e-05,0.0010323848362529,0,0,2.451336327655979,25.22540475476536,ANKRD17;HSP90AB1;TNXB;HBB;LAMC1;NID1;THBS1;ACTB;MDK;SPOCK2;C1QBP;CCN2;H3-3A;DYNC1H1;RPS9;NPM1;TGFB1;LAMB2;SERPINF2;HBE1;CLEC11A;FN1;IGF2;AKR1C3;LAMB1;PA2G4;PARD3;P4HB;CRLF1
GO_Biological_Process_2023,Positive Regulation Of Protein Secretion (GO:0050714),9/76,3.407075205129012e-05,0.0010323848362529,0,0,6.2684424766121545,64.48391440114592,FGB;C1QTNF3;FGA;GLUD1;TGFB1;FGG;ANG;EZR;PPIA
GO_Biological_Process_2023,Glucose Metabolic Process (GO:0006006),8/59,3.45635075406875e-05,0.0010348478745812,0,0,7.308531049651364,75.07843555044131,G6PD;TPI1;MDH2;DCXR;PGAM1;PGK1;ENO1;PCK2
GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),8/60,3.914610987445209e-05,0.0011507266512807,0,0,7.167615201028089,72.73846071198464,C4B;C3;C4A;COLEC10;AHSG;APLP2;LMAN2;APOA1
GO_Biological_Process_2023,Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),5/19,3.934890338375554e-05,0.0011507266512807,0,0,16.552979011509816,167.8975688167472,LAMB2;FLNA;LAMB1;LAMC1;NID1
GO_Biological_Process_2023,Triglyceride Homeostasis (GO:0070328),6/31,4.2805934729980864e-05,0.0012374359292632,0,0,11.14375296912114,112.09315905889926,C1QTNF3;APOC2;ANGPTL8;APOA1;APOC3;APOE
GO_Biological_Process_2023,Positive Regulation Of Developmental Process (GO:0051094),16/233,4.388817928265574e-05,0.0012543042147258,0,0,3.4724343233879376,34.84193909309604,TNXB;HSP90AB1;KRT2;SERPINF2;PA2G4;KRT10;RTN4;CORO1C;RELN;RBBP4;MDK;C1QBP;CFL1;VPS35;CCN2;APOE
GO_Biological_Process_2023,Cellular Component Assembly (GO:0022607),17/260,4.735499703732616e-05,0.0013301177874315,0,0,3.298303723777978,32.8439748483245,FGB;CD74;FGA;GSN;TGFB1;DHX9;FGG;SLC2A1;PARVB;LAMC1;YWHAZ;RTN4;JCHAIN;PARD3;QSOX1;EZR;SPTBN1
GO_Biological_Process_2023,Protein Transport (GO:0015031),19/313,4.759864845679372e-05,0.0013301177874315,0,0,3.0537298252634386,30.392875737219665,HSPA9;CD74;ARF1;NPM1;COPA;LRP1;CLTC;USO1;FGG;SEPTIN9;CLU;RAB11B;HSP90B1;KRT18;MYH9;VPS35;APOE;APOB;SPTBN1
GO_Biological_Process_2023,Regulation Of Protein-Containing Complex Assembly (GO:0043254),11/119,4.92899216633022e-05,0.0013622434393758,0,0,4.765736289173789,47.26557612709929,HSPA8;VCP;HSP90AA1;TGFB1;GSN;HSPA5;RACK1;RPS3;APOE;SEPTIN9;CLU
GO_Biological_Process_2023,Positive Regulation Of Protein Processing (GO:0010954),5/20,5.154881074482657e-05,0.0013992575770061,0,0,15.44865718799368,152.52430534552377,CLEC3B;GSN;ANGPTL8;MYH9;ENO1
GO_Biological_Process_2023,Gluconeogenesis (GO:0006094),6/32,5.174193028293235e-05,0.0013992575770061,0,0,10.714598940252149,105.74497067295668,TPI1;MDH2;PGAM1;PGK1;ENO1;PCK2
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),10/100,5.535344197194575e-05,0.0014809990059515,0,0,5.191313615774048,50.88407096362629,H2BC12;RPL30;RARRES2;H2BC11;HLA-A;LYZ;F2;GAPDH;JCHAIN;LTF
GO_Biological_Process_2023,Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172),4/11,6.002258442219005e-05,0.0015403755083857,0,0,26.43161094224924,256.93613033211074,HSP90AB1;TGFB1;CLTC;APOE
GO_Biological_Process_2023,Phospholipid Efflux (GO:0033700),4/11,6.002258442219005e-05,0.0015403755083857,0,0,26.43161094224924,256.93613033211074,APOC2;APOA1;APOC3;APOE
