"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","Null_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.246309777583981,18.9596163687439,6.24436789799119,0.00010318349029749,0.0153651681885218,1.72201524534007,"Q16819",10,6.38710255409438,2.97949090658671e-05,0.00486965086952135,-0.246309777583985,"Non-significant",2.31250217448878,"MEP1A","Meprin A subunit alpha","Q16819"
-0.34001298469293,17.8136684125933,-6.86754446026878,4.75439412085302e-05,0.0105332214673526,2.46956582398452,"Q02083",5,-6.35291618117385,3.13858103146292e-05,0.00500753130757929,0.340012984692933,"Non-significant",2.30037632677399,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","Q02083"
0.128149636855035,19.3241783549113,5.43574584042607,0.000304329456277925,0.0275582660340321,0.664250834023153,"P07225",22,6.29182487292779,3.44569473583203e-05,0.00536967451739778,-0.128149636855035,"Non-significant",2.27005203824498,"XII.01","Vitamin K-dependent protein S","P07225"
0.168588879929739,20.9350524421373,5.34496688354037,0.000345569326114062,0.0289563078895368,0.539117530107201,"P27487",27,6.24480501027427,3.7036757160207e-05,0.00545822736574196,-0.168588879929736,"Non-significant",2.26294837749161,"DPP4","Dipeptidyl peptidase 4","P27487"
-0.164053470184477,22.6036080081453,-5.25198071830588,0.00039409019675485,0.0307069582378401,0.409594611715685,"P50416",31,-6.22331212117588,3.82833437083826e-05,0.00545822736574196,0.164053470184466,"Non-significant",2.26294837749161,"CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform","P50416"
-0.203606194249609,18.0966810113939,-6.64874675948988,6.206378016386e-05,0.0107437637357086,2.21357983520012,"Q96JG8",9,-6.24409235275393,3.70773954333075e-05,0.00545822736574196,0.203606194249613,"Non-significant",2.26294837749161,"MAGED4","Melanoma-associated antigen D4","Q96JG8"
0.181940343344177,20.2582975689464,6.33750767484767,9.16122074575328e-05,0.0142765907482076,1.83739607864037,"Q9NZC3",11,6.22566940874581,3.81444792780031e-05,0.00545822736574196,-0.181940343344188,"Non-significant",2.26294837749161,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3"
-0.148700357948627,20.6359445145599,-5.3566394812722,0.000339946142623684,0.0289563078895368,0.555280302048514,"O75191",22,-6.14736236341373,4.30561527090784e-05,0.00588814855721499,0.148700357948623,"Non-significant",2.23002124133957,"XYLB","Xylulose kinase","O75191"
-0.222825388255643,18.2793564099937,-6.60057369480936,6.58667302762276e-05,0.010765194136122,2.1562883467484,"Q8N8N7",8,-6.15933922295877,4.2263536817721e-05,0.00588814855721499,0.222825388255636,"Non-significant",2.23002124133957,"PTGR2","Prostaglandin reductase 2","Q8N8N7"
0.27146382167594,17.4876705180588,9.43225270953121,3.07570812818759e-06,0.00412206403339701,5.00831697127539,"Q96MG7",4,6.12910752489774,4.42946165843799e-05,0.00593636451463859,-0.271463821675937,"Non-significant",2.22647943963002,"NSMCE3","Non-structural maintenance of chromosomes element 3 homolog","Q96MG7"
-0.274097307647423,21.1743997900721,-5.7776393486077,0.000190543306810835,0.0216411982871086,1.12389181213268,"P09668",10,-6.07182113975947,4.84316915612502e-05,0.00636354441474388,0.274097307647416,"Non-significant",2.19630092035877,"CTSH","Pro-cathepsin H","P09668"
-0.285008828244617,18.1518521989063,-5.96738162394366,0.000147966758184009,0.0199270571617608,1.3710980952567,"P00813",8,-6.0577368690251,4.95101142039654e-05,0.00638013990924562,0.285008828244624,"Non-significant",2.19516979758807,"ADA","Adenosine deaminase","P00813"
0.161969388403929,19.1180960554908,5.34470759332568,0.000345695363552148,0.0289563078895368,0.538758253105224,"O43491",20,6.03082570618577,5.16418659545347e-05,0.00652928573134598,-0.161969388403936,"Non-significant",2.18513432560114,"EPB41L2","Band 4.1-like protein 2","O43491"
-0.177472361607993,18.8177292603216,-5.58791090179003,0.000246583789379977,0.0246620592930631,0.871088578895925,"O00462",15,-6.01366954080246,5.30513328357722e-05,0.00658327743208352,0.177472361607993,"Non-significant",2.18155784251021,"MANBA","Beta-mannosidase","O00462"
0.213244069259204,17.7358914057503,5.89965347174801,0.000161853965934029,0.0205595308428526,1.28349936520927,"Q13214",10,5.93852229373631,5.97213465499943e-05,0.0072762316951184,-0.213244069259204,"Non-significant",2.13809348026423,"SEMA3B","Semaphorin-3B","Q13214"
-0.292116502246589,21.6578643362703,-5.42430857864627,0.00030922146387541,0.0276279070590549,0.648556800429562,"P09382",12,-5.89327803458727,6.41595427636155e-05,0.00756598675355223,0.292116502246579,"Non-significant",2.12113442340069,"LGALS1","Galectin-1","P09382"
-0.264592114337198,18.1333292848867,-5.86633054210282,0.000169196312648006,0.0206142634737143,1.24013912133492,"P10646",8,-5.89007975807031,6.4486176815676e-05,0.00756598675355223,0.264592114337201,"Non-significant",2.12113442340069,"TFPI","Tissue factor pathway inhibitor","P10646"
-0.221651394060135,19.6504395650587,-5.55350075213534,0.000258526598727813,0.0250160603984885,0.824633813868871,"Q96JY6",12,-5.88038715178041,6.54868275937964e-05,0.00756598675355223,0.221651394060125,"Non-significant",2.12113442340069,"PDLIM2","PDZ and LIM domain protein 2","Q96JY6"
-0.261378810905541,23.5630729566283,-5.16932684539347,0.000443369481268852,0.0333822347638492,0.293320336074941,"P51654",18,-5.78045579474254,7.68127799238247e-05,0.0087241091232127,0.261378810905541,"Non-significant",2.05927891080164,"GPC3","Glypican-3","P51654"
-0.189521782874596,19.2751063825449,-5.54640864996316,0.000261064443650906,0.0250160603984885,0.815036110268863,"Q13637",12,-5.75734226687617,7.97157110173271e-05,0.00890291632545182,0.189521782874603,"Non-significant",2.05046770834522,"RAB32","Ras-related protein Rab-32","Q13637"
-0.669944799571343,16.7149521975894,-5.88209543634841,0.000165678953218033,0.0205595308428526,1.26067408727959,"P52943",2,-5.72043919383821,8.45927796349861e-05,0.00929272485793511,0.66994479957134,"Up in HBV",2.03185692139404,"CRIP2","Cysteine-rich protein 2","P52943"
0.146229917602358,19.3400759357081,5.28669254828574,0.000375173637811266,0.0296870716327866,0.458105076293633,"P98082",16,5.7035651372706,8.69267038436833e-05,0.00939509423316971,-0.146229917602366,"Non-significant",2.02709885955064,"DAB2","Disabled homolog 2","P98082"
0.207843964719014,21.5916441980656,5.14358651159762,0.000460032087627249,0.0335073371651108,0.256890378793452,"P19224",16,5.66694478222971,9.22283997984511e-05,0.00980988106427652,-0.207843964719014,"Non-significant",2.00833625800655,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224"
-0.150218454672245,17.3159098316475,-5.89143340473778,0.000163632719497482,0.0205595308428526,1.27281930871869,"Q92835",11,-5.61354143455163,0.000100578724691136,0.0105309067836767,0.150218454672245,"Non-significant",1.97753423145538,"INPP5D","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1","Q92835"
0.109665895637654,20.2966302300036,4.76873912784317,0.000795798532712021,0.0460385866297915,-0.285344953956955,"P22033",23,5.58641491191047,0.00010512182300978,0.0108372513229006,-0.109665895637654,"Non-significant",1.96508085494421,"MMUT","Methylmalonyl-CoA mutase, mitochondrial","P22033"
-0.18776051005457,24.7680494184873,-4.99477515112086,0.000570462585945923,0.0381880715007879,0.0442430530479836,"P07858",18,-5.56541116731085,0.000108787694261197,0.0110452475643073,0.187760510054567,"Non-significant",1.95682454555917,"CTSB","Cathepsin B","P07858"
0.117425891874696,23.0264747900072,4.33854454735682,0.00153015000066643,0.0638229867010933,-0.933912290680567,"Q9Y4L1",58,5.55337710959484,0.000110948466278277,0.0110965025750856,-0.117425891874689,"Non-significant",1.95481388172536,"HYOU1","Hypoxia up-regulated protein 1","Q9Y4L1"
0.345682513048448,16.7333776096199,5.62570377226542,0.000234146329837751,0.0246369544657127,0.921895689278021,"ANT3_HUMAN",5,5.52519970058573,0.000116186475909293,0.0111223653581168,-0.345682513048455,"Non-significant",1.95380284290344,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-0.135305422966066,19.1920015496814,-4.82544738409011,0.000731529095865348,0.0437676470660151,-0.201917101655013,"Q96AQ6",22,-5.53534127309092,0.000114271860720169,0.0111223653581168,0.135305422966063,"Non-significant",1.95380284290344,"PBXIP1","Pre-B-cell leukemia transcription factor-interacting protein 1","Q96AQ6"
0.25499425587504,19.2253209534926,5.03353146083751,0.000539211110017041,0.0372500376105587,0.0999584494504751,"Q9BYK8",14,5.52558718392675,0.000116112706590093,0.0111223653581168,-0.254994255875047,"Non-significant",1.95380284290344,"HELZ2","Helicase with zinc finger domain 2","Q9BYK8"
-0.197403175551518,18.6667684020636,-5.82466515313443,0.000178885290813705,0.021030005855134,1.18568090918524,"P06746",8,-5.44187602019218,0.000133254542479335,0.0115369323593459,0.197403175551511,"Non-significant",1.9379096536166,"POLB","DNA polymerase beta","P06746"
-0.192159905539746,21.9715575915717,-5.28406524965736,0.000376570823576609,0.0296870716327866,0.454440017097242,"P11279",11,-5.43718572440428,0.000134290512465151,0.0115369323593459,0.192159905539746,"Non-significant",1.9379096536166,"LAMP1","Lysosome-associated membrane glycoprotein 1","P11279"
-0.283652346272795,19.5049398803184,-6.77791393007353,5.29909435667906e-05,0.0105744836635991,2.36553360553731,"P18827",4,-5.46560382429658,0.000128140921038919,0.0115369323593459,0.283652346272788,"Non-significant",1.9379096536166,"SDC1","Syndecan-1","P18827"
0.191099669496928,19.2598764535155,5.62782779829138,0.000233467625498276,0.0246369544657127,0.924744480907359,"P23921",9,5.44030011473813,0.000133601680410889,0.0115369323593459,-0.191099669496921,"Non-significant",1.9379096536166,"RRM1","Ribonucleoside-diphosphate reductase large subunit","P23921"
0.245733747025831,17.8614241295278,5.30417141261823,0.000366018667233178,0.0295504950497533,0.482460245044951,"Q12882",9,5.4658322450575,0.000128092708728608,0.0115369323593459,-0.245733747025831,"Non-significant",1.9379096536166,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
-0.0863435037524418,21.4723023294741,-3.79672351337231,0.003614496647733,0.0956239032071595,-1.78687675514495,"Q15149",205,-5.47357747951307,0.00012646917616398,0.0115369323593459,0.0863435037524454,"Non-significant",1.9379096536166,"PLEC","Plectin","Q15149"
-0.232845079635066,20.2231479039388,-5.50929193122562,0.000274790009441094,0.0259347584966869,0.764677135326052,"Q6IAA8",8,-5.4560040507162,0.000130184478020859,0.0115369323593459,0.232845079635062,"Non-significant",1.9379096536166,"LAMTOR1","Ragulator complex protein LAMTOR1","Q6IAA8"
0.359148316192501,16.0621109173941,5.78989649670055,0.000187427922777117,0.0216411982871086,1.14003018541218,"Q9UNY4",4,5.44221088378212,0.000133180901502301,0.0115369323593459,-0.359148316192503,"Non-significant",1.9379096536166,"TTF2","Transcription termination factor 2","Q9UNY4"
-0.270091131932833,18.1913623115865,-5.64560591340899,0.000227869077302367,0.0246369544657127,0.948561123617805,"Q13572",6,-5.4039673711417,0.00014187431119007,0.0120341741681603,0.27009113193283,"Non-significant",1.91958370734299,"ITPK1","Inositol-tetrakisphosphate 1-kinase","Q13572"
0.151234889974891,18.0160749255862,5.07621819188973,0.000506894583331164,0.0357547431884435,0.161052480707538,"Q8N3U4",14,5.35046127511895,0.000155050939139423,0.0129874542896659,-0.151234889974891,"Non-significant",1.88647596796457,"STAG2","Cohesin subunit SA-2","Q8N3U4"
0.252185507357378,18.3115344889428,5.40245040510532,0.000318806992615152,0.028109548125186,0.618505983273288,"P10909",7,5.31775134454554,0.000163734178985868,0.0135454658442506,-0.252185507357385,"Non-significant",1.868206054484,"CLU","Clusterin","P10909"
0.164906420992427,20.8161141030235,5.0444329585012,0.000530753921423776,0.0370477294527158,0.115587975565894,"P42785",13,5.29257658545326,0.000170764219530358,0.0139547687204015,-0.164906420992427,"Non-significant",1.85527735690274,"PRCP","Lysosomal Pro-X carboxypeptidase","P42785"
-0.100019088624773,21.9225595331961,-4.18170013268292,0.0019545949775151,0.0722523048519956,-1.17696060580669,"P22570",34,-5.24215123253933,0.000185815595213727,0.0147536879720889,0.100019088624784,"Non-significant",1.83109940573822,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","P22570"
-0.180181783706786,20.7550017788147,-5.01006935555423,0.000557904855730133,0.0377628327095719,0.066257739514195,"Q06520",12,-5.23790290238879,0.000187145721180056,0.0147536879720889,0.180181783706789,"Non-significant",1.83109940573822,"SULT2A1","Sulfotransferase 2A1","Q06520"
0.152637842050556,20.4449318387358,4.64749585909387,0.000954259500196892,0.0505644754196156,-0.465357090868245,"Q99873",20,5.2405125286643,0.000186327484277891,0.0147536879720889,-0.152637842050556,"Non-significant",1.83109940573822,"PRMT1","Protein arginine N-methyltransferase 1","Q99873"
0.192913541508723,18.7433237102227,5.15086711568075,0.000455252202749183,0.0335073371651108,0.267205082573859,"P07307",10,5.22016975615181,0.000192806677649388,0.0148505465164201,-0.192913541508723,"Non-significant",1.82825756353881,"ASGR2","Asialoglycoprotein receptor 2","P07307"
0.0898906798755696,20.3594137199624,3.98108531292791,0.0026862834482853,0.0836030426276864,-1.49255991921582,"Q9Y3Z3",41,5.22567079930994,0.000191031603681779,0.0148505465164201,-0.0898906798755661,"Non-significant",1.82825756353881,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","Q9Y3Z3"
-0.247617057636951,18.5384176175937,-4.87436813441601,0.000680524439172255,0.04224793954685,-0.130342893440569,"Q14192",10,-5.16384375471397,0.000212009803655389,0.016144064707895,0.247617057636948,"Non-significant",1.79198711038458,"FHL2","Four and a half LIM domains protein 2","Q14192"
0.102068576606971,20.2090477856199,4.22547998327776,0.00182486879576673,0.0698768331453305,-1.10878213843331,"O15460",28,5.11946160785426,0.000228549528670841,0.0168640317577893,-0.102068576606971,"Non-significant",1.77303858861771,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","O15460"
-0.148441264079558,18.6063046862542,-5.45342193642901,0.000296931531419,0.0272566875621743,0.688465139433238,"Q6P9B6",10,-5.11826279713404,0.000229014608261278,0.0168640317577893,0.148441264079562,"Non-significant",1.77303858861771,"MEAK7","MTOR-associated protein MEAK7","Q6P9B6"
0.408907834393698,17.573662957995,6.73917083022337,5.55514282242154e-05,0.0105744836635991,2.32020884323109,"Q969G9",2,5.13086644208596,0.000224174194038904,0.0168640317577893,-0.408907834393698,"Non-significant",1.77303858861771,"NKD1","Protein naked cuticle homolog 1","Q969G9"
0.197403766654606,20.1976974028605,5.59686418708123,0.000243574467704658,0.0246620592930631,0.883145272932703,"Q9UI09",7,5.08369836852327,0.000242859347443337,0.0176891357306282,-0.197403766654602,"Non-significant",1.75229338566509,"NDUFA12","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12","Q9UI09"
0.293389662577397,20.5970482865843,5.30907637606695,0.0003634927979303,0.0295504950497533,0.489286200616142,"P50120",5,5.07494784565054,0.00024650159275129,0.0177613674518967,-0.293389662577408,"Non-significant",1.75052360083495,"RBP2","Retinol-binding protein 2","P50120"
0.143778308908622,19.5545085673131,5.19773317804431,0.000425727639722325,0.0324181922020375,0.333402530511544,"Q8IYS1",11,5.0603500291047,0.00025270554631201,0.0180146794237955,-0.143778308908626,"Non-significant",1.74437346186311,"PM20D2","Peptidase M20 domain-containing protein 2","Q8IYS1"
-0.131584891011464,20.724546234844,-4.38501596864284,0.00142401726846444,0.0618269973143067,-0.862553328107382,"P07355",23,-5.04628421313289,0.000258838211360709,0.0180557137224967,0.13158489101146,"Non-significant",1.74338533971483,"ANXA2","Annexin A2","P07355"
0.138894751423578,17.8139856067634,4.71476247146394,0.000862580169557332,0.0476388493150487,-0.3652101423959,"Q7KZI7",15,5.04059089169631,0.000261364606936603,0.0180557137224967,-0.138894751423578,"Non-significant",1.74338533971483,"MARK2","Serine/threonine-protein kinase MARK2","Q7KZI7"
0.204920020602323,21.1709525775888,4.72605742016902,0.000848127687074911,0.0473608635924082,-0.348461216678416,"Q9NZ01",12,5.04730377883293,0.000258388487834777,0.0180557137224967,-0.204920020602327,"Non-significant",1.74338533971483,"TECR","Very-long-chain enoyl-CoA reductase","Q9NZ01"
-0.172041621987443,19.7218235586366,-4.91773698621081,0.000638473831529239,0.0409247847314475,-0.0672004137707072,"Q15942",11,-5.02779220544326,0.000267138696862244,0.0182662898742234,0.172041621987439,"Non-significant",1.73834965466048,"ZYX","Zyxin","Q15942"
