"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","Null_vs_M","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.207582372913862,20.7591714165725,6.42839985907884,8.01960017488332e-05,0.0307838853441887,1.95695546747295,"P15144",40,7.7986243481823,4.18164225361057e-06,0.00308768193530243,-0.207582372913865,"Non-significant",2.51036744306993,"ANPEP","Aminopeptidase N","P15144"
-0.328720848984982,19.3242436545734,-8.09813244388373,1.14814284748811e-05,0.00799494604722606,3.72653430865195,"P16444",7,-7.58275290820802,5.58780609741101e-06,0.00312032405489593,0.328720848984982,"Non-significant",2.50580030087098,"DPEP1","Dipeptidase 1","P16444"
-0.280181373165732,22.4453199644947,-6.39161185520585,8.40186442927816e-05,0.0307838853441887,1.91344616981068,"P35558",34,-7.40224420909436,7.15133239433496e-06,0.00368623679803374,0.280181373165732,"Non-significant",2.43341676982878,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","P35558"
-0.25331255249684,20.7347823131091,-6.14118668966141,0.000115895170860536,0.0367101533713759,1.6117126775903,"Q9HBL0",64,-7.31896402262331,8.02428661248551e-06,0.00384076747073324,0.25331255249684,"Non-significant",2.41558198526761,"TNS1","Tensin-1","Q9HBL0"
0.301325166842467,16.3611609633753,7.25704723297981,2.93701027702514e-05,0.0140577899045325,2.88365388786596,"P28340",8,7.07800185603819,1.12527184482078e-05,0.00502696442142935,-0.301325166842471,"Non-significant",2.29869418850011,"POLD1","DNA polymerase delta catalytic subunit","P28340"
-0.16635147133881,21.5782366014936,-5.95542617650414,0.0001479143621888,0.0367101533713759,1.38155040636403,"P50453",16,-6.41852244318537,2.95037975639841e-05,0.0123565592172661,0.16635147133881,"Non-significant",1.90810244518468,"SERPINB9","Serpin B9","P50453"
-0.201228362733833,21.4014859998547,-6.01855766805122,0.000136075250942108,0.0367101533713759,1.46038394723259,"P05162",13,-6.29909066688678,3.535013132815e-05,0.0139341900017608,0.201228362733829,"Non-significant",1.85591827187281,"LGALS2","Galectin-2","P05162"
-0.198168058765262,22.284047032448,-6.08693621093795,0.000124393853222079,0.0367101533713759,1.54505785500645,"P02765",12,-6.23228253087928,3.91452693675132e-05,0.0145729138906503,0.198168058765265,"Non-significant",1.83645360127714,"AHSG","Alpha-2-HS-glycoprotein","P02765"
-0.189626657490265,19.3936913310581,-5.21638658997945,0.000409182089229893,0.0806449758802797,0.411030816463319,"P10586",30,-6.09350648741825,4.84762555163385e-05,0.0170968099060518,0.189626657490262,"Non-significant",1.76708491706077,"PTPRF","Receptor-type tyrosine-protein phosphatase F","P10586"
-0.143967858350209,19.5952123384005,-5.02818075596717,0.000536800937055656,0.0899275769802488,0.149722843490149,"Q68CZ2",26,-5.93342760464632,6.22402523533324e-05,0.020853596550984,0.143967858350202,"Non-significant",1.68081903289429,"TNS3","Tensin-3","Q68CZ2"
-0.244904537576737,18.7338885114124,-6.33503421660768,9.02869545924642e-05,0.0307838853441887,1.84612603351552,"P46527",7,-5.84368866031211,7.17129975384083e-05,0.0228832760240416,0.244904537576744,"Non-significant",1.64048180080051,"CDKN1B","Cyclin-dependent kinase inhibitor 1B","P46527"
-0.449662149704871,18.9012976605545,-5.79672582948232,0.000182862932341148,0.0408454836539344,1.18057359475361,"P02774",4,-5.69149856146561,9.14242559789107e-05,0.027252129696611,0.449662149704871,"Non-significant",1.56459955286091,"GC","Vitamin D-binding protein","P02774"
-0.576435391602807,17.2329470628516,-6.32134342490519,9.18784818510334e-05,0.0307838853441887,1.82976163838952,"P23142",2,-5.6772770219427,9.35381261038729e-05,0.027252129696611,0.576435391602807,"Up in M",1.56459955286091,"FBLN1","Fibulin-1","P23142"
-0.502941038260492,19.0050818935974,-5.86763578939723,0.000166258054061035,0.038417076560793,1.27087087974235,"P20742",3,-5.58690276989156,0.000108233562210273,0.03021971251546,0.502941038260488,"Up in M",1.51970967148419,"PZP","Pregnancy zone protein","P20742"
-0.12137045128468,25.6573507916131,-4.30811117975885,0.00158941570474334,0.140523929501687,-0.901888569306801,"P23141",48,-5.47727979147278,0.000129390302797542,0.0322009960374638,0.12137045128468,"Non-significant",1.49213069455001,"CES1","Liver carboxylesterase 1","P23141"
-0.165253396458173,19.5935231216932,-4.65342027804026,0.000935745155881463,0.120996831942117,-0.387540187842489,"Q14764",32,-5.47560302053248,0.000129745842860994,0.0322009960374638,0.165253396458169,"Non-significant",1.49213069455001,"MVP","Major vault protein","Q14764"
-0.145823220017792,20.4221793506274,-5.87775255269709,0.000164024453390845,0.038417076560793,1.28368803196424,"Q9NZC3",11,-5.50901429066275,0.000122851242617591,0.0322009960374638,0.145823220017782,"Non-significant",1.49213069455001,"GDE1","Glycerophosphodiester phosphodiesterase 1","Q9NZC3"
0.244899475687866,19.0177816667959,4.85761374576498,0.00068955756654594,0.107458726823822,-0.0920331292343493,"P32754",18,5.40922896964818,0.000144678737497533,0.0346247221418204,-0.244899475687866,"Non-significant",1.46061370306131,"HPD","4-hydroxyphenylpyruvate dioxygenase","P32754"
-0.226739937485988,17.2009309609399,-5.31770246230401,0.000354292387457958,0.0719428269198721,0.549318243040468,"O15440",8,-5.21854868992932,0.00019852279989833,0.0412959043001071,0.226739937485984,"Non-significant",1.38409301924111,"ABCC5","Multidrug resistance-associated protein 5","O15440"
-0.0978989768174685,21.6283564737192,-4.0088205816437,0.00254940569691562,0.171741197157429,-1.36161789097128,"O60716",42,-5.26841716867802,0.000182667793866375,0.0412959043001071,0.0978989768174579,"Non-significant",1.38409301924111,"CTNND1","Catenin delta-1","O60716"
0.172193356372127,19.0515632547921,4.79488582765262,0.000756875451795623,0.111197890924158,-0.182111648807895,"O95302",15,5.18632790901311,0.000209530032264385,0.0412959043001071,-0.172193356372134,"Non-significant",1.38409301924111,"FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9","O95302"
0.308863226807897,20.3544683484204,5.06925272291678,0.000505704032636503,0.0891769137551897,0.207237197290072,"P16949",7,5.19426363896617,0.000206760889413725,0.0412959043001071,-0.308863226807908,"Non-significant",1.38409301924111,"STMN1","Stathmin","P16949"
0.256116421417957,17.7865317016886,5.59924699319062,0.000239248735508644,0.0517163153755944,0.92483969958133,"Q4V328",6,5.2126034566893,0.000200507196724075,0.0412959043001071,-0.256116421417961,"Non-significant",1.38409301924111,"GRIPAP1","GRIP1-associated protein 1","Q4V328"
0.302155213554638,16.6283744580109,8.06237843412619,1.19309745518968e-05,0.00799494604722606,3.69257104232643,"Q96S19",3,5.23127059315836,0.000194345425962033,0.0412959043001071,-0.302155213554645,"Non-significant",1.38409301924111,"METTL26","Methyltransferase-like 26","Q96S19"
0.131327733706822,21.1040295213302,4.31722326830051,0.00156701394659107,0.140523929501687,-0.888088019088411,"O95954",30,5.14872631258419,0.000223190130546568,0.041493659278522,-0.131327733706829,"Non-significant",1.38201826354671,"FTCD","Formimidoyltransferase-cyclodeaminase","O95954"
-0.159329330298029,21.3949267251361,-4.62314364765029,0.000979574984191804,0.121557999427209,-0.431912846434855,"P51690",18,-5.1331749782833,0.000229109893046607,0.041493659278522,0.159329330298029,"Non-significant",1.38201826354671,"ARSL","Arylsulfatase L","P51690"
0.223780562243551,18.962891215824,5.08997113355136,0.000490752850262392,0.0891769137551897,0.236146330039783,"Q8TAV3",9,5.15188936751153,0.00022200584137705,0.041493659278522,-0.223780562243558,"Non-significant",1.38201826354671,"CYP2W1","Cytochrome P450 2W1","Q8TAV3"
-0.1175962436565,19.7875131585684,-4.37723757895237,0.0014275655094168,0.140523929501687,-0.797495982561613,"O60610",23,-5.09503433111597,0.000244336360610281,0.043086788222355,0.117596243656507,"Non-significant",1.36565587790733,"DIAPH1","Protein diaphanous homolog 1","O60610"
-0.137931642308416,24.1619931187662,-4.18285444574158,0.00193410310751988,0.154201720433768,-1.09279346921104,"Q96HE7",40,-5.05570733729204,0.000261151588748265,0.0448711999026186,0.137931642308413,"Non-significant",1.34803231682488,"ERO1A","ERO1-like protein alpha","Q96HE7"
-0.124247982222283,25.1470570138713,-4.16829499657316,0.00197901029059902,0.154201720433768,-1.11512634957246,"P42330",32,-5.02293068315973,0.000276091682916753,0.0462522591806291,0.124247982222283,"Non-significant",1.3348670493959,"AKR1C3","Aldo-keto reductase family 1 member C3","P42330"
-0.178479340261859,18.5117824796897,-4.73381401954696,0.000829174948763976,0.111197890924158,-0.270410946051147,"Q53FZ2",12,-4.94788755191985,0.000313768884294648,0.0512820803331326,0.178479340261852,"Non-significant",1.29003436533646,"ACSM3","Acyl-coenzyme A synthetase ACSM3, mitochondrial","Q53FZ2"
-1.19787664464915,16.2114974603138,-4.40636119727515,0.00136468386218181,0.140523929501687,-0.753724080183445,"P01876",5,-4.87853360194647,0.000353386240902519,0.0550752627955184,1.19787664464915,"Non-significant",1.25904342190536,"IGHA1","Immunoglobulin heavy constant alpha 1","P01876"
-0.184329315759594,18.1355461499488,-4.99703436679809,0.000561742397806992,0.0918106294562111,0.105926008350522,"Q13418",9,-4.87848567968634,0.000353415355947962,0.0550752627955184,0.184329315759598,"Non-significant",1.25904342190536,"ILK","Integrin-linked protein kinase","Q13418"
-0.101613815187211,21.332685187637,-4.12003643521726,0.00213588455358953,0.162642754472767,-1.1893582956514,"O75306",23,-4.83506330205165,0.000380855496432783,0.0578353269005844,0.101613815187218,"Non-significant",1.23780680532762,"NDUFS2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","O75306"
0.33833534917653,15.9174213059257,4.83114532878254,0.000717150525841999,0.109218765310619,-0.129965999110913,"O95255",5,4.8180942179555,0.000392175868825736,0.0578353269005844,-0.338335349176536,"Non-significant",1.23780680532762,"ABCC6","Multidrug resistance-associated protein 6","O95255"
-0.103112883341872,20.3592041321923,-4.35939117466566,0.00146760738996282,0.140523929501687,-0.824380293579916,"P83111",18,-4.81098998496319,0.000397019107211891,0.0578353269005844,0.103112883341858,"Non-significant",1.23780680532762,"LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial","P83111"
-0.406767544176699,19.7128631652301,-5.9641946642078,0.000146205645301381,0.0367101533713759,1.39253762713167,"C9JQL5",2,-4.73835998084795,0.000450271921091656,0.0581129159924544,0.406767544176699,"Non-significant",1.23572733196685,NA,"Putative dispanin subfamily A member 2d","C9JQL5"
-0.119611425117164,20.678345492721,-3.95424446338464,0.00278235445109494,0.175682429418067,-1.44673483347826,"GELS_HUMAN",28,-4.68131882723181,0.000497298318446754,0.0581129159924544,0.11961142511716,"Non-significant",1.23572733196685,"GSN","Gelsolin","GELS_HUMAN"
0.134994531005066,19.0604546851667,4.27197351245579,0.00168164702319808,0.141520372272601,-0.956737877019822,"P00439",19,4.78064441199894,0.000418421024322422,0.0581129159924544,-0.13499453100507,"Non-significant",1.23572733196685,"PAH","Phenylalanine-4-hydroxylase","P00439"
-0.111729254970939,20.1812217875888,-4.27993767879865,0.00166084579284116,0.141520372272601,-0.944633880553868,"P00491",17,-4.66501091909561,0.000511664235719267,0.0581129159924544,0.111729254970939,"Non-significant",1.23572733196685,"PNP","Purine nucleoside phosphorylase","P00491"
-0.427185289141534,16.8927545922773,-4.92083103173668,0.000628130294523423,0.100216692942892,-0.00188659505024891,"P05543",3,-4.70152188132963,0.000480082230450639,0.0581129159924544,0.42718528914153,"Non-significant",1.23572733196685,"SERPINA7","Thyroxine-binding globulin","P05543"
-0.111613346281835,20.6776549804042,-3.67282963278304,0.00439306269922256,0.197569886895909,-1.89123813327183,"P0C0L4",69,-4.67806491670234,0.000500130787058578,0.0581129159924544,0.111613346281839,"Non-significant",1.23572733196685,"C4A","Complement C4-A","P0C0L4"
-0.191735235288387,21.7914337980693,-4.35699402794479,0.00147307571048077,0.140523929501687,-0.827994978151331,"P19224",16,-4.79421313391976,0.000408706183002376,0.0581129159924544,0.191735235288384,"Non-significant",1.23572733196685,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224"
0.136872915198079,18.2456403531,4.6385565250497,0.000956996283081961,0.120996831942117,-0.409306345717609,"P41214",12,4.66937992482766,0.00050777357626758,0.0581129159924544,-0.136872915198087,"Non-significant",1.23572733196685,"EIF2D","Eukaryotic translation initiation factor 2D","P41214"
-0.223237087618319,21.2302488690718,-4.73617346997102,0.000826249304154655,0.111197890924158,-0.26698866304641,"P62330",8,-4.74691312287047,0.00044363091529589,0.0581129159924544,0.223237087618319,"Non-significant",1.23572733196685,"ARF6","ADP-ribosylation factor 6","P62330"
0.137189510482841,18.8306196194242,5.0451816591619,0.00052368814132668,0.0899275769802488,0.173562799848577,"Q8N6H7",10,4.684641085065,0.000494423606744931,0.0581129159924544,-0.137189510482841,"Non-significant",1.23572733196685,"ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2","Q8N6H7"
-0.294378255310193,24.1647058199861,-4.3940769921047,0.00139084194066762,0.140523929501687,-0.772171587456898,"Q8TDB8",10,-4.73490216505723,0.000452986081851424,0.0581129159924544,0.294378255310196,"Non-significant",1.23572733196685,"SLC2A3","Solute carrier family 2, facilitated glucose transporter member 3","Q8TDB8"
0.137479349264382,18.4774298316301,4.75293839741834,0.00080577498504627,0.111197890924158,-0.24269708765436,"Q9H9A6",12,4.76642655920459,0.000428859691581054,0.0581129159924544,-0.137479349264385,"Non-significant",1.23572733196685,"LRRC40","Leucine-rich repeat-containing protein 40","Q9H9A6"
0.125040923887287,19.4258464539573,4.34515546922466,0.00150039940894688,0.140523929501687,-0.845858792744441,"Q9ULR3",16,4.69227741653294,0.000487881471352483,0.0581129159924544,-0.125040923887294,"Non-significant",1.23572733196685,"PPM1H","Protein phosphatase 1H","Q9ULR3"
-0.10439225684182,19.662632864503,-3.90463841649968,0.00301349892867104,0.177479085424082,-1.52442237521738,"A0FGR8",26,-4.64780278207119,0.000527293113128555,0.0585812947001987,0.104392256841816,"Non-significant",1.23224103424304,"ESYT2","Extended synaptotagmin-2","A0FGR8"
-0.158771823400311,21.1961578689446,-3.87889798171898,0.00314129176073739,0.180826121156379,-1.56485200212111,"P02751",72,-4.64135938392211,0.000533272493167008,0.0585812947001987,0.158771823400311,"Non-significant",1.23224103424304,"FN1","Fibronectin","P02751"
0.563949930022581,15.5840731524274,4.77411338027478,0.000780683365732265,0.111197890924158,-0.212078907247872,"P50748",2,4.63048294555123,0.00054352649299362,0.0587446940250039,-0.563949930022586,"Non-significant",1.23103135390263,"KNTC1","Kinetochore-associated protein 1","P50748"
-0.074001834743548,20.7408040681495,-3.15930628359965,0.0103336723370027,0.263292541179678,-2.72096012970402,"P11717",86,-4.61094716963491,0.000562463390257871,0.0598264631447301,0.0740018347435516,"Non-significant",1.22310667127011,"IGF2R","Cation-independent mannose-6-phosphate receptor","P11717"
-0.144887366828492,21.0393694491624,-4.10153006334563,0.00219947151224423,0.16306866430579,-1.21790876345642,"Q8TD30",19,-4.58772564699531,0.000585870371279043,0.061342458717826,0.144887366828485,"Non-significant",1.21223882068832,"GPT2","Alanine aminotransferase 2","Q8TD30"
-0.204351541171569,20.112756688613,-5.16003665527664,0.00044359244792755,0.0849289426732146,0.333396026986753,"Q6ZNA5",6,-4.57649701582384,0.000597550328196752,0.061602842296099,0.204351541171562,"Non-significant",1.21039924944216,"FRRS1","Ferric-chelate reductase 1","Q6ZNA5"
0.166923833821443,18.2446520765021,6.0557145523246,0.00012958764183165,0.0367101533713759,1.50648732654954,"O60238",6,4.55134020298488,0.000624606769317489,0.0634165145635833,-0.166923833821446,"Non-significant",1.19779763092135,"BNIP3L","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like","O60238"
-0.281461797154936,22.0170316768052,-5.08522036268856,0.000494138952547037,0.0891769137551897,0.229523549423151,"O15260",4,-4.52326201137383,0.00065631631224241,0.0643121099797584,0.281461797154936,"Non-significant",1.19170724166068,"SURF4","Surfeit locus protein 4","O15260"
-0.21418438941425,18.3565473877882,-4.03815265526063,0.00243275914533155,0.166346112580272,-1.3160286338056,"O43157",19,-4.51206221864496,0.000669427686068473,0.0643121099797584,0.214184389414243,"Non-significant",1.19170724166068,"PLXNB1","Plexin-B1","O43157"
-0.351483336358541,18.8267739737651,-3.95687349424432,0.00277063551832673,0.175682429418067,-1.44262600489964,"O60437",47,-4.46861040507916,0.000722930087088061,0.0643121099797584,0.351483336358534,"Non-significant",1.19170724166068,"PPL","Periplakin","O60437"
-0.0846050273576076,20.6115624572975,-3.45054469250373,0.00634197779523619,0.222465418256195,-2.24806125804348,"P05165",39,-4.47775100998391,0.000711317218546687,0.0643121099797584,0.0846050273576004,"Non-significant",1.19170724166068,"PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial","P05165"
-0.148306310587923,22.1137198896018,-3.92381258422174,0.00292185375051257,0.17639046830797,-1.49435813961355,"P05556",23,-4.47199101814037,0.000718612324302762,0.0643121099797584,0.148306310587927,"Non-significant",1.19170724166068,"ITGB1","Integrin beta-1","P05556"
-0.100218804912974,19.4383625757953,-3.87250828909043,0.00317388594435038,0.180826121156379,-1.57490033328731,"P07225",22,-4.48191522285361,0.000706091158893121,0.0643121099797584,0.10021880491297,"Non-significant",1.19170724166068,"XII.01","Vitamin K-dependent protein S","P07225"
0.204336226590282,17.8538851073778,4.36626267283882,0.00145205094356351,0.140523929501687,-0.814023348180584,"P30260",9,4.46631909718013,0.000725871898293565,0.0643121099797584,-0.204336226590282,"Non-significant",1.19170724166068,"CDC27","Cell division cycle protein 27 homolog","P30260"
0.185325287945886,19.0849456734911,4.34516256382401,0.00150038287483701,0.140523929501687,-0.845848081208516,"P52292",10,4.46358257007485,0.000729401635347208,0.0643121099797584,-0.18532528794589,"Non-significant",1.19170724166068,"KPNA2","Importin subunit alpha-1","P52292"
-0.115642614423294,20.4450303669948,-3.90343657163148,0.0030193427456119,0.177479085424082,-1.52630829968009,"Q7Z3C6",23,-4.50881338108869,0.000673281790565299,0.0643121099797584,0.115642614423283,"Non-significant",1.19170724166068,"ATG9A","Autophagy-related protein 9A","Q7Z3C6"
-0.163868543149157,20.3729971049362,-4.24282870940248,0.00176014547390741,0.142105238803055,-1.0011093444973,"Q9Y6M5",13,-4.50957368619299,0.000672377775153805,0.0643121099797584,0.163868543149157,"Non-significant",1.19170724166068,"SLC30A1","Zinc transporter 1","Q9Y6M5"
-0.0998346130624306,20.9666929268056,-3.50862701762411,0.00575892560763068,0.219628372462606,-2.15441013537722,"P06213",44,-4.41299385346668,0.000797966895369622,0.0676857742515423,0.0998346130624306,"Non-significant",1.16950259886661,"INSR","Insulin receptor","P06213"
-0.106235812351997,22.9103855542672,-4.05827532974645,0.00235599084645849,0.165182938310821,-1.28481767696518,"P30084",17,-4.42397596262837,0.000782533704155266,0.0676857742515423,0.106235812351994,"Non-significant",1.16950259886661,"ECHS1","Enoyl-CoA hydratase, mitochondrial","P30084"
6.94394296993437,22.1257807247741,3.96485097076185,0.00273539187317272,0.175682429418067,-1.43016354067364,"P42336",1,4.42009265879284,0.000787955190137836,0.0676857742515423,-6.94394296993436,"Non-significant",1.16950259886661,"PIK3CA","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform","P42336"
0.40263977583078,15.9792934745892,9.83785498689211,2.04469292062771e-06,0.00228358121018771,5.20133840014575,"E7EN19",1,4.39086835317484,0.000830027233919753,0.0695251561812033,-0.402639775830774,"Non-significant",1.15785802686425,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","E7EN19"
-0.150419573042097,22.2801802829125,-3.7204334796142,0.00406373022751624,0.19294445580562,-1.81542980552053,"P02679",32,-4.32334870558699,0.000936388299021967,0.0774659011326691,0.150419573042093,"Non-significant",1.11088942276772,"FGG","Fibrinogen gamma chain","P02679"
-0.166559860173667,23.4837640446358,-3.91019768860229,0.00298662154312829,0.177479085424082,-1.51570108782524,"O00584",16,-4.29844930055388,0.000979095994399367,0.0777730943234396,0.16655986017366,"Non-significant",1.10917062162015,"RNASET2","Ribonuclease T2","O00584"
-0.154988928469436,24.7516636276948,-3.84329303536163,0.00332749057527293,0.183070430220346,-1.62090506613205,"P07858",18,-4.27357140868811,0.00102378585954026,0.0777730943234396,0.154988928469436,"Non-significant",1.10917062162015,"CTSB","Cathepsin B","P07858"
-0.10119079691388,20.4734399730874,-3.81964440578102,0.00345752073704565,0.18771732223825,-1.65821679768131,"P13797",19,-4.27876218139462,0.00101428994045843,0.0777730943234396,0.101190796913873,"Non-significant",1.10917062162015,"PLS3","Plastin-3","P13797"
0.144668283408663,20.1115273883379,3.76419008193615,0.00378371450247555,0.187812376896953,-1.74595850695557,"P21397",22,4.27024511195593,0.00102991930222398,0.0777730943234396,-0.144668283408659,"Non-significant",1.10917062162015,"MAOA","Amine oxidase [flavin-containing] A","P21397"
-0.117395120568187,18.0779642702237,-4.08355238651442,0.00226315263101604,0.16306866430579,-1.24568751487582,"Q00653",14,-4.26860846658391,0.00103295111099629,0.0777730943234396,0.11739512056819,"Non-significant",1.10917062162015,"NFKB2","Nuclear factor NF-kappa-B p100 subunit","Q00653"
0.111899856191741,19.4704881008084,3.63097179177303,0.00470562629189569,0.203434850206407,-1.95808507619909,"Q01780",27,4.27039967697612,0.00102963345445785,0.0777730943234396,-0.111899856191737,"Non-significant",1.10917062162015,"EXOSC10","Exosome component 10","Q01780"
0.284948867003433,16.0802498094699,4.36348626614085,0.00145831536944615,0.140523929501687,-0.818207205480054,"Q6YHU6",5,4.28719445939366,0.000999058081937844,0.0777730943234396,-0.284948867003438,"Non-significant",1.10917062162015,"THADA","Thyroid adenoma-associated protein","Q6YHU6"
-0.140830946570691,21.8488655026991,-4.43518755400981,0.00130532460562036,0.140523929501687,-0.710522730396256,"Q9H3M7",10,-4.29868972852555,0.000978674097719388,0.0777730943234396,0.140830946570691,"Non-significant",1.10917062162015,"TXNIP","Thioredoxin-interacting protein","Q9H3M7"
0.16671321559463,17.8557604263626,3.85146530829515,0.00328375467121263,0.183070430220346,-1.60802626678533,"Q02388",16,4.23592333923802,0.00109547325666504,0.0815640699212493,-0.16671321559463,"Non-significant",1.08850111172861,"COL7A1","Collagen alpha-1(VII) chain","Q02388"
-0.0825140281708201,20.0537408619581,-3.11194953199295,0.0111945407613635,0.270439531080702,-2.79822104697137,"Q07954",85,-4.22202777202718,0.0011232283180543,0.0827115709811197,0.082514028170813,"Non-significant",1.08243373032978,"LRP1","Prolow-density lipoprotein receptor-related protein 1","Q07954"
0.227378974731717,18.1719389651344,4.64558508677293,0.000946884136628894,0.120996831942117,-0.399009593201785,"Q96CX6",5,4.2091365302656,0.00114962813561662,0.0837354145300754,-0.227378974731721,"Non-significant",1.07709082537471,"LRRC58","Leucine-rich repeat-containing protein 58","Q96CX6"
0.201143279266631,17.6410398644006,4.3256174584723,0.00154667234395572,0.140523929501687,-0.875385378545293,"Q9NUB1",7,4.20128692209565,0.00116601691495618,0.0840159069582942,-0.201143279266631,"Non-significant",1.07563848000733,"ACSS1","Acetyl-coenzyme A synthetase 2-like, mitochondrial","Q9NUB1"
0.156197293585326,19.1745646490324,4.1744625246958,0.00195985440527556,0.154201720433768,-1.10566234771995,"Q63HM1",10,4.19307843014327,0.001183413652089,0.0843622859856214,-0.156197293585333,"Non-significant",1.07385166058867,"AFMID","Kynurenine formamidase","Q63HM1"
-0.101711612472744,25.8472216910439,-3.44109610966879,0.00644246213007064,0.223683620381364,-2.26332083855715,"P68104",34,-4.18055136786844,0.00121048208093487,0.0853835834141532,0.101711612472744,"Non-significant",1.06862562249605,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","P68104"
-0.21809708506996,22.6263832839792,-3.71669146534533,0.00408866030807314,0.19294445580562,-1.82138038592953,"P52895",20,-4.16171339213763,0.00125239802281657,0.0855945357920263,0.218097085069964,"Non-significant",1.06755395905084,"AKR1C2","Aldo-keto reductase family 1 member C2","P52895"
0.0718549198433003,20.7547663652275,3.09868752027677,0.0114485341678899,0.273012909106869,-2.8198681768067,"Q04637",42,4.16079040350221,0.00125448989779052,0.0855945357920263,-0.0718549198433038,"Non-significant",1.06755395905084,"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1","Q04637"
-0.277377707683453,18.7552264640361,-4.07456805457554,0.00229570166184728,0.163654221659986,-1.25958604084835,"Q9BV68",6,-4.15636658983127,0.0012645663398613,0.0855945357920263,0.277377707683449,"Non-significant",1.06755395905084,"RNF126","E3 ubiquitin-protein ligase RNF126","Q9BV68"
0.809258375680976,16.0143195097199,3.77972603856564,0.00368920703059997,0.18771732223825,-1.72134243115978,"Q9NTJ3",5,4.16374589749751,0.00124780422367126,0.0855945357920263,-0.809258375680974,"Non-significant",1.06755395905084,"SMC4","Structural maintenance of chromosomes protein 4","Q9NTJ3"
