"CTRL_2","CTRL_3","CTRL_4","CTRL.myr_1","CTRL.myr_2","CTRL.myr_3","CTRL.myr_4","HBV_1","HBV_2","HBV_3","HBV_4","HBV.myr_1","HBV.myr_2","HBV.myr_3","HBV.myr_4","Pval","adjPval","negLog10_sca_adjPval","HBV.myr_vs_HBV","Diff_Abund","Protein_Names","Genes","ProtDesc"
17.942617590574,18.0582560291051,17.8999056186286,17.9162585311704,18.0418836997735,17.9454895600144,18.0286453351274,17.5815610340825,17.6318804368245,17.8333595650365,17.6521447375658,17.7003990767453,17.835044981874,17.8198048744832,17.7445119591154,0.177409498690822,0.674842303530201,0.170797700810425,-0.100203779677152,"Non-significant","VINC_HUMAN","VCL","Vinculin"
17.4447237419099,17.7117543434382,17.366441750786,17.5793601371187,17.6277760992022,17.3035221327559,17.6270422060115,17.4768727505858,17.4778847243517,17.4881461093928,17.6117236640286,17.6184213512248,17.3962368363276,17.3932647524695,17.4852554239926,0.545055632848429,0.975544899710209,0.0107527372918758,0.0403622210860988,"Non-significant","VCAM1_HUMAN","VCAM1","Vascular cell adhesion protein 1"
14.7333066708906,14.5714267680553,14.3644630004271,15.0970321502484,14.0941106838087,14.6412728065714,13.8303369387507,14.9333633192903,13.0244107618495,15.2850011736685,15.4795371423585,14.6343346099397,14.6378757879825,14.3215053683988,14.3407680929593,0.751655339844515,0.993250064670355,0.00294139799575335,0.196957134471626,"Non-significant","VASP_HUMAN","VASP","Vasodilator-stimulated phosphoprotein"
14.6781819698106,13.4017461800997,13.8136609616207,15.0840900165269,14.0664087819896,15.3888985135904,14.6861776792927,14.4048555024288,14.6361884384142,14.7502306842747,15.3026567717453,13.8107724413447,14.0533574454328,13.7241834108304,15.0977564505423,0.165053203133425,0.665108458389354,0.177107529073887,0.601965412178199,"Non-significant","VAPA_HUMAN;VAPB_HUMAN","VAPA;VAPB","Vesicle-associated membrane protein-associated protein B/C"
17.3581446441543,17.3242948351612,17.3528021037357,16.2008085870075,17.0431982089002,17.4958472214263,17.0403218319362,16.4750319855597,16.2051918738929,16.9986014473523,17.3513447444331,15.521772178911,16.1271419412032,16.7775250246292,17.025669485763,0.391752996718891,0.920092494643814,0.0361685118998197,0.3945153551829,"Non-significant","UBP5_HUMAN","USP5","Ubiquitin carboxyl-terminal hydrolase 5"
15.9760897102031,16.2783714117672,15.7857002185187,17.1002722133202,16.7462125034638,16.1611043203158,16.3743331200921,16.2224307876988,15.491336413798,15.8181802078975,15.5175771255247,16.0667409139494,16.2706256628942,16.2839854164916,16.3724859084448,0.0582573995849774,0.497418256142116,0.303278279387184,-0.486078341715249,"Non-significant","USO1_HUMAN","USO1","General vesicular transport factor p115"
16.4985142295911,16.1004097959982,16.1728513318167,16.1288059309203,16.2788287401628,16.6698815883177,16.4778467881433,15.7552501132208,16.3665749369791,15.6233299743141,16.6419670517342,15.3983829730862,16.1086980042516,15.9833209772817,16.9916325594602,0.955806858950017,0.993250064670355,0.00294139799575335,-0.0237281094578741,"Non-significant","BUP1_HUMAN","UPB1","Beta-ureidopropionase"
18.7411641108432,18.9677609999942,18.5942334702654,17.1411591794125,18.7715475000812,16.3025568203381,19.1589695676536,18.4745932108967,18.58519729526,18.6860388051185,19.0097247581278,18.1949732193725,18.3160516723141,16.5994000342524,18.7480290168134,0.222094480924549,0.74736786131282,0.12646558183372,0.724275031662646,"Non-significant","UNC80_HUMAN","UNC80","Protein unc-80 homolog"
19.4501601057536,19.1124089615937,19.3798035075125,18.3144327786855,18.6915118101961,19.5916775617587,19.3907924249163,17.7857270343048,17.4108239686818,18.3501363486239,18.7722082392954,17.9411966563368,18.0405733426775,18.6572312096758,19.2722948946381,0.391305776002275,0.920092494643814,0.0361685118998197,-0.398100128105575,"Non-significant","UGPA_HUMAN","UGP2","UTP--glucose-1-phosphate uridylyltransferase"
16.2110593583065,15.5699742461371,15.05216894507,15.7947204573025,15.9434511649327,15.8567391873196,15.6030612328497,15.3769088074426,15.1703593412993,15.3896985523352,16.1704043329991,15.9117992332816,15.2596697149645,15.2128155302104,15.9273705728063,0.868711624077379,0.993250064670355,0.00294139799575335,-0.0510710042966505,"Non-significant","UGGG1_HUMAN","UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1"
19.4425487120028,19.1536781947177,19.3883242627638,18.998405872319,18.9779199282456,19.5735491910688,19.5154630805102,18.4736264854518,18.2218514099034,18.5005423759946,18.9476255241801,18.4564907844175,18.6069654033232,18.7095247571674,19.3678775496313,0.362468937262996,0.9047453000974,0.0434736642540998,-0.249303174752377,"Non-significant","UGDH_HUMAN","UGDH","UDP-glucose 6-dehydrogenase"
17.2188186214616,17.1501836084154,17.1102691897618,16.4827165881884,16.3730911435005,17.1579389883817,16.9681605192691,16.0551892132375,15.8661511937039,16.3099825299157,17.0976515318299,16.0923297683971,16.2573583755812,16.5878155986625,17.1207744944361,0.624794130704413,0.975544899710209,0.0107527372918758,-0.182325942097478,"Non-significant","UFM1_HUMAN","UFM1","Ubiquitin-fold modifier 1"
17.5763514795195,17.455190740961,17.7996357750643,16.3734684368655,16.8309360306806,17.7415920686218,17.1741259569848,16.667430368178,15.8933086419188,16.9568865827729,17.1894385121996,15.9251997491984,16.2591290167365,16.8298094329041,16.9047639654839,0.611098060046914,0.975544899710209,0.0107527372918758,0.197040485186598,"Non-significant","UB2V1_HUMAN","UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1"
15.4659585268383,15.052525597995,15.847776751965,14.2894930086127,13.7241087843535,15.6458976234846,15.6286534309105,14.4048555024288,13.9972059489258,15.1173793082095,14.2472674125217,13.1623661506133,13.1075582504272,14.354772801227,15.4345598178775,0.51775387150893,0.959793393609289,0.0178222437023113,0.4268627879852,"Non-significant","UBE2N_HUMAN;UE2NL_HUMAN","UBE2N;UBE2NL","Ubiquitin-conjugating enzyme E2 N"
15.786555524157,16.0565784482545,16.3348650907326,15.7631552970527,15.3225654731196,16.4483244458841,16.0081265699499,14.7171087428283,14.1387517652582,15.8141192832486,15.940818268581,14.1799712738058,15.0268475975195,15.5347892114803,15.5190003883799,0.876814033271217,0.993250064670355,0.00294139799575335,0.0875473971826501,"Non-significant","UB2L3_HUMAN","UBE2L3","Ubiquitin-conjugating enzyme E2 L3"
15.960375322314,15.6367548831376,16.0162032663829,15.4785326472115,15.7884583550311,15.4565822248522,15.4356963021283,14.2082191142288,13.2260568944201,14.6789246869701,15.4795371423585,13.5207168865426,12.5362350717394,13.6992470945095,15.0977564505423,0.37065865689213,0.910944540466188,0.0405080626567227,0.684695583660925,"Non-significant","UB2D2_HUMAN;UB2D3_HUMAN","UBE2D2;UBE2D3","Ubiquitin-conjugating enzyme E2 D3"
21.8531762766377,21.3715799191168,21.3191572029044,21.5981888371267,21.7347294634961,21.3666103658511,21.8063812700523,21.3205130157976,21.5843762647553,21.4276218032989,21.6785176152871,21.4760737386957,21.5118202013171,21.3871443556676,21.4425001157547,0.598652162807027,0.975544899710209,0.0107527372918758,0.0483725719259525,"Non-significant","UBAC2_HUMAN","UBAC2","Ubiquitin-associated domain-containing protein 2"
16.5844267326205,16.4401132413122,16.5515355435773,15.6437688364539,16.0504162437219,16.9668321121677,16.5297950253089,15.2665449978686,15.135981769434,15.9473104684355,15.7284015208005,15.5427658834565,15.2579991494786,15.657005757329,16.326224065421,0.573563567599804,0.975544899710209,0.0107527372918758,-0.176439024786625,"Non-significant","UBA1_HUMAN","UBA1","Ubiquitin-like modifier-activating enzyme 1"
19.4418763185599,19.2455271743977,19.1482729936928,18.3813148083452,18.674964618383,19.4060679521828,19.1182643466565,17.8887670272994,17.510740992156,18.5852193052891,18.7087302863309,17.3034775392043,17.9339441737907,18.2609379052737,18.84338131332,0.844729594913463,0.993250064670355,0.00294139799575335,0.0879291698716749,"Non-significant","TYPH_HUMAN","TYMP","Thymidine phosphorylase"
16.3135597686742,16.3013443582011,16.1938506540212,15.7098242533627,16.1326342731427,16.2657706903509,16.3260800772206,15.5412115906579,14.7682980648851,15.6865661823204,16.0787616717519,15.5220236172701,15.4632305934861,15.3164052870422,15.5940650401118,0.882692655923381,0.993250064670355,0.00294139799575335,0.0447782429262755,"Non-significant","TRXR1_HUMAN","TXNRD1","Thioredoxin reductase 1, cytoplasmic"
16.3828080665205,15.9227794989746,15.8811689403836,15.6345700137668,15.4756796075087,15.9706002489943,14.9683653003431,13.5458815176083,13.9246919029149,14.7972967534686,14.5119564447514,13.5207168865426,13.655564263413,14.2629830394343,15.232750682618,0.957346894293238,0.993250064670355,0.00294139799575335,0.0269529366838253,"Non-significant","TXNL1_HUMAN","TXNL1","Thioredoxin-like protein 1"
13.8107925204679,12.7569294569435,14.1768587962419,15.2573620590031,14.563118795601,15.3155600038288,14.5677719252151,14.5677541029805,14.7312182510133,13.7829470340968,13.6977820713058,15.0835748944025,14.1253569627446,15.3818977683514,15.267247555642,0.096372450536016,0.569241056282246,0.244703784143266,-0.769593930436026,"Non-significant","TXND5_HUMAN","TXNDC5","Thioredoxin domain-containing protein 5"
17.5655335129797,17.4557606573037,17.7449257895634,16.6919343103882,16.908486445444,17.5376127577124,17.3676024477497,16.1308701547466,15.5833325606552,16.8170710899886,17.2165185248901,16.0089734692125,16.0180545281275,16.6372616626335,17.0604215166114,0.990089704359835,0.996375988197041,0.00157674713229949,0.00577028842389993,"Non-significant","TXD17_HUMAN","TXNDC17","Thioredoxin domain-containing protein 17"
14.8278636715915,14.6517020134305,15.0730955312896,14.8898081369401,14.4421270850464,14.2984778986779,14.8658395748495,15.6149283480218,14.7755588431968,15.3073289038424,14.6505861944145,15.1182881768611,14.2194786302548,13.80190030137,13.8522173728731,0.0727806011417708,0.529733564139665,0.275942509113028,0.839129452029125,"Non-significant","THIOM_HUMAN","TXN2","Thioredoxin, mitochondrial"
19.8822355503421,19.9509858302777,20.1506348387828,19.4901810373127,19.6785949814995,20.3156183761193,20.13011301211,18.9105344071731,18.9052253932488,19.5064683658093,19.9607316501491,18.7595306371751,18.8176270045328,19.2650335223188,19.9401128264717,0.749215926830904,0.993250064670355,0.00294139799575335,0.125163956470473,"Non-significant","THIO_HUMAN","TXN","Thioredoxin"
19.5225125700587,19.0570689140398,18.3639892698868,20.7448551840367,20.7832636491893,20.4121749337161,19.7730297123161,19.2687247378956,19.223923924441,18.8606869098883,17.7934255013987,20.4432491260639,20.3800784072647,20.0334875290352,20.5582413219302,0.0150920086975343,0.24745690123026,0.606500429812305,-1.5670738276676,"Non-significant","EFTU_HUMAN","TUFM","Elongation factor Tu, mitochondrial"
18.2497430866547,18.4578257205502,18.4830245400582,18.2622784013638,18.2488772691234,17.9991742470035,18.2339753638819,17.8121773055144,17.7021862159804,18.0384421405831,18.3144106500695,17.8718029886063,17.9878357798724,17.7369369759693,18.0903864147063,0.78396594619147,0.993250064670355,0.00294139799575335,0.0450635382482787,"Non-significant","TBB4B_HUMAN","TUBB4B","Tubulin beta-4B chain"
16.3063483339133,16.0268411151332,16.0123189987297,15.5986806338215,15.5875255617151,16.2232268167184,15.7511700521766,15.9036488761032,14.9587611299362,15.1753546208226,14.2472674125217,15.3475417856318,15.0275950374048,15.5508579888401,15.3753992454588,0.521017361131327,0.959793393609289,0.0178222437023113,-0.254090504487952,"Non-significant","TBB3_HUMAN","TUBB3","Tubulin beta-3 chain"
16.1814395867594,15.7298995059661,15.6973965772944,16.1410873148512,16.1262224992941,15.5665743756244,15.4810394205332,16.1064995553418,14.8828770480516,14.6005517811185,15.5161001207682,15.3331902988951,15.7991121029916,15.2956433961265,15.4570762237993,0.615187931473934,0.975544899710209,0.0107527372918758,-0.194748379133101,"Non-significant","TBB2A_HUMAN","TUBB2A","Tubulin beta-2A chain"
16.053090118203,16.094918902485,15.7496756726747,16.6299399784547,15.6566594832624,16.1344323367858,16.3743331200921,16.151636957839,16.5076552935036,16.0988298859321,16.3254828996025,16.1176836806744,16.569195507409,16.0614745640982,16.3765629349872,0.947458611642409,0.993250064670355,0.00294139799575335,-0.0103279125728974,"Non-significant","TBB1_HUMAN","TUBB1","Tubulin beta-1 chain"
19.4539578278119,19.2786468243061,19.3115864674109,18.9022013860939,18.9556357193229,19.2712783568105,19.1742235082247,18.8792182701399,18.5293161613668,18.6298119443822,18.5278244120626,18.5099759830778,18.5244345862994,18.4514727375998,18.241070752746,0.0964567524041039,0.569241056282246,0.244703784143266,0.209804182057127,"Non-significant","TBB5_HUMAN","TUBB","Tubulin beta chain"
19.0137833662612,18.8495242210015,18.8792272461524,18.4783509421115,18.6104265290537,18.6780361322778,18.5719044467044,18.5923438842864,18.2654136000812,18.5753250365712,18.5050012677844,18.0009682812804,18.2783087900484,18.2307475686394,18.2348735514615,0.023733161071602,0.336869196702889,0.472538699062125,0.298296399323377,"Non-significant","TBA4A_HUMAN","TUBA4A","Tubulin alpha-4A chain"
20.0029605652617,19.7734515421466,19.8463443154618,19.3727290530382,19.6705490663931,19.7285117979155,19.6105869325348,19.5909616067165,19.0778327641907,19.3331640875361,19.2831313198892,18.829546226999,19.4726115192931,19.161852755064,19.0219044332337,0.291190631469339,0.845532584707539,0.0728696511224235,0.199793710935676,"Non-significant","TBA1A_HUMAN;TBA1C_HUMAN","TUBA1A;TUBA1C","Tubulin alpha-1A chain"
21.3756578064332,21.5864898151677,21.4029849694596,22.7830477827998,22.4095489087283,22.0240804840927,21.9686063309296,22.4946559058476,22.4871123531841,22.4900223455698,22.8155783525647,22.8841295193178,22.8158577967406,22.8602458765557,23.0549434165733,0.0178422788736616,0.265847761277665,0.575366992558193,-0.331951913005302,"Non-significant","TTHY_HUMAN","TTR","Transthyretin"
18.1813609650093,18.1878208187985,17.9076535381883,18.0996970989011,18.265729492138,18.1589597091389,17.9479621924927,17.8449876664661,17.7901002703476,18.1015346068418,18.1798605070633,17.9128659521089,18.0649216592933,17.9282754690685,18.0257830154757,0.971886368490676,0.993250064670355,0.00294139799575335,-0.00384076130690048,"Non-significant","TITIN_HUMAN","TTN","Titin"
14.8760468430067,15.0284845477407,15.4583425262125,14.6477675743897,14.7769778471574,15.8961076749229,15.8694613073775,14.1165145400934,14.6361884384142,14.7970383172157,14.6575529243022,15.0914023269384,15.2791208463142,14.9702182596657,15.488681193221,0.0144543607015801,0.241159596968468,0.617695450609125,-0.655532101528449,"Non-significant","TTC38_HUMAN","TTC38","Tetratricopeptide repeat protein 38"
17.9057689245218,17.2935794158569,17.7159619902551,16.4191981520399,16.7152649195485,17.6180341352409,17.7069074102413,15.8465334712326,15.0879558656546,16.5213366575883,16.5919357297991,14.1855104103347,15.6784240825929,15.2639073549235,16.3548003443506,0.309375692558708,0.867777777509865,0.0615914756961061,0.641279883018226,"Non-significant","THTR_HUMAN","TST","Thiosulfate sulfurtransferase"
15.1427532527083,15.2103517240389,15.3232518363669,15.2585365908336,15.1875840488206,15.1254982279417,14.4064508379941,14.0182175689572,14.8863824815913,13.2727041337549,15.1213230550019,13.8968621526654,14.3593858213733,14.0264715709602,13.7673051214483,0.523798918278886,0.959793393609289,0.0178222437023113,0.312150643214524,"Non-significant","TSN_HUMAN","TSN","Translin"
18.0483751169938,18.28631860411,18.124797820471,18.8627372318716,18.7454773789059,18.4079938092919,18.4134998431679,18.7902371183914,18.6692034187341,18.6455493762566,19.0781638408106,18.8324419448724,18.6473881563209,18.6918286969394,18.9918069158138,0.970205318611722,0.993250064670355,0.00294139799575335,0.00492201006155213,"Non-significant","TSK_HUMAN","TSKU","Tsukushin"
19.5797799652122,19.3030337582606,19.5314633256539,18.6867706515732,19.1796783064222,19.7822703962487,19.7915269892761,18.1653732059447,18.4145365988539,18.8935385472473,19.3900555692985,18.1627404335071,18.1889171852654,18.6935958524717,19.2820092390228,0.734847504542335,0.993250064670355,0.00294139799575335,0.134060302769353,"Non-significant","TRAP1_HUMAN","TRAP1","Heat shock protein 75 kDa, mitochondrial"
16.5915238074974,16.1366967934133,16.6351087454367,15.9444306861146,15.3225654731196,16.8796789666499,16.0792389247104,16.5237548987158,16.1626863523854,16.0238712816964,15.4663314220828,15.8492096005693,15.1516904639081,15.7797809022538,14.6592099088946,0.106545644603827,0.569241056282246,0.244703784143266,0.684188269813651,"Non-significant","TCTP_HUMAN","TPT1","Translationally-controlled tumor protein"
15.3816409570296,15.5193076042722,15.3851883385627,15.292745807916,15.2950263062829,15.4965386214298,15.5675134812619,14.9806572837022,15.0053964786926,15.2339716202636,15.5302691574941,14.3593240452721,14.8097028241839,14.5016443981155,15.6678682926492,0.330312154533472,0.873481045266273,0.0587465148660308,0.352938744982952,"Non-significant","TPP1_HUMAN","TPP1","Tripeptidyl-peptidase 1"
18.9406863828594,18.8028981168644,19.1357769108495,18.7376698631775,18.5723634616417,18.8229255361745,18.7999677150716,19.0754190846915,18.5899290562094,18.8686266541555,18.376248356419,18.5947109467023,18.4391734588664,18.4169789084569,18.5097479473568,0.22113015073827,0.74736786131282,0.12646558183372,0.237402972523252,"Non-significant","TPM4_HUMAN","TPM4","Tropomyosin alpha-4 chain"
17.3369684857866,17.1894867736843,17.5406880763222,16.3306840875461,16.613041223426,17.2916113995189,17.0627839975045,15.8149153648227,15.4828489131586,16.534994332378,16.4629575162386,15.726095729455,15.30741073617,16.1674357873752,16.3992695786462,0.638465459906684,0.975544899710209,0.0107527372918758,0.173876073737873,"Non-significant","A0A087WWU8_HUMAN","TPM3","Tropomyosin alpha-3 chain"
16.7201373563542,16.1943817449569,16.9258905041686,16.2513696031984,16.1489273539491,16.6771277554499,16.7497646983459,16.0089253383937,16.0389232748582,16.6244813454043,16.0378707861796,15.4930579697778,15.6590788699975,15.6003020477684,16.2968409450895,0.129358454000327,0.601037190728469,0.22109865407309,0.415230228050646,"Non-significant","TPM3_HUMAN","TPM3","Tropomyosin alpha-3 chain"
15.917623820478,15.7837016787292,16.1242041254479,15.2004120577581,14.7769778471574,16.2123044842638,15.5425724440809,14.1344182980954,14.6361884384142,14.8634071189743,14.6505861944145,15.3904612013481,14.7478468129166,14.7527883071151,15.6678682926492,0.0943579341862725,0.569241056282246,0.244703784143266,-0.56859114103265,"Non-significant","A0A494BZZ2_HUMAN;B7Z596_HUMAN;F5H7S3_HUMAN;H0YK48_HUMAN;H0YKJ4_HUMAN;H7BYY1_HUMAN","TPM1","Tropomyosin alpha-1 chain"
21.2777425754029,21.1031148898194,21.2688286595782,20.2857160222009,20.7449044440709,21.1733843519207,21.14082852287,19.8567051501398,19.5217058624068,20.5697536461712,20.5412668058058,19.4350658918845,19.8551893778669,20.2284429397343,20.6938748583271,0.85890591469296,0.993250064670355,0.00294139799575335,0.0692145991777018,"Non-significant","TPIS_HUMAN","TPI1","Triosephosphate isomerase"
16.9670573520206,17.733161003643,17.2461189331445,17.3309956333369,17.7332404603286,17.2321679386737,17.6577580584271,17.6981009761644,17.5115596433398,17.6701513834807,17.9464322869946,17.5259489538904,17.4158902811364,17.4872512443842,17.4625102605659,0.0766328626568393,0.530610746842631,0.275223958184849,0.233660887500651,"Non-significant","TLR7_HUMAN","TLR7","Toll-like receptor 7"
