"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042730","GO:0042730","fibrinolysis","4/31","27/18614",1.07522010375426e-07,5.70432560307522e-06,3.41925949891936e-06,"7057/2243/2244/2266",4
"GO:1900046","GO:1900046","regulation of hemostasis","5/31","72/18614",1.18138277264985e-07,5.95416917415524e-06,3.56901953421586e-06,"7057/2243/2244/2266/348",5
"GO:0050818","GO:0050818","regulation of coagulation","5/31","75/18614",1.4522163148583e-07,6.97063831131985e-06,4.17830659011862e-06,"7057/2243/2244/2266/348",5
"GO:0034368","GO:0034368","protein-lipid complex remodeling","4/31","30/18614",1.67315860360309e-07,7.33279944535616e-06,4.39539148040355e-06,"116519/338/348/55937",4
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","4/31","30/18614",1.67315860360309e-07,7.33279944535616e-06,4.39539148040355e-06,"116519/338/348/55937",4
"GO:0061045","GO:0061045","negative regulation of wound healing","5/31","78/18614",1.7700981581348e-07,7.43441226416617e-06,4.4562997489885e-06,"7057/2243/2244/2266/348",5
"GO:0034367","GO:0034367","protein-containing complex remodeling","4/31","32/18614",2.19037444684853e-07,8.83158976969328e-06,5.29378918943603e-06,"116519/338/348/55937",4
"GO:1903035","GO:1903035","negative regulation of response to wounding","5/31","93/18614",4.28206681878557e-07,1.66012436666764e-05,9.95103787037618e-06,"7057/2243/2244/2266/348",5
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","4/31","46/18614",9.77954824965092e-07,3.65103134653634e-05,2.1884837018712e-05,"116519/338/348/55937",4
"GO:0071825","GO:0071825","protein-lipid complex subunit organization","4/31","49/18614",1.26534075361749e-06,4.55522671302295e-05,2.730472152543e-05,"116519/338/348/55937",4
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","4/31","50/18614",1.37377433079368e-06,4.77505008772424e-05,2.86223762568266e-05,"7057/2243/2244/2266",4
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","6/31","222/18614",1.54359332585359e-06,5.18647357486808e-05,3.10885111943847e-05,"7057/2243/2335/2244/2266/2192",6
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/31","15/18614",1.87741563605735e-06,6.10462890692197e-05,3.65920738572808e-05,"2243/2244/2266",3
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","4/31","59/18614",2.68667273394139e-06,8.46301911191537e-05,5.07286233316565e-05,"7057/2243/2244/2266",4
"GO:0061041","GO:0061041","regulation of wound healing","5/31","137/18614",2.92393143085221e-06,8.93128146151221e-05,5.35354590529241e-05,"7057/2243/2244/2266/348",5
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","4/31","61/18614",3.07343814365823e-06,9.11184014355147e-05,5.46177552464342e-05,"2243/2244/2266/2192",4
"GO:0031638","GO:0031638","zymogen activation","4/31","63/18614",3.50000146803497e-06,0.000100800042279407,6.04210779744984e-05,"7057/2243/2244/2266",4
"GO:0072577","GO:0072577","endothelial cell apoptotic process","4/31","65/18614",3.96891682116315e-06,0.000111129670992568,6.66128144838493e-05,"7057/2243/2244/2266",4
"GO:0033344","GO:0033344","cholesterol efflux","4/31","71/18614",5.65633932421007e-06,0.000154097028075777,9.23681016243693e-05,"116519/338/348/55937",4
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","7/31","446/18614",6.91217969806987e-06,0.00018335466146459,0.000109905571930529,"7057/2243/5176/2244/2266/727/348",7
"GO:1903034","GO:1903034","regulation of response to wounding","5/31","170/18614",8.39771827514515e-06,0.000217048718496059,0.000130102302022492,"7057/2243/2244/2266/348",5
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","3/31","25/18614",9.38374752609462e-06,0.000236470437657585,0.000141743975788903,"2243/2244/2266",3
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","3/31","26/18614",1.05957538233855e-05,0.000260500484243235,0.000156147951081471,"338/348/55937",3
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","6/31","315/18614",1.1541393823365e-05,0.000276993451760761,0.000166034086581743,"2243/2335/2244/2266/348/2192",6
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","4/31","86/18614",1.21487837655225e-05,0.000284790093852249,0.000170707512396816,"7057/2243/2244/2266",4
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","4/31","87/18614",1.27194924561977e-05,0.000291392008996529,0.000174664800714294,"116519/338/348/55937",4
"GO:0065005","GO:0065005","protein-lipid complex assembly","3/31","29/18614",1.48407979201822e-05,0.000332433873412082,0.000199265918273324,"338/348/55937",3
"GO:0051604","GO:0051604","protein maturation","6/31","332/18614",1.55499333028955e-05,0.000340746364550405,0.000204248551850389,"7057/2243/2244/2266/2162/2192",6
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","3/31","30/18614",1.6471184815718e-05,0.000353254346686037,0.000211746026522332,"2243/2244/2266",3
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","6/31","341/18614",1.80889654442104e-05,0.00037471671766856,0.000224610898017704,"2243/2335/2244/2266/348/2192",6
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/31","31/18614",1.82153959977772e-05,0.00037471671766856,0.000224610898017704,"2243/2244/2266",3
"GO:0042632","GO:0042632","cholesterol homeostasis","4/31","99/18614",2.12132958598994e-05,0.000419274553466247,0.000251319542282399,"116519/338/348/55937",4
"GO:2001237","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","4/31","99/18614",2.12132958598994e-05,0.000419274553466247,0.000251319542282399,"7057/2243/2244/2266",4
"GO:0055092","GO:0055092","sterol homeostasis","4/31","100/18614",2.20715468386694e-05,0.00042784844641113,0.000256458864076847,"116519/338/348/55937",4
"GO:0018149","GO:0018149","peptide cross-linking","3/31","35/18614",2.64033597129334e-05,0.000492862714641423,0.000295429404975122,"7057/2335/2162",3
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","3/31","35/18614",2.64033597129334e-05,0.000492862714641423,0.000295429404975122,"2243/2244/2266",3
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","4/31","109/18614",3.09886375374303e-05,0.000567937211595087,0.000340430199932727,"7057/2243/2244/2266",4
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","3/31","40/18614",3.96330622724591e-05,0.000713395120904264,0.000427619882413375,"7057/2335/4060",3
"GO:0010466","GO:0010466","negative regulation of peptidase activity","5/31","236/18614",4.07626615756009e-05,0.00072085548891589,0.000432091740432039,"7057/3698/5176/5858/2719",5
"GO:0071604","GO:0071604","transforming growth factor beta production","3/31","43/18614",4.93380431402916e-05,0.000857461163541619,0.000513975258848046,"7057/2335/4060",3
"GO:0030301","GO:0030301","cholesterol transport","4/31","124/18614",5.13538650717851e-05,0.000875637601545776,0.000524870492154632,"116519/338/348/55937",4
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","3/31","44/18614",5.28884777709916e-05,0.000875637601545776,0.000524870492154632,"2243/2244/2266",3
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","4/31","125/18614",5.29899739030678e-05,0.000875637601545776,0.000524870492154632,"2243/2335/2244/2266",4
"GO:0015918","GO:0015918","sterol transport","4/31","138/18614",7.78962820149496e-05,0.00126644277856563,0.000759125057327353,"116519/338/348/55937",4
"GO:0006869","GO:0006869","lipid transport","6/31","447/18614",8.20008744843233e-05,0.00129735667554572,0.000777655317213081,"7057/116519/338/348/4018/55937",6
"GO:1904019","GO:1904019","epithelial cell apoptotic process","4/31","140/18614",8.23718524156016e-05,0.00129735667554572,0.000777655317213081,"7057/2243/2244/2266",4
"GO:0035296","GO:0035296","regulation of tube diameter","4/31","142/18614",8.70319257492903e-05,0.00132921486598916,0.000796751600958415,"2243/2244/2266/348",4
"GO:0097746","GO:0097746","blood vessel diameter maintenance","4/31","142/18614",8.70319257492903e-05,0.00132921486598916,0.000796751600958415,"2243/2244/2266/348",4
"GO:0035150","GO:0035150","regulation of tube size","4/31","143/18614",8.94325911335703e-05,0.00134549331138267,0.000806509148635811,"2243/2244/2266/348",4
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance","3/31","55/18614",0.000103475528862893,0.00153189806300479,0.000918242990982402,"338/348/55937",3
"GO:0051592","GO:0051592","response to calcium ion","4/31","149/18614",0.000104862069789018,0.00153189806300479,0.000918242990982402,"7057/2243/2244/2266",4
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","4/31","156/18614",0.000125210517627712,0.00180303145383905,0.00108076446794446,"7057/2243/2244/2266",4
"GO:0019229","GO:0019229","regulation of vasoconstriction","3/31","61/18614",0.000140994392136678,0.00197392148991349,0.00118319855389551,"2243/2244/2266",3
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","3/31","61/18614",0.000140994392136678,0.00197392148991349,0.00118319855389551,"2243/2244/2266",3
"GO:0010876","GO:0010876","lipid localization","6/31","497/18614",0.000146663031192615,0.00201595556842099,0.00120839441966755,"7057/116519/338/348/4018/55937",6
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","3/31","62/18614",0.00014799673815789,0.00201595556842099,0.00120839441966755,"2243/2244/2266",3
"GO:0032908","GO:0032908","regulation of transforming growth factor beta1 production","2/31","12/18614",0.000175331123812264,0.00229524380263327,0.00137580403374217,"7057/4060",2
"GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","2/31","12/18614",0.000175331123812264,0.00229524380263327,0.00137580403374217,"116519/348",2
"GO:0034372","GO:0034372","very-low-density lipoprotein particle remodeling","2/31","12/18614",0.000175331123812264,0.00229524380263327,0.00137580403374217,"116519/348",2
"GO:0055088","GO:0055088","lipid homeostasis","4/31","172/18614",0.000182292760692128,0.00235578336894442,0.0014120923702737,"116519/338/348/55937",4
"GO:0045861","GO:0045861","negative regulation of proteolysis","5/31","330/18614",0.000197636298829203,0.00252173910404856,0.0015115687611987,"7057/3698/5176/5858/2719",5
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","4/31","177/18614",0.000203452450905073,0.00256350088140392,0.00153660140551989,"7057/5176/2719/348",4
"GO:0034380","GO:0034380","high-density lipoprotein particle assembly","2/31","13/18614",0.000206994463309921,0.00257593109896791,0.00154405226692521,"348/55937",2
"GO:0033700","GO:0033700","phospholipid efflux","2/31","14/18614",0.000241242935770883,0.00294941565789218,0.00176792459025701,"116519/348",2
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","5/31","345/18614",0.000242858630560566,0.00294941565789218,0.00176792459025701,"7057/3698/5176/5858/2719",5
"GO:0032905","GO:0032905","transforming growth factor beta1 production","2/31","15/18614",0.000278068400407011,0.00333682080488413,0.00200014112573464,"7057/4060",2
"GO:0042310","GO:0042310","vasoconstriction","3/31","79/18614",0.000303581297114929,0.00359553299721905,0.00215521714745586,"2243/2244/2266",3
"GO:0045921","GO:0045921","positive regulation of exocytosis","3/31","80/18614",0.000315054149859383,0.00359553299721905,0.00215521714745586,"2243/2244/2266",3
"GO:0034374","GO:0034374","low-density lipoprotein particle remodeling","2/31","16/18614",0.000317462734873507,0.00359553299721905,0.00215521714745586,"338/348",2
"GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","2/31","16/18614",0.000317462734873507,0.00359553299721905,0.00215521714745586,"348/55937",2
"GO:0042159","GO:0042159","lipoprotein catabolic process","2/31","16/18614",0.000317462734873507,0.00359553299721905,0.00215521714745586,"338/348",2
"GO:0010038","GO:0010038","response to metal ion","5/31","367/18614",0.000322981121211385,0.00361738855756751,0.0021683177026355,"7057/2243/5176/2244/2266",5
"GO:1902074","GO:1902074","response to salt","5/31","383/18614",0.000392837079173749,0.00435142610777076,0.00260831097103218,"7057/2243/2244/2266/375790",5
"GO:0006957","GO:0006957","complement activation, alternative pathway","2/31","18/18614",0.000403925615920671,0.00437803248223695,0.00262425923642858,"727/730",2
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","2/31","18/18614",0.000403925615920671,0.00437803248223695,0.00262425923642858,"348/55937",2
"GO:2000146","GO:2000146","negative regulation of cell motility","5/31","390/18614",0.00042676722736002,0.00457639750190319,0.00274316224529285,"7057/5176/727/348/2192",5
"GO:0010544","GO:0010544","negative regulation of platelet activation","2/31","19/18614",0.000450978009706965,0.00478511403983811,0.00286827011159887,"2266/348",2
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/31","222/18614",0.000481204862922099,0.00505265106068204,0.00302863586970707,"2243/2244/2266/348",4
"GO:0043691","GO:0043691","reverse cholesterol transport","2/31","20/18614",0.000500566967663672,0.00520176807634002,0.00311801887616872,"348/55937",2
"GO:0050866","GO:0050866","negative regulation of cell activation","4/31","225/18614",0.000506168563241377,0.00520630522191131,0.00312073851020999,"2267/2335/2266/348",4
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","4/31","227/18614",0.000523316227570443,0.00532831068071723,0.00319387043727203,"7057/2243/2244/2266",4
"GO:0045807","GO:0045807","positive regulation of endocytosis","3/31","96/18614",0.000538112933523043,0.00542417836991227,0.00325133498781291,"116519/2719/348",3
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","4/31","233/18614",0.000577245974070455,0.00576102912735662,0.00345324845353248,"7057/2243/2244/2266",4
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","3/31","99/18614",0.000588731755571599,0.00576156902539973,0.00345357207662849,"7057/5176/348",3
"GO:0098869","GO:0098869","cellular oxidant detoxification","3/31","99/18614",0.000588731755571599,0.00576156902539973,0.00345357207662849,"348/3040/55937",3
"GO:0006641","GO:0006641","triglyceride metabolic process","3/31","100/18614",0.000606257329037567,0.00583029572798678,0.00349476790712658,"116519/338/348",3
"GO:0071636","GO:0071636","positive regulation of transforming growth factor beta production","2/31","22/18614",0.00060732247166529,0.00583029572798678,0.00349476790712658,"7057/4060",2
"GO:0052547","GO:0052547","regulation of peptidase activity","5/31","425/18614",0.000630892260832394,0.00599942829168918,0.00359614853741603,"7057/3698/5176/5858/2719",5
"GO:0040013","GO:0040013","negative regulation of locomotion","5/31","427/18614",0.000644439138970616,0.00607097805684468,0.0036390365545414,"7057/5176/727/348/2192",5
"GO:0019835","GO:0019835","cytolysis","2/31","23/18614",0.000664473011037614,0.00620174810301773,0.00371742210853402,"727/730",2
"GO:0045540","GO:0045540","regulation of cholesterol biosynthetic process","2/31","24/18614",0.000724128101164483,0.00663564659976181,0.0039775074647695,"338/348",2
"GO:0106118","GO:0106118","regulation of sterol biosynthetic process","2/31","24/18614",0.000724128101164483,0.00663564659976181,0.0039775074647695,"338/348",2
"GO:0090277","GO:0090277","positive regulation of peptide hormone secretion","3/31","107/18614",0.000738336060997099,0.00670324741930273,0.00401802842385105,"2243/2244/2266",3
"GO:0006959","GO:0006959","humoral immune response","4/31","250/18614",0.000751455315854373,0.00670324741930273,0.00401802842385105,"2243/2244/727/730",4
"GO:0016485","GO:0016485","protein processing","4/31","250/18614",0.000751455315854373,0.00670324741930273,0.00401802842385105,"7057/2243/2244/2266",4
"GO:0002793","GO:0002793","positive regulation of peptide secretion","3/31","109/18614",0.000779169625424984,0.00688949984586301,0.00412967096023953,"2243/2244/2266",3
"GO:0033622","GO:0033622","integrin activation","2/31","26/18614",0.000850920119945075,0.00745849983395335,0.00447073820456268,"2335/83706",2
"GO:1990748","GO:1990748","cellular detoxification","3/31","115/18614",0.000910223559861065,0.00790827744796247,0.0047403417451237,"348/3040/55937",3
"GO:0019433","GO:0019433","triglyceride catabolic process","2/31","27/18614",0.00091804118691668,0.00790827744796247,0.0047403417451237,"116519/338",2
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","3/31","116/18614",0.000933338481314537,0.00790827744796247,0.0047403417451237,"7057/5176/348",3
"GO:0003018","GO:0003018","vascular process in circulatory system","4/31","265/18614",0.00093361608760668,0.00790827744796247,0.0047403417451237,"2243/2244/2266/348",4
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis","2/31","28/18614",0.000987635081208378,0.00829613468215037,0.00497282926854043,"7057/727",2
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","2/31","29/18614",0.0010596939170075,0.00882786337474018,0.00529155553164251,"7057/348",2
"GO:0050708","GO:0050708","regulation of protein secretion","4/31","275/18614",0.00107112723767488,0.00884996930800225,0.0053048061641534,"2243/2244/2266/348",4
"GO:0051258","GO:0051258","protein polymerization","4/31","276/18614",0.00108561976910725,0.00889678640048868,0.0053328690412286,"2243/2244/2266/81027",4
"GO:0097237","GO:0097237","cellular response to toxic substance","3/31","124/18614",0.00113177001830106,0.0092001949874796,0.00551473676150093,"348/3040/55937",3
"GO:0050673","GO:0050673","epithelial cell proliferation","5/31","488/18614",0.00117332926874436,0.00946172722315452,0.005671503160078,"7057/2267/5176/2719/348",5
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","5/31","491/18614",0.00120575195095214,0.00964601560761713,0.0057819684197705,"2243/2267/2244/2266/83706",5
"GO:0090066","GO:0090066","regulation of anatomical structure size","5/31","492/18614",0.0012167063578007,0.00965700794222921,0.0057885573922719,"2243/2335/2244/2266/348",5
"GO:0006639","GO:0006639","acylglycerol metabolic process","3/31","128/18614",0.00124023148338347,0.0097593959337509,0.00584993031116648,"116519/338/348",3
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","5/31","495/18614",0.00125001450273181,0.0097593959337509,0.00584993031116648,"7057/2243/2244/2266/348",5
"GO:0001667","GO:0001667","ameboidal-type cell migration","5/31","496/18614",0.00126126657266538,0.0097593959337509,0.00584993031116648,"7057/5176/2335/2719/348",5
"GO:0006638","GO:0006638","neutral lipid metabolic process","3/31","129/18614",0.0012683341937712,0.0097593959337509,0.00584993031116648,"116519/338/348",3
"GO:0006958","GO:0006958","complement activation, classical pathway","2/31","33/18614",0.00137242158648602,0.0104803102968024,0.00628205734165054,"727/730",2
"GO:0015850","GO:0015850","organic hydroxy compound transport","4/31","296/18614",0.00140534340390472,0.0106510236927516,0.00638438554682476,"116519/338/348/55937",4
"GO:0046887","GO:0046887","positive regulation of hormone secretion","3/31","138/18614",0.00153948592431851,0.011580610535172,0.00694159403424055,"2243/2244/2266",3
"GO:0042157","GO:0042157","lipoprotein metabolic process","3/31","139/18614",0.00157167801181343,0.0117351958215403,0.00703425480530924,"338/348/55937",3
"GO:0019934","GO:0019934","cGMP-mediated signaling","2/31","36/18614",0.00163246548192557,0.0120994500425072,0.00725259432372507,"7057/348",2
"GO:0007162","GO:0007162","negative regulation of cell adhesion","4/31","312/18614",0.00170464969229617,0.0124438185889883,0.00745901406649884,"7057/2267/2266/2192",4
"GO:0046461","GO:0046461","neutral lipid catabolic process","2/31","37/18614",0.00172396210702196,0.0124438185889883,0.00745901406649884,"116519/338",2
"GO:0046464","GO:0046464","acylglycerol catabolic process","2/31","37/18614",0.00172396210702196,0.0124438185889883,0.00745901406649884,"116519/338",2
"GO:0098754","GO:0098754","detoxification","3/31","144/18614",0.00173898598660092,0.0124438185889883,0.00745901406649884,"348/3040/55937",3
"GO:0030198","GO:0030198","extracellular matrix organization","4/31","314/18614",0.00174494732646372,0.0124438185889883,0.00745901406649884,"4148/2192/4060/2331",4
"GO:0009914","GO:0009914","hormone transport","4/31","315/18614",0.00176534331173148,0.0124438185889883,0.00745901406649884,"2243/2244/2266/81027",4
"GO:0043062","GO:0043062","extracellular structure organization","4/31","315/18614",0.00176534331173148,0.0124438185889883,0.00745901406649884,"4148/2192/4060/2331",4
"GO:0045229","GO:0045229","external encapsulating structure organization","4/31","317/18614",0.00180663319194053,0.0125750363346102,0.00753766797834823,"4148/2192/4060/2331",4
"GO:0050714","GO:0050714","positive regulation of protein secretion","3/31","146/18614",0.00180890899654611,0.0125750363346102,0.00753766797834823,"2243/2244/2266",3
"GO:0090181","GO:0090181","regulation of cholesterol metabolic process","2/31","40/18614",0.00201278980452474,0.0138965213901434,0.00832978621339007,"338/348",2
"GO:0048246","GO:0048246","macrophage chemotaxis","2/31","41/18614",0.00211381934343098,0.0144947612120982,0.00868838025871382,"7057/727",2
"GO:0055090","GO:0055090","acylglycerol homeostasis","2/31","42/18614",0.00221721292894298,0.0148996708824968,0.00893108927167208,"116519/348",2
"GO:0070328","GO:0070328","triglyceride homeostasis","2/31","42/18614",0.00221721292894298,0.0148996708824968,0.00893108927167208,"116519/348",2
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process","2/31","42/18614",0.00221721292894298,0.0148996708824968,0.00893108927167208,"116519/348",2
"GO:1905521","GO:1905521","regulation of macrophage migration","2/31","44/18614",0.00243106170649626,0.0162285443718426,0.0097276362462799,"7057/727",2
"GO:0002455","GO:0002455","humoral immune response mediated by circulating immunoglobulin","2/31","46/18614",0.00265427524505862,0.0175885374859277,0.0105428367971204,"727/730",2
"GO:0031346","GO:0031346","positive regulation of cell projection organization","4/31","353/18614",0.00266968872554259,0.0175885374859277,0.0105428367971204,"5176/2335/375790/348",4
"GO:0035987","GO:0035987","endodermal cell differentiation","2/31","48/18614",0.00288679293086287,0.0188953719111024,0.0113261732215672,"2335/1291",2
"GO:0043113","GO:0043113","receptor clustering","2/31","51/18614",0.00325288282512008,0.0208975478727167,0.0125263079354004,"375790/348",2
"GO:0120009","GO:0120009","intermembrane lipid transfer","2/31","51/18614",0.00325288282512008,0.0208975478727167,0.0125263079354004,"338/348",2
"GO:0009306","GO:0009306","protein secretion","4/31","373/18614",0.00325487600795291,0.0208975478727167,0.0125263079354004,"2243/2244/2266/348",4
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","4/31","374/18614",0.0032862555567267,0.0209654784884843,0.0125670265793546,"2243/2244/2266/348",4
"GO:0030336","GO:0030336","negative regulation of cell migration","4/31","375/18614",0.00331784202288615,0.0210279979741544,0.012604501709654,"7057/5176/727/348",4
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","3/31","182/18614",0.00337911691573167,0.0210279979741544,0.012604501709654,"116519/338/348",3
"GO:1905952","GO:1905952","regulation of lipid localization","3/31","182/18614",0.00337911691573167,0.0210279979741544,0.012604501709654,"7057/338/348",3
"GO:0010543","GO:0010543","regulation of platelet activation","2/31","52/18614",0.00337949967441768,0.0210279979741544,0.012604501709654,"2266/348",2
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process","2/31","53/18614",0.00350839751074963,0.021584377094303,0.0129380038138366,"338/348",2
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","4/31","381/18614",0.00351174389232708,0.021584377094303,0.0129380038138366,"7057/2243/2244/2266",4
"GO:0071692","GO:0071692","protein localization to extracellular region","4/31","382/18614",0.00354479766496601,0.0216554911896105,0.0129806306838309,"2243/2244/2266/348",4
"GO:0006695","GO:0006695","cholesterol biosynthetic process","2/31","56/18614",0.00390870255307574,0.0235585595184162,0.0141213587756588,"338/348",2
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","2/31","56/18614",0.00390870255307574,0.0235585595184162,0.0141213587756588,"338/348",2
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","3/31","192/18614",0.00392642658640269,0.0235585595184162,0.0141213587756588,"2243/2244/2266",3
"GO:0017157","GO:0017157","regulation of exocytosis","3/31","194/18614",0.00404199232736102,0.0239942543192869,0.0143825208639,"2243/2244/2266",3
"GO:0001706","GO:0001706","endoderm formation","2/31","57/18614",0.00404665003400672,0.0239942543192869,0.0143825208639,"2335/1291",2
"GO:0002791","GO:0002791","regulation of peptide secretion","3/31","195/18614",0.00410054764016718,0.0240453929970549,0.0144131741649013,"2243/2244/2266",3
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","4/31","398/18614",0.00410298372568794,0.0240453929970549,0.0144131741649013,"7057/2719/174/2331",4
"GO:0007369","GO:0007369","gastrulation","3/31","196/18614",0.00415961980736064,0.0242363974902863,0.0145276651623061,"2335/1291/2719",3
"GO:0006956","GO:0006956","complement activation","2/31","58/18614",0.00418684143542366,0.0242548055569371,0.0145386992373453,"727/730",2
"GO:0090087","GO:0090087","regulation of peptide transport","3/31","197/18614",0.00421921023557206,0.0243026509568951,0.0145673784975541,"2243/2244/2266",3
"GO:1905517","GO:1905517","macrophage migration","2/31","61/18614",0.00462080562425944,0.0264646140298495,0.0158632920354361,"7057/727",2
"GO:0016126","GO:0016126","sterol biosynthetic process","2/31","63/18614",0.00492120016129792,0.0278763312542668,0.0167094968044582,"338/348",2
