"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090505","GO:0090505","epiboly involved in wound healing","5/248","37/18614",0.000124066447572956,0.00882983547088375,0.0073245051691447,"3688/977/3678/960/3491",5
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","10/248","176/18614",0.00012895509117045,0.00898655791594075,0.00745450921766024,"6237/3673/8754/306/5025/3690/958/2896/9448/301",10
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","14/248","327/18614",0.000132612587059761,0.00901286495892205,0.00747633137651437,"8876/2319/7037/857/4323/958/3606/961/26258/1725/3105/140885/3112/301",14
"GO:0016485","GO:0016485","protein processing","12/248","250/18614",0.000139596432867942,0.00901286495892205,0.00747633137651437,"23385/2734/2678/649/2934/4323/2028/10159/1201/51279/5621/64924",12
"GO:0090504","GO:0090504","epiboly","5/248","38/18614",0.000141323718208794,0.00901286495892205,0.00747633137651437,"3688/977/3678/960/3491",5
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","6/248","60/18614",0.000144402102738197,0.00901286495892205,0.00747633137651437,"3688/8878/3958/493/1201/5621",6
"GO:0050727","GO:0050727","regulation of inflammatory response","16/248","414/18614",0.000145951402935607,0.00901286495892205,0.00747633137651437,"325/6288/2678/3929/3673/3371/4907/2896/3606/961/8673/27293/351/140885/7097/301",16
"GO:0006970","GO:0006970","response to osmotic stress","7/248","86/18614",0.000150341692435022,0.00901286495892205,0.00747633137651437,"231/3673/56262/8531/6513/1201/6558",7
"GO:0009612","GO:0009612","response to mechanical stimulus","11/248","215/18614",0.000151691810229701,0.00901286495892205,0.00747633137651437,"3673/2934/9531/9780/3690/4323/1265/958/54407/6513/6198",11
"GO:0051604","GO:0051604","protein maturation","14/248","332/18614",0.00015531724911144,0.00901286495892205,0.00747633137651437,"2590/23385/2734/2678/649/2934/4323/2028/10159/1725/1201/51279/5621/64924",14
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","6/248","61/18614",0.000158389326808778,0.00901286495892205,0.00747633137651437,"325/3685/857/2934/10410/6372",6
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","9/248","147/18614",0.000159635083263039,0.00901286495892205,0.00747633137651437,"3958/3929/3673/5025/3690/4323/6364/961/351",9
"GO:0010232","GO:0010232","vascular transport","7/248","87/18614",0.00016166573917349,0.00901286495892205,0.00747633137651437,"7037/493/54407/6509/6513/6558/2171",7
"GO:0150104","GO:0150104","transport across blood-brain barrier","7/248","87/18614",0.00016166573917349,0.00901286495892205,0.00747633137651437,"7037/493/54407/6509/6513/6558/2171",7
"GO:0006898","GO:0006898","receptor-mediated endocytosis","12/248","256/18614",0.000174111058833252,0.00953095776948077,0.00790609855411889,"3685/3688/3482/7037/857/10211/4074/3690/9260/6386/1201/57720",12
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","15/248","378/18614",0.000176657513216086,0.00953095776948077,0.00790609855411889,"8876/2319/3958/7037/857/3606/6385/961/960/1725/3105/140885/3112/5621/301",15
"GO:0010762","GO:0010762","regulation of fibroblast migration","5/248","40/18614",0.000181292152485628,0.00962575000102264,0.00798473039184822,"3688/9590/3690/6385/1201",5
"GO:0042254","GO:0042254","ribosome biogenesis","13/248","298/18614",0.000191369018370513,0.00990281838706863,0.00821456353341607,"23404/27043/54475/55299/90441/10514/10412/10360/84154/10813/10799/84135/26574",13
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","15/248","381/18614",0.000192431448478165,0.00990281838706863,0.00821456353341607,"3685/8876/1687/3655/3958/857/3070/754/8531/960/54475/7078/7009/6198/26574",15
"GO:0007596","GO:0007596","blood coagulation","11/248","224/18614",0.000216794980416944,0.0109875637802224,0.00911437908100583,"6288/966/3673/857/3690/958/26258/22875/29071/10398/5359",11
"GO:0042119","GO:0042119","neutrophil activation","5/248","42/18614",0.00022935060027631,0.0110289530241544,0.00914871219311496,"306/2896/3606/6372/301",5
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","14/248","345/18614",0.000230718400102728,0.0110289530241544,0.00914871219311496,"325/3958/51129/6692/960/54475/10565/351/7078/7009/6317/334/1893/301",14
"GO:0002698","GO:0002698","negative regulation of immune effector process","8/248","122/18614",0.00023129584555121,0.0110289530241544,0.00914871219311496,"3958/966/2896/961/684/3105/7009/301",8
"GO:0006486","GO:0006486","protein glycosylation","11/248","226/18614",0.000234097358659182,0.0110289530241544,0.00914871219311496,"2590/55343/26229/56052/4864/10565/11282/11253/80267/2589/29071",11
"GO:0043413","GO:0043413","macromolecule glycosylation","11/248","226/18614",0.000234097358659182,0.0110289530241544,0.00914871219311496,"2590/55343/26229/56052/4864/10565/11282/11253/80267/2589/29071",11
"GO:0070661","GO:0070661","leukocyte proliferation","14/248","348/18614",0.000252027351671006,0.0117087707130488,0.00971263302638555,"23385/3958/7037/977/3070/1265/958/3606/6385/1725/684/3105/5621/301",14
"GO:0050817","GO:0050817","coagulation","11/248","229/18614",0.000262233611317417,0.0120160469843392,0.00996752414466779,"6288/966/3673/857/3690/958/26258/22875/29071/10398/5359",11
"GO:0007599","GO:0007599","hemostasis","11/248","230/18614",0.000272225018182724,0.0123053065651515,0.0102074700985727,"6288/966/3673/857/3690/958/26258/22875/29071/10398/5359",11
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","11/248","233/18614",0.000304148812610974,0.0133437342678612,0.0110688643002383,"3685/3655/3958/3070/754/8531/960/54475/7009/6198/26574",11
"GO:0007015","GO:0007015","actin filament organization","16/248","442/18614",0.000304678310337901,0.0133437342678612,0.0110688643002383,"7171/6624/2934/3693/7168/22998/4082/6385/961/10565/91663/23647/1627/65108/4430/3925",16
"GO:2000209","GO:2000209","regulation of anoikis","4/248","25/18614",0.000312137091121709,0.0133437342678612,0.0110688643002383,"3688/857/3678/10514",4
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","12/248","273/18614",0.000314015849149196,0.0133437342678612,0.0110688643002383,"8876/2319/7037/857/3606/961/960/1725/3105/140885/3112/301",12
"GO:0051017","GO:0051017","actin filament bundle assembly","9/248","161/18614",0.000315143499898666,0.0133437342678612,0.0110688643002383,"6624/3693/7168/22998/4082/6385/961/4430/3925",9
"GO:0044857","GO:0044857","plasma membrane raft organization","3/248","11/18614",0.000356222138776607,0.0148945381775969,0.0123552836554623,"857/10211/1201",3
"GO:1903901","GO:1903901","negative regulation of viral life cycle","4/248","26/18614",0.000365053175257225,0.0150060404236703,0.0124477767466902,"325/2934/10410/684",4
"GO:0007034","GO:0007034","vacuolar transport","9/248","165/18614",0.000377526294425984,0.0150060404236703,0.0124477767466902,"3482/54664/4074/2896/4864/55293/1201/54741/27072",9
"GO:0061572","GO:0061572","actin filament bundle organization","9/248","165/18614",0.000377526294425984,0.0150060404236703,0.0124477767466902,"6624/3693/7168/22998/4082/6385/961/4430/3925",9
"GO:0002274","GO:0002274","myeloid leukocyte activation","11/248","240/18614",0.000391098874899067,0.0150060404236703,0.0124477767466902,"3929/8754/306/2896/3606/8673/6372/351/7097/5359/301",11
"GO:1900271","GO:1900271","regulation of long-term synaptic potentiation","5/248","47/18614",0.000391789361101513,0.0150060404236703,0.0124477767466902,"23385/8878/351/27020/5621",5
"GO:0031032","GO:0031032","actomyosin structure organization","10/248","202/18614",0.000391852752760912,0.0150060404236703,0.0124477767466902,"3688/2037/3693/7168/22998/1265/6385/961/3925/10398",10
"GO:0071674","GO:0071674","mononuclear cell migration","10/248","202/18614",0.000391852752760912,0.0150060404236703,0.0124477767466902,"6288/3958/3690/6364/961/351/140885/6558/1893/301",10
"GO:0007041","GO:0007041","lysosomal transport","8/248","132/18614",0.000394777745077125,0.0150060404236703,0.0124477767466902,"3482/54664/4074/2896/4864/55293/1201/27072",8
"GO:0097529","GO:0097529","myeloid leukocyte migration","11/248","241/18614",0.000405075453652045,0.0151094033650667,0.0125335181402929,"6288/3958/3929/5025/4323/1265/6364/961/6372/140885/301",11
"GO:0050764","GO:0050764","regulation of phagocytosis","7/248","101/18614",0.000406531032243947,0.0151094033650667,0.0125335181402929,"3685/3673/1265/961/140885/7097/5359",7
"GO:0006972","GO:0006972","hyperosmotic response","4/248","27/18614",0.000424086139095347,0.0155612271939417,0.0129083140219433,"231/8531/6513/6558",4
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","7/248","102/18614",0.000431610908576165,0.0155612271939417,0.0129083140219433,"3688/2040/8878/3958/493/1201/5621",7
"GO:0036230","GO:0036230","granulocyte activation","5/248","48/18614",0.000432643984764299,0.0155612271939417,0.0129083140219433,"306/2896/3606/6372/301",5
"GO:0072659","GO:0072659","protein localization to plasma membrane","12/248","285/18614",0.000462319412063289,0.0163816923027008,0.0135889043851528,"3688/8878/2319/3958/10211/493/51125/4323/8673/1201/537/5621",12
"GO:0070085","GO:0070085","glycosylation","11/248","245/18614",0.000465249856130515,0.0163816923027008,0.0135889043851528,"2590/55343/26229/56052/4864/10565/11282/11253/80267/2589/29071",11
"GO:0031293","GO:0031293","membrane protein intracellular domain proteolysis","3/248","12/18614",0.000470296994382431,0.0163869108980128,0.0135932333025448,"23385/8754/84888",3
"GO:0010631","GO:0010631","epithelial cell migration","14/248","371/18614",0.000479325243495276,0.0165293086545536,0.0137113547678084,"3688/6237/3673/8754/306/5025/493/3690/958/2896/6286/9448/1201/301",14
"GO:0090132","GO:0090132","epithelium migration","14/248","374/18614",0.000519038875933244,0.0177161738775174,0.0146958805258865,"3688/6237/3673/8754/306/5025/493/3690/958/2896/6286/9448/1201/301",14
"GO:0050870","GO:0050870","positive regulation of T cell activation","11/248","249/18614",0.00053273959410155,0.0180001408310069,0.0149314361515331,"8876/2319/7037/857/3606/961/1725/3105/140885/3112/301",11
"GO:0050863","GO:0050863","regulation of T cell activation","14/248","377/18614",0.00056152123358162,0.0187828852633052,0.0155807365444332,"8876/2319/3958/7037/857/3606/6385/961/1725/3105/140885/3112/5621/301",14
"GO:0090130","GO:0090130","tissue migration","14/248","379/18614",0.000591456639167889,0.0194643626240331,0.0161460341049331,"3688/6237/3673/8754/306/5025/493/3690/958/2896/6286/9448/1201/301",14
"GO:0042098","GO:0042098","T cell proliferation","10/248","213/18614",0.000593532133827018,0.0194643626240331,0.0161460341049331,"23385/3958/7037/977/3606/6385/1725/3105/5621/301",10
"GO:0033690","GO:0033690","positive regulation of osteoblast proliferation","3/248","13/18614",0.000605383896286923,0.0196602828454345,0.0163085534043161,"3685/3690/3491",3
"GO:0032970","GO:0032970","regulation of actin filament-based process","14/248","387/18614",0.000725144034832592,0.0233231422741829,0.0193469602815659,"857/6624/2934/7168/22998/3690/1265/6385/961/10565/91663/684/23647/3925",14
"GO:0051452","GO:0051452","intracellular pH reduction","5/248","54/18614",0.000748934107969058,0.0238589008681571,0.0197913815399142,"54664/2896/10159/1201/537",5
"GO:0098814","GO:0098814","spontaneous synaptic transmission","3/248","14/18614",0.000762929273747885,0.0240754567989309,0.0199710185263101,"3688/351/6558",3
"GO:0051051","GO:0051051","negative regulation of transport","16/248","483/18614",0.000795899765486883,0.0248811655659217,0.0206393682422373,"3685/3958/857/9531/3690/6386/1265/961/8673/80223/140885/7097/7009/2171/5359/301",16
"GO:0010761","GO:0010761","fibroblast migration","5/248","55/18614",0.00081498894352612,0.0250104405146319,0.0207466041055997,"3688/9590/3690/6385/1201",5
"GO:0052372","GO:0052372","modulation by symbiont of entry into host","5/248","55/18614",0.00081498894352612,0.0250104405146319,0.0207466041055997,"325/3685/857/2934/10410",5
"GO:0002526","GO:0002526","acute inflammatory response","7/248","114/18614",0.00084055981507668,0.025342779120374,0.0210222848749291,"325/8876/6288/3929/7037/6289/5359",7
"GO:0046209","GO:0046209","nitric oxide metabolic process","6/248","83/18614",0.000844194942446739,0.025342779120374,0.0210222848749291,"857/5025/493/961/140885/7097",6
"GO:0045766","GO:0045766","positive regulation of angiogenesis","9/248","185/18614",0.000861489033212775,0.025342779120374,0.0210222848749291,"3688/6237/3678/51129/306/3690/958/2896/1893",9
"GO:1904018","GO:1904018","positive regulation of vasculature development","9/248","185/18614",0.000861489033212775,0.025342779120374,0.0210222848749291,"3688/6237/3678/51129/306/3690/958/2896/1893",9
"GO:0046651","GO:0046651","lymphocyte proliferation","12/248","306/18614",0.000863700095582254,0.025342779120374,0.0210222848749291,"23385/3958/7037/977/3070/958/3606/6385/1725/3105/5621/301",12
"GO:0045806","GO:0045806","negative regulation of endocytosis","5/248","56/18614",0.0008852918357791,0.0257504451363573,0.0213604510674024,"3685/3958/857/3690/6386",5
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","6/248","84/18614",0.000899162345307548,0.0259284314228771,0.0215080938496433,"857/5025/493/961/140885/7097",6
"GO:0071346","GO:0071346","cellular response to type II interferon","7/248","116/18614",0.000931413563695402,0.0264373313631812,0.0219302353782852,"7431/2934/6364/961/140885/7097/6198",7
"GO:0051222","GO:0051222","positive regulation of protein transport","12/248","309/18614",0.000939687463598369,0.0264373313631812,0.0219302353782852,"22885/2040/56262/2182/9531/8754/26229/51614/1201/7097/5621/54741",12
"GO:0071474","GO:0071474","cellular hyperosmotic response","3/248","15/18614",0.000944311153882936,0.0264373313631812,0.0219302353782852,"231/8531/6513",3
"GO:0034329","GO:0034329","cell junction assembly","15/248","444/18614",0.000948424443522196,0.0264373313631812,0.0219302353782852,"3655/3673/857/3678/6624/10211/22998/3690/6386/4323/6385/9448/351/7097/27020",15
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","11/248","268/18614",0.000975384219356743,0.0269641339979199,0.022367227509564,"3958/7037/1265/958/3606/6385/1725/684/3105/5621/301",11
"GO:0032943","GO:0032943","mononuclear cell proliferation","12/248","313/18614",0.00104960270163638,0.0286010568425338,0.0237250840490659,"23385/3958/7037/977/3070/958/3606/6385/1725/3105/5621/301",12
"GO:0001667","GO:0001667","ameboidal-type cell migration","16/248","496/18614",0.00105169805429945,0.0286010568425338,0.0237250840490659,"3688/6237/3673/8754/306/5025/493/9590/3690/958/2896/6286/6385/9448/1201/301",16
"GO:0050729","GO:0050729","positive regulation of inflammatory response","8/248","154/18614",0.00108933081722382,0.0293855772872072,0.0243758576757386,"3929/3673/2896/3606/961/8673/351/7097",8
"GO:0023035","GO:0023035","CD40 signaling pathway","3/248","16/18614",0.00115084105590406,0.030417898171917,0.025232186163535,"3688/3678/958",3
"GO:0050878","GO:0050878","regulation of body fluid levels","13/248","361/18614",0.00116194556189865,0.030417898171917,0.025232186163535,"6288/966/231/3673/857/3690/958/26258/8673/22875/29071/10398/5359",13
"GO:0043276","GO:0043276","anoikis","4/248","35/18614",0.00116397338296125,0.030417898171917,0.025232186163535,"3688/857/3678/10514",4
"GO:0070528","GO:0070528","protein kinase C signaling","4/248","35/18614",0.00116397338296125,0.030417898171917,0.025232186163535,"10211/9590/958/91663",4
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet","5/248","60/18614",0.0012123813430903,0.0314373301754811,0.0260778230957653,"3688/977/3678/960/3491",5
"GO:0042063","GO:0042063","gliogenesis","12/248","320/18614",0.0012676576831643,0.0326178073091123,0.0270570498204138,"7431/23385/6237/6692/5025/22800/4323/2896/2817/351/7097/301",12
"GO:1905517","GO:1905517","macrophage migration","5/248","61/18614",0.00130648777311544,0.0333603175654285,0.0276729752505608,"6288/3958/5025/4323/1265",5
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","8/248","159/18614",0.00133704940995598,0.033882047547748,0.0281057595266663,"2319/7037/857/10211/958/3606/351/7097",8
"GO:0010763","GO:0010763","positive regulation of fibroblast migration","3/248","17/18614",0.00138376584301135,0.0342866425546145,0.0284413782625958,"3688/9590/3690",3
"GO:0045019","GO:0045019","negative regulation of nitric oxide biosynthetic process","3/248","17/18614",0.00138376584301135,0.0342866425546145,0.0284413782625958,"857/493/140885",3
"GO:1904406","GO:1904406","negative regulation of nitric oxide metabolic process","3/248","17/18614",0.00138376584301135,0.0342866425546145,0.0284413782625958,"857/493/140885",3
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","5/248","62/18614",0.00140587909750462,0.0343260261398027,0.0284740476451954,"857/5025/493/961/140885",5
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","5/248","62/18614",0.00140587909750462,0.0343260261398027,0.0284740476451954,"325/9375/23385/9445/26574",5
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","7/248","125/18614",0.00144023365136184,0.0347825153318518,0.0288527135283649,"6237/3678/3690/6385/9448/91663/3491",7
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","12/248","325/18614",0.0014453720870336,0.0347825153318518,0.0288527135283649,"22885/2040/56262/2182/9531/8754/26229/51614/1201/7097/5621/54741",12
"GO:0043542","GO:0043542","endothelial cell migration","11/248","283/18614",0.00150941622363628,0.0360642662004526,0.0299159486128213,"3688/6237/306/5025/493/3690/958/2896/6286/1201/301",11
"GO:0001704","GO:0001704","formation of primary germ layer","7/248","127/18614",0.001578220424617,0.0374407611371906,0.0310577755826086,"3685/3688/3673/3678/3693/3690/4323",7
"GO:0006835","GO:0006835","dicarboxylic acid transport","6/248","94/18614",0.001613271681412,0.0379315971528735,0.0314649327653134,"3688/56262/54407/113235/6509/6558",6
"GO:0045861","GO:0045861","negative regulation of proteolysis","12/248","330/18614",0.00164319706763479,0.0379315971528735,0.0314649327653134,"2734/6692/6386/960/54475/351/7078/1201/6317/334/5621/1893",12
"GO:0010522","GO:0010522","regulation of calcium ion transport into cytosol","3/248","18/18614",0.00164426953278525,0.0379315971528735,0.0314649327653134,"857/5025/7009",3
"GO:2000811","GO:2000811","negative regulation of anoikis","3/248","18/18614",0.00164426953278525,0.0379315971528735,0.0314649327653134,"3688/857/3678",3
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","6/248","95/18614",0.00170319563106465,0.0390218451089811,0.0323693127864918,"23385/2319/9445/1201/5621/26574",6
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","5/248","65/18614",0.00173754863487181,0.0395380964873892,0.0327975524634594,"857/5025/493/961/140885",5
