"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050819","GO:0050819","negative regulation of coagulation","5/85","54/18614",4.67600298198971e-06,0.000146246024298782,0.00010760747334234,"2243/7057/348/2244/2266",5
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","4/85","25/18614",4.76082668912716e-06,0.000146375247696215,0.000107702555607729,"2243/2244/2266/335",4
"GO:0009410","GO:0009410","response to xenobiotic stimulus","11/85","440/18614",5.03063072896819e-06,0.000152092735705805,0.000111909469549678,"7057/32/383/1558/6822/3158/2330/8529/2329/11309/336",11
"GO:0015748","GO:0015748","organophosphate ester transport","7/85","149/18614",5.35484512472199e-06,0.000157282048523093,0.000115727753454002,"348/116519/335/341/344/336/2705",7
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","6/85","97/18614",5.37568192306051e-06,0.000157282048523093,0.000115727753454002,"2243/2244/2267/2266/81027/83706",6
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","11/85","446/18614",5.72091450033291e-06,0.000164726014342919,0.000121205005621088,"5176/2243/26007/7057/348/383/2244/2266/335/727/2671",11
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","6/85","100/18614",6.41446543185803e-06,0.000180215056822279,0.000132601805867029,"2243/2244/2335/2266/335/83706",6
"GO:0042180","GO:0042180","cellular ketone metabolic process","8/85","216/18614",6.45754062483361e-06,0.000180215056822279,0.000132601805867029,"32/116519/635/8529/130013/341/344/2329",8
"GO:0042730","GO:0042730","fibrinolysis","4/85","27/18614",6.55912544765291e-06,0.000180276569121854,0.000132647066469281,"2243/7057/2244/2266",4
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","8/85","220/18614",7.38696933105146e-06,0.000199999438306378,0.000147159106233673,"2628/32/116519/1558/2194/130013/341/344",8
"GO:0015914","GO:0015914","phospholipid transport","6/85","104/18614",8.04722983198315e-06,0.000214671689929668,0.000157954913729948,"348/116519/335/341/344/336",6
"GO:0015850","GO:0015850","organic hydroxy compound transport","9/85","296/18614",8.23221143775439e-06,0.000216423645624441,0.000159243998521321,"348/116519/335/338/341/344/11309/336/9388",9
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","6/85","109/18614",1.05460786874659e-05,0.000270291442799317,0.000198879794272346,"32/348/341/344/2329/336",6
"GO:1905918","GO:1905918","regulation of CoA-transferase activity","3/85","10/18614",1.07758442381194e-05,0.000270291442799317,0.000198879794272346,"348/335/336",3
"GO:0046503","GO:0046503","glycerolipid catabolic process","5/85","64/18614",1.08772190321666e-05,0.000270291442799317,0.000198879794272346,"116519/338/341/344/336",5
"GO:1905953","GO:1905953","negative regulation of lipid localization","5/85","64/18614",1.08772190321666e-05,0.000270291442799317,0.000198879794272346,"7057/8529/341/344/336",5
"GO:1905954","GO:1905954","positive regulation of lipid localization","6/85","112/18614",1.23243067863762e-05,0.000302112060952518,0.000222293328664651,"32/348/335/8529/338/9388",6
"GO:0007160","GO:0007160","cell-matrix adhesion","8/85","239/18614",1.350090126221e-05,0.000326541798528652,0.000240268670883961,"2243/7057/2244/2335/2267/2266/83706/4059",8
"GO:0030193","GO:0030193","regulation of blood coagulation","5/85","70/18614",1.6899808628869e-05,0.000403371748062743,0.000296799963177368,"2243/7057/348/2244/2266",5
"GO:0016485","GO:0016485","protein processing","8/85","250/18614",1.86804893565661e-05,0.000440083216789752,0.00032381217367226,"2243/7057/2244/2266/1522/5641/1514/5648",8
"GO:1900046","GO:1900046","regulation of hemostasis","5/85","72/18614",1.93976366877669e-05,0.000451119396815501,0.000331932568422245,"2243/7057/348/2244/2266",5
"GO:0006805","GO:0006805","xenobiotic metabolic process","6/85","123/18614",2.10330819018569e-05,0.000482962159113525,0.000355362396423112,"1558/6822/2330/8529/2329/11309",6
"GO:0050818","GO:0050818","regulation of coagulation","5/85","75/18614",2.36729156562199e-05,0.000521029479950864,0.00038337223964353,"2243/7057/348/2244/2266",5
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","4/85","37/18614",2.38398273626911e-05,0.000521029479950864,0.00038337223964353,"7057/5641/1514/10437",4
"GO:0046461","GO:0046461","neutral lipid catabolic process","4/85","37/18614",2.38398273626911e-05,0.000521029479950864,0.00038337223964353,"116519/338/344/336",4
"GO:0046464","GO:0046464","acylglycerol catabolic process","4/85","37/18614",2.38398273626911e-05,0.000521029479950864,0.00038337223964353,"116519/338/344/336",4
"GO:0034380","GO:0034380","high-density lipoprotein particle assembly","3/85","13/18614",2.54290284467395e-05,0.000549145923837922,0.000404060251509595,"348/335/336",3
"GO:0061045","GO:0061045","negative regulation of wound healing","5/85","78/18614",2.86471212798018e-05,0.000611363270606593,0.000449839625793048,"2243/7057/348/2244/2266",5
"GO:0048732","GO:0048732","gland development","10/85","441/18614",3.22304841241506e-05,0.000679838351176851,0.000500223425574333,"5176/383/2267/3158/51733/335/81027/2194/5105/2671",10
"GO:0090181","GO:0090181","regulation of cholesterol metabolic process","4/85","40/18614",3.26462460405096e-05,0.000680692992154994,0.000500852268352888,"348/2330/335/338",4
"GO:0031589","GO:0031589","cell-substrate adhesion","9/85","359/18614",3.78594748932657e-05,0.000780421448368,0.000574232226850011,"2243/7057/2244/2335/2267/2266/335/83706/4059",9
"GO:0050878","GO:0050878","regulation of body fluid levels","9/85","361/18614",3.95301040541508e-05,0.00078389857919591,0.000576790691359841,"2243/7057/348/2244/2267/2266/81027/8529/83706",9
"GO:0055090","GO:0055090","acylglycerol homeostasis","4/85","42/18614",3.97066107228707e-05,0.00078389857919591,0.000576790691359841,"348/116519/335/344",4
"GO:0070328","GO:0070328","triglyceride homeostasis","4/85","42/18614",3.97066107228707e-05,0.00078389857919591,0.000576790691359841,"348/116519/335/344",4
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/85","15/18614",4.01888466732192e-05,0.00078389857919591,0.000576790691359841,"2243/2244/2266",3
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","3/85","15/18614",4.01888466732192e-05,0.00078389857919591,0.000576790691359841,"2243/2244/2266",3
"GO:0042157","GO:0042157","lipoprotein metabolic process","6/85","139/18614",4.19379542977265e-05,0.000809313288256126,0.000595490773230875,"348/335/338/341/336/9388",6
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","7/85","206/18614",4.3666834878899e-05,0.000833806720740241,0.00061351298201046,"383/635/1610/5053/130013/27232/143941",7
"GO:0010038","GO:0010038","response to metal ion","9/85","367/18614",4.49218158970772e-05,0.000848835146221854,0.000624570861376029,"5176/2243/7057/383/2244/2266/3158/5641/7018",9
"GO:0001889","GO:0001889","liver development","6/85","142/18614",4.7264699675334e-05,0.000883898610423257,0.000650370474100093,"383/2267/3158/51733/5105/2671",6
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","4/85","44/18614",4.78235419157332e-05,0.000885223520766734,0.000651345339947902,"2243/2244/2266/335",4
"GO:0034374","GO:0034374","low-density lipoprotein particle remodeling","3/85","16/18614",4.93000964421802e-05,0.000903337120667827,0.000664673283239601,"348/338/336",3
"GO:0061008","GO:0061008","hepaticobiliary system development","6/85","145/18614",5.31203801665648e-05,0.000963603696221486,0.000709017284749518,"383/2267/3158/51733/5105/2671",6
"GO:0006520","GO:0006520","amino acid metabolic process","8/85","290/18614",5.36923395355388e-05,0.000964335682351162,0.000709555878385234,"383/635/1610/5053/51733/130013/27232/143941",8
"GO:0046486","GO:0046486","glycerolipid metabolic process","9/85","385/18614",6.49788980508079e-05,0.00115560510847221,0.000850291462625639,"348/116519/335/338/5105/341/344/336/63874",9
"GO:1903035","GO:1903035","negative regulation of response to wounding","5/85","93/18614",6.68447625466628e-05,0.00117724659475385,0.000866215216240863,"2243/7057/348/2244/2266",5
"GO:0072376","GO:0072376","protein activation cascade","3/85","18/18614",7.1364441552573e-05,0.00124476054784969,0.00091589182073545,"2243/2244/2266",3
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","5/85","95/18614",7.39921867643666e-05,0.00127830311229106,0.000940572359069844,"32/116519/341/344/2329",5
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","4/85","50/18614",7.94591060841189e-05,0.00135980017393011,0.00100053770123796,"2243/7057/2244/2266",4
"GO:0051004","GO:0051004","regulation of lipoprotein lipase activity","3/85","19/18614",8.44659879716651e-05,0.00143197478673458,0.00105364360794955,"116519/341/344",3
"GO:0120009","GO:0120009","intermembrane lipid transfer","4/85","51/18614",8.59227959180139e-05,0.00144318473884516,0.00106189186378208,"348/335/338/336",4
"GO:0006633","GO:0006633","fatty acid biosynthetic process","6/85","161/18614",9.4924416770989e-05,0.0015797513029594,0.00116237721357425,"32/116519/1558/2194/341/344",6
"GO:0009395","GO:0009395","phospholipid catabolic process","4/85","54/18614",0.000107609905969386,0.00175859792277898,0.00129397212678219,"341/344/336/9388",4
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","4/85","54/18614",0.000107609905969386,0.00175859792277898,0.00129397212678219,"5176/383/3158/5105",4
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","7/85","242/18614",0.000120020254570905,0.00194389948028234,0.00143031656763071,"348/1610/5053/3158/3422/338/5105",7
"GO:0006695","GO:0006695","cholesterol biosynthetic process","4/85","56/18614",0.000124112559679776,0.00197491388823784,0.00145313689449636,"348/3158/3422/338",4
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","4/85","56/18614",0.000124112559679776,0.00197491388823784,0.00145313689449636,"348/3158/3422/338",4
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","5/85","107/18614",0.000130070130379618,0.00205171492616198,0.00150964691369662,"32/348/130013/341/2329",5
"GO:0051604","GO:0051604","protein maturation","8/85","332/18614",0.000137427713670559,0.00214908510860684,0.00158129166002058,"2243/7057/2244/2266/1522/5641/1514/5648",8
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","4/85","59/18614",0.000152201499206889,0.00235977367146407,0.00173631579841957,"2243/7057/2244/2266",4
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","4/85","61/18614",0.000173310573538093,0.00264189395292521,0.00194389922376207,"2243/2244/2266/335",4
"GO:1900024","GO:1900024","regulation of substrate adhesion-dependent cell spreading","4/85","61/18614",0.000173310573538093,0.00264189395292521,0.00194389922376207,"2243/2244/2266/335",4
"GO:0042060","GO:0042060","wound healing","9/85","439/18614",0.000175507382922858,0.00265308660518387,0.00195213475040512,"2243/7057/348/2244/2267/2266/81027/8529/83706",9
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","8/85","345/18614",0.000178708238650197,0.0026791466521608,0.00197130967036494,"5176/7057/2719/335/341/3698/336/5858",8
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","6/85","182/18614",0.000185594393707898,0.00275957565726333,0.00203048913909935,"348/116519/338/5105/341/344",6
"GO:0015908","GO:0015908","fatty acid transport","5/85","116/18614",0.000190041920266044,0.00280273205985856,0.00206224351645138,"7057/348/8529/83758/11309",5
"GO:0016126","GO:0016126","sterol biosynthetic process","4/85","63/18614",0.000196456263510711,0.00287396501619701,0.00211465655459746,"348/3158/3422/338",4
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","4/85","64/18614",0.00020882819980928,0.00303051483563227,0.00222984553564772,"5176/383/3158/5105",4
"GO:0006720","GO:0006720","isoprenoid metabolic process","5/85","119/18614",0.000214101419834981,0.00308238075857663,0.00226800835714917,"1558/5264/59342/3158/3422",5
"GO:0050995","GO:0050995","negative regulation of lipid catabolic process","3/85","26/18614",0.000221464129049139,0.00314264037945909,0.00231234724142873,"32/341/336",3
"GO:0072577","GO:0072577","endothelial cell apoptotic process","4/85","65/18614",0.000221751912111777,0.00314264037945909,0.00231234724142873,"2243/7057/2244/2266",4
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","6/85","189/18614",0.000227639213717183,0.00320106615258117,0.00235533678493177,"1558/6822/2330/8529/2329/11309",6
"GO:0019433","GO:0019433","triglyceride catabolic process","3/85","27/18614",0.000248327254499325,0.00341261848228617,0.00251099648090226,"116519/338/344",3
"GO:0050996","GO:0050996","positive regulation of lipid catabolic process","3/85","27/18614",0.000248327254499325,0.00341261848228617,0.00251099648090226,"116519/344/336",3
"GO:0071549","GO:0071549","cellular response to dexamethasone stimulus","3/85","27/18614",0.000248327254499325,0.00341261848228617,0.00251099648090226,"5176/383/5105",3
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","5/85","124/18614",0.000259277776364497,0.00353631493477592,0.00260201203347988,"2628/10404/635/6822/27232",5
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","5/85","125/18614",0.000269120643516482,0.00364317050252909,0.00268063610352631,"2243/2244/2335/2266/335",5
"GO:0006644","GO:0006644","phospholipid metabolic process","8/85","375/18614",0.000313879395732594,0.00421760906562166,0.00310330661823726,"3158/335/3422/341/344/336/63874/9388",8
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","5/85","131/18614",0.000334274321521397,0.00442222457257039,0.00325386221668848,"32/5264/6822/8529/5105",5
"GO:0010447","GO:0010447","response to acidic pH","3/85","30/18614",0.000341296273517009,0.00442222457257039,0.00325386221668848,"5176/5641/5105",3
"GO:0032372","GO:0032372","negative regulation of sterol transport","3/85","30/18614",0.000341296273517009,0.00442222457257039,0.00325386221668848,"341/344/336",3
"GO:0032375","GO:0032375","negative regulation of cholesterol transport","3/85","30/18614",0.000341296273517009,0.00442222457257039,0.00325386221668848,"341/344/336",3
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","3/85","30/18614",0.000341296273517009,0.00442222457257039,0.00325386221668848,"2243/2244/2266",3
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","4/85","74/18614",0.000365297822468509,0.00469964716282181,0.00345798909212444,"26007/348/6822/8529",4
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","3/85","31/18614",0.000376621176427006,0.00475067013196715,0.00349553167024566,"5641/1514/10437",3
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/85","31/18614",0.000376621176427006,0.00475067013196715,0.00349553167024566,"2243/2244/2266",3
"GO:0002683","GO:0002683","negative regulation of immune system process","9/85","487/18614",0.000377120451490226,0.00475067013196715,0.00349553167024566,"26007/7057/383/2335/2267/335/727/336/2671",9
"GO:0046470","GO:0046470","phosphatidylcholine metabolic process","4/85","76/18614",0.000404505111250407,0.00506049842626372,0.00372350258486763,"335/341/336/63874",4
"GO:0061041","GO:0061041","regulation of wound healing","5/85","137/18614",0.000410731963453592,0.00507694051058426,0.00373560063101076,"2243/7057/348/2244/2266",5
"GO:0006084","GO:0006084","acetyl-CoA metabolic process","3/85","32/18614",0.000414215653564758,0.00507694051058426,0.00373560063101076,"32/3158/55902",3
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","3/85","32/18614",0.000414215653564758,0.00507694051058426,0.00373560063101076,"5053/130013/143941",3
"GO:0030100","GO:0030100","regulation of endocytosis","6/85","214/18614",0.000442340125275097,0.00538526837079883,0.0039624675298398,"348/116519/2719/7018/341/344",6
"GO:0046165","GO:0046165","alcohol biosynthetic process","5/85","140/18614",0.000453579699914382,0.00548529050429793,0.0040360635753785,"348/3158/3422/338/5105",5
"GO:0035296","GO:0035296","regulation of tube diameter","5/85","142/18614",0.000483961781448503,0.0057379521016182,0.00422197137170074,"2243/348/2244/2266/59342",5
"GO:0051384","GO:0051384","response to glucocorticoid","5/85","142/18614",0.000483961781448503,0.0057379521016182,0.00422197137170074,"5176/383/3158/5105/336",5
"GO:0097746","GO:0097746","blood vessel diameter maintenance","5/85","142/18614",0.000483961781448503,0.0057379521016182,0.00422197137170074,"2243/348/2244/2266/59342",5
"GO:0035150","GO:0035150","regulation of tube size","5/85","143/18614",0.000499715614762952,0.00588626055311685,0.00433109637402203,"2243/348/2244/2266/59342",5
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","6/85","222/18614",0.000536956513183975,0.00621363360399089,0.00457197667838476,"2243/7057/2244/2335/2266/335",6
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","3/85","35/18614",0.000541209542133716,0.00621363360399089,0.00457197667838476,"5641/1514/10437",3
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","3/85","35/18614",0.000541209542133716,0.00621363360399089,0.00457197667838476,"383/335/336",3
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","3/85","35/18614",0.000541209542133716,0.00621363360399089,0.00457197667838476,"2243/2244/2266",3
"GO:0010984","GO:0010984","regulation of lipoprotein particle clearance","3/85","36/18614",0.000588470718886969,0.00671374769849662,0.0049399594276642,"341/344/9388",3
"GO:0051592","GO:0051592","response to calcium ion","5/85","149/18614",0.000602496453301824,0.00683080353930943,0.00502608883412311,"2243/7057/2244/2266/5641",5
"GO:0006790","GO:0006790","sulfur compound metabolic process","7/85","319/18614",0.000639788360647254,0.00715381163433802,0.00526375741446099,"32/635/6822/3158/2328/55902/27232",7
"GO:0045834","GO:0045834","positive regulation of lipid metabolic process","5/85","151/18614",0.000640049119639843,0.00715381163433802,0.00526375741446099,"348/116519/335/344/336",5
