"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.145899295806899,22.5384776592255,5.52244420683143,0.000704836314267947,0.0944919591928548,0.051677250154281,"O75452",25,6.50194999124706,0.000111198358070481,0.0362165996243033,-0.145899295806899,"Non-significant",1.44109232800666,"RDH16","Retinol dehydrogenase 16","O75452"
1.25377655029295,18.4437651634217,5.93585934609794,0.00044945180289972,0.0883762087699,0.466777214159956,"P00973;H0YI20;A0A6Q8PHR1",11,6.49830444468189,0.000111670787546537,0.0362165996243033,-1.25377655029295,"Up in D",1.44109232800666,"OAS1","2'-5'-oligoadenylate synthase 1","P00973;H0YI20;A0A6Q8PHR1"
0.181694984436021,21.2769060134888,6.31580365818156,0.000302834701886298,0.0883762087699,0.82506933452704,"P02763",11,6.3214604377815,0.000137439648376821,0.041072654132325,-0.181694984436028,"Non-significant",1.38644723194598,"ORM1","Alpha-1-acid glycoprotein 1","P02763"
0.103716850280748,24.1318707466125,4.66708642093395,0.00192344893435869,0.127444003586218,-0.896088371581504,"P05181;H0Y593;H0Y7H4",44,6.26361154404551,0.000147223610168938,0.041072654132325,-0.103716850280751,"Non-significant",1.38644723194598,"CYP2E1","Cytochrome P450 2E1","P05181;H0Y593;H0Y7H4"
0.184487819671645,20.8571283817291,5.25624193520973,0.000952912699638662,0.101034445446787,-0.230157759736479,"Q12882",53,6.22972198246965,0.000153305914482875,0.041072654132325,-0.184487819671649,"Non-significant",1.38644723194598,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
0.269837856292749,21.1770503520966,5.7047544231245,0.000576430390613606,0.0933508815223367,0.238060162787713,"Q9BQE5;J3KQL8;B0QYK8;E9PM95",16,6.23694375967457,0.000151987208371454,0.041072654132325,-0.269837856292749,"Non-significant",1.38644723194598,"APOL2","Apolipoprotein L2","Q9BQE5;J3KQL8;B0QYK8;E9PM95"
-2.09983706474305,15.8718749284744,-5.81841974948461,0.000509603345819438,0.0883762087699,0.351593093737538,"H0YAC1",1,-6.12818155824386,0.000173227900108468,0.0430396194378265,2.09983706474305,"Up in C",1.36613157741561,"KLKB1","Plasma kallikrein (Fragment)","H0YAC1"
0.249217510223403,19.9959118366241,5.30997936043682,0.000895944628942853,0.100378378246288,-0.172325549192275,"P0C0L4;P0C0L5;A0A140TA32;A0A140TA49;A0A140TA29;A0A140TA44;F5GXS0;A0A0G2JPR0;A0A0G2JL54",67,6.08923827921376,0.000181601769779859,0.0430396194378265,-0.249217510223399,"Non-significant",1.36613157741561,"C4A","Complement C4-A","P0C0L4;P0C0L5;A0A140TA32;A0A140TA49;A0A140TA29;A0A140TA44;F5GXS0;A0A0G2JPR0;A0A0G2JL54"
0.446636676788309,20.588392496109,5.51914985518665,0.000707430672366672,0.0944919591928548,0.048260172955116,"Q99541;Q5SYF3;Q5SYF5;Q5SYF4",32,6.11472108830448,0.000176073770361326,0.0430396194378265,-0.446636676788298,"Non-significant",1.36613157741561,"PLIN2","Perilipin-2","Q99541;Q5SYF3;Q5SYF5;Q5SYF4"
0.372312068939223,19.4288427829742,5.24315337492977,0.000967385959324969,0.101034445446787,-0.244316246815674,"P00450;E9PFZ2;H7C5R1",35,5.83323847937794,0.000248908918601286,0.0430865630118638,-0.372312068939227,"Non-significant",1.36565814792869,"CP","Ceruloplasmin","P00450;E9PFZ2;H7C5R1"
0.308230876922568,19.3306858539581,5.80901773138003,0.000514792042911122,0.0883762087699,0.342278965852642,"P01893;A0A1W2PR11;A0A140T9U0;A0A140T912;A0A1W2PRX1;A0A1W2PNZ7;A0A1W2PP77;A0A140T9M0;A0A140T930;Q5QT33;A0A1W2PRZ0;Q53YP1;A0A140T9J9;A0A140T962;A0A140T9B3;O78179;A0A140T9W2;A0A140T937;A2BF26;A0A0G2JPT2;A0A0G2JIF0;A0A1W2PS56;Q5RIP0;A0A0G2JH50",8,5.96819458706731,0.000210568008463368,0.0430865630118638,-0.308230876922575,"Non-significant",1.36565814792869,"HLA-C","HLA class I histocompatibility antigen, C alpha chain","P01893;A0A1W2PR11;A0A140T9U0;A0A140T912;A0A1W2PRX1;A0A1W2PNZ7;A0A1W2PP77;A0A140T9M0;A0A140T930;Q5QT33;A0A1W2PRZ0;Q53YP1;A0A140T9J9;A0A140T962;A0A140T9B3;O78179;A0A140T9W2;A0A140T937;A2BF26;A0A0G2JPT2;A0A0G2JIF0;A0A1W2PS56;Q5RIP0;A0A0G2JH50"
0.182541370391853,23.5080215930939,4.9980855295042,0.00128849049688242,0.116631673635714,-0.514712805709411,"P06744;A0A0J9YXP8;A0A0J9YX90;A0A2U3TZU2;A0A2R8Y6C7;A0A0J9YYH3;K7EPY4;K7ENA0;K7EQ48",37,5.81365938841969,0.000255074834357117,0.0430865630118638,-0.182541370391853,"Non-significant",1.36565814792869,"GPI","Glucose-6-phosphate isomerase","P06744;A0A0J9YXP8;A0A0J9YX90;A0A2U3TZU2;A0A2R8Y6C7;A0A0J9YYH3;K7EPY4;K7ENA0;K7EQ48"
0.100161552429199,24.7111105918884,4.27151515228778,0.00317061987399865,0.130282505835376,-1.37646758855352,"P14625;A0A1W2PRR1;Q96GW1",69,5.78107425972302,0.000265707464208183,0.0430865630118638,-0.100161552429199,"Non-significant",1.36565814792869,"HSP90B1","Endoplasmin","P14625;A0A1W2PRR1;Q96GW1"
-0.344078540802002,17.5261604785919,-6.09154227119973,0.00038151330168853,0.0883762087699,0.61620683456711,"P16989",6,-6.01278981523273,0.000199349987171066,0.0430865630118638,0.344078540801998,"Non-significant",1.36565814792869,"YBX3","Y-box-binding protein 3","P16989"
0.149124145507827,22.1303386688232,4.90261289711832,0.00144400388921709,0.116631673635714,-0.62279766241559,"P30613",42,5.91309770483509,0.0002253848472343,0.0430865630118638,-0.149124145507827,"Non-significant",1.36565814792869,"PKLR","Pyruvate kinase PKLR","P30613"
-0.164358615875258,17.8920781612396,-5.38925938194428,0.000818643434440895,0.0957904286371377,-0.0878755519463796,"P46087",16,-5.86579283544292,0.000239012103381359,0.0430865630118638,0.164358615875251,"Non-significant",1.36565814792869,"NOP2","Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase","P46087"
-0.36859130859375,19.3209271430969,-5.80627497940942,0.000516316701674197,0.0883762087699,0.339559249982832,"P48509;E9PRJ3;K4DIA7;E9PMR4",7,-5.985033607381,0.000206253462371246,0.0430865630118638,0.36859130859375,"Non-significant",1.36565814792869,"CD151","CD151 antigen","P48509;E9PRJ3;K4DIA7;E9PMR4"
0.136747360229492,22.400016784668,4.90464458235751,0.00144048716576045,0.116631673635714,-0.620481445688853,"P78329;K7EK90",39,6.00369872956944,0.000201583031889728,0.0430865630118638,-0.136747360229499,"Non-significant",1.36565814792869,"CYP4F2","Cytochrome P450 4F2","P78329;K7EK90"
-0.118106842041023,19.6437530517578,-4.53620584869675,0.00226353703288792,0.130282505835376,-1.05206335302018,"Q0VF96",53,-5.78760936479546,0.000263537070193336,0.0430865630118638,0.11810684204103,"Non-significant",1.36565814792869,"CGNL1","Cingulin-like protein 1","Q0VF96"
-0.27557611465453,16.768562078476,-6.81066186449781,0.000185654082151049,0.0743176002447679,1.26037605621755,"Q9H3S4;A0A1W2PQB3;F8VRJ6",5,-5.78440644753352,0.00026459838660261,0.0430865630118638,0.275576114654527,"Non-significant",1.36565814792869,"TPK1","Thiamin pyrophosphokinase 1","Q9H3S4;A0A1W2PQB3;F8VRJ6"
0.481257438659679,16.9705333709717,6.80118679788843,0.000187354328711527,0.0743176002447679,1.25235985178223,"Q9Y6D0;F6XHT0",3,5.89046660247472,0.000231795888738471,0.0430865630118638,-0.481257438659675,"Non-significant",1.36565814792869,"SELENOK","Selenoprotein K","Q9Y6D0;F6XHT0"
0.475573539733901,17.6829857826233,5.4231152735572,0.000787902710820872,0.0957904286371377,-0.0521265833781017,"P17676",7,5.75216441419369,0.000275544299682101,0.043535999349772,-0.475573539733901,"Non-significant",1.36115148205068,"CEBPB","CCAAT/enhancer-binding protein beta","P17676"
0.764386177063006,19.7653579711914,4.83268550551312,0.00157098813887768,0.116631673635714,-0.702947132179355,"O14879",19,5.30406889406326,0.000491208430576261,0.0468978253712446,-0.764386177063002,"Up in D",1.3288472948364,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","O14879"
0.241055965423541,18.0593316555023,5.25339206644051,0.000956043604270566,0.101034445446787,-0.233238166161388,"P07996",12,5.60031044667478,0.000334139896267804,0.0468978253712446,-0.241055965423552,"Non-significant",1.3288472948364,"THBS1","Thrombospondin-1","P07996"
-0.336981296539353,18.7931106090546,-4.9328261227552,0.00139266541799854,0.116631673635714,-0.588425634503963,"P08729;A0A1W2PRP1",13,-5.35957427235118,0.00045656925725518,0.0468978253712446,0.336981296539349,"Non-significant",1.3288472948364,"KRT7","Keratin, type II cytoskeletal 7","P08729;A0A1W2PRP1"
0.850466251373255,18.8958008289337,4.95968167555452,0.00134871378882051,0.116631673635714,-0.558003781114981,"P09914",25,5.44828823257084,0.000406571263812411,0.0468978253712446,-0.850466251373252,"Up in D",1.3288472948364,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","P09914"
0.250069618225105,21.2465744018555,4.87677356879714,0.00148956303557599,0.116631673635714,-0.652317063507531,"P10632;A0A0D9SG51;G3V188;B7Z1F5",37,5.50590463320644,0.000377293225588193,0.0468978253712446,-0.250069618225101,"Non-significant",1.3288472948364,"CYP2C8","Cytochrome P450 2C8","P10632;A0A0D9SG51;G3V188;B7Z1F5"
0.318445205688448,18.0638275146485,5.38360729275518,0.000823903394639451,0.0957904286371377,-0.0938619848924711,"P11226",7,5.50083230677297,0.00037977677962311,0.0468978253712446,-0.318445205688448,"Non-significant",1.3288472948364,"MBL2","Mannose-binding protein C","P11226"
0.277337551116926,20.7724645137787,4.93785810110032,0.0013843116412042,0.116631673635714,-0.582716099063223,"P20813",32,5.53168503538806,0.000364939367763054,0.0468978253712446,-0.277337551116926,"Non-significant",1.3288472948364,"CYP2B6","Cytochrome P450 2B6","P20813"
0.148175239562953,23.9725103378296,4.59899483826709,0.0020928117803801,0.130282505835376,-0.976868726667881,"P21980",44,5.49710663685188,0.000381612248879527,0.0468978253712446,-0.148175239562953,"Non-significant",1.3288472948364,"TGM2","Protein-glutamine gamma-glutamyltransferase 2","P21980"
-0.163556098937992,18.5677604675293,-4.92914267944379,0.00139881557815094,0.116631673635714,-0.592607783951521,"P46934;H0Y8X6",18,-5.45648074020422,0.000402262233204542,0.0468978253712446,0.163556098937999,"Non-significant",1.3288472948364,"NEDD4","E3 ubiquitin-protein ligase NEDD4","P46934;H0Y8X6"
-0.415905475616452,16.7569153308869,-6.43422306262115,0.000268701220645508,0.0883762087699,0.932386026582368,"P50281;F8W1B7",3,-5.37555627634347,0.000447092109094374,0.0468978253712446,0.415905475616452,"Non-significant",1.3288472948364,"MMP14","Matrix metalloproteinase-14","P50281;F8W1B7"
-0.218501567840619,17.0648424625397,-5.63659642992272,0.000621127254530316,0.0933508815223367,0.169001923801237,"P50895;A0A087WXM8",7,-5.31204604800953,0.000486059924359034,0.0468978253712446,0.218501567840622,"Non-significant",1.3288472948364,"BCAM","Basal cell adhesion molecule","P50895;A0A087WXM8"
0.304944038391099,19.0395746231079,4.93634208076219,0.00138682262947539,0.116631673635714,-0.58443579874465,"P98155",23,5.46922363424996,0.00039565776949862,0.0468978253712446,-0.304944038391103,"Non-significant",1.3288472948364,"VLDLR","Very low-density lipoprotein receptor","P98155"
-0.126974105834954,17.6577491760254,-4.94594414407054,0.00137100287531048,0.116631673635714,-0.573550284870619,"Q69YQ0;F8WAN1;A0A494C1J1",16,-5.36653171579668,0.000452417130803154,0.0468978253712446,0.12697410583495,"Non-significant",1.3288472948364,"SPECC1L","Cytospin-A","Q69YQ0;F8WAN1;A0A494C1J1"
-0.214904308319127,18.0532824993134,-4.92649797271663,0.00140324980078062,0.116631673635714,-0.595611984235068,"Q6NUQ4;H7C0H8",19,-5.45251984670979,0.000404339347533149,0.0468978253712446,0.214904308319124,"Non-significant",1.3288472948364,"TMEM214","Transmembrane protein 214","Q6NUQ4;H7C0H8"
0.283863544464126,21.1247618198395,4.7548767551405,0.0017268807363659,0.123230372420393,-0.793111976784825,"Q6ZUJ8",28,5.29870599785383,0.000494702799274732,0.0468978253712446,-0.283863544464126,"Non-significant",1.3288472948364,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","Q6ZUJ8"
-0.994442462921175,17.8593237400055,-4.96873559164136,0.00133424187616133,0.116631673635714,-0.547775157993147,"Q86TG7;A0A087WZG9;A0A087WX23;A0A087WUL4;A0A087WXK2;B4DSP0",9,-5.42971701074546,0.000416525345858078,0.0468978253712446,0.994442462921175,"Up in C",1.3288472948364,"PEG10","Retrotransposon-derived protein PEG10","Q86TG7;A0A087WZG9;A0A087WX23;A0A087WUL4;A0A087WXK2;B4DSP0"
0.310340881347674,18.9796042442322,6.80609426262329,0.000186471554560301,0.0743176002447679,1.25651323434463,"Q92496;Q02985;A0A0C4DH21",4,5.50374596575397,0.000378348013495919,0.0468978253712446,-0.310340881347674,"Non-significant",1.3288472948364,"CFHR3;CFHR4","Complement factor H-related protein 3","Q92496;Q02985;A0A0C4DH21"
0.253659248352053,15.6333067417145,8.20264929414979,5.35418101545123e-05,0.0635553330777426,2.3159863741355,"Q96SZ6",4,5.35222694769849,0.000460998845905863,0.0468978253712446,-0.253659248352049,"Non-significant",1.3288472948364,"CDK5RAP1","Mitochondrial tRNA methylthiotransferase CDK5RAP1","Q96SZ6"
-0.180684089660645,18.6318898200989,-4.74813065855016,0.00174117634301835,0.123230372420393,-0.800978170335587,"Q9BY44;C9IZE1;H7C5Q3",23,-5.35094612262496,0.000461775781898076,0.0468978253712446,0.180684089660648,"Non-significant",1.3288472948364,"EIF2A","Eukaryotic translation initiation factor 2A","Q9BY44;C9IZE1;H7C5Q3"
-0.133772373199502,19.6847636699677,-5.18538568830554,0.00103422797184622,0.106215212708607,-0.307147066210699,"Q9BZV1;K7EP32",13,-5.34234294268102,0.000467031227971346,0.0468978253712446,0.133772373199502,"Non-significant",1.3288472948364,"UBXN6","UBX domain-containing protein 6","Q9BZV1;K7EP32"
0.257012367248528,17.7327127456665,5.48365679291789,0.000736061999554857,0.0944919591928548,0.0113333327777232,"Q9H4F8",7,5.39575940224047,0.000435415241692536,0.0468978253712446,-0.257012367248524,"Non-significant",1.3288472948364,"SMOC1","SPARC-related modular calcium-binding protein 1","Q9H4F8"
0.107323169708224,22.6468327045441,4.3524660169584,0.00285695763167897,0.130282505835376,-1.2759856876702,"Q9HDC9;H0Y512",30,5.33913691783043,0.000469006212746624,0.0468978253712446,-0.107323169708227,"Non-significant",1.3288472948364,"APMAP","Adipocyte plasma membrane-associated protein","Q9HDC9;H0Y512"
0.131616115570065,19.1058051586151,4.58971563511462,0.0021171296471217,0.130282505835376,-0.987938690035386,"Q9P2R3",33,5.50507764714867,0.00037769693830862,0.0468978253712446,-0.131616115570075,"Non-significant",1.3288472948364,"ANKFY1","Rabankyrin-5","Q9P2R3"
0.247068405151396,17.9550695419311,4.87202059786933,0.00149811412116008,0.116631673635714,-0.657759352425968,"Q9Y3Z3;A0A2R8YCS7",22,5.41511521999137,0.000424537046989403,0.0468978253712446,-0.247068405151403,"Non-significant",1.3288472948364,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","Q9Y3Z3;A0A2R8YCS7"
0.0870270729064941,22.9021403789521,3.88298080134791,0.00529889418767259,0.152227311136235,-1.87400605191525,"Q9Y4L1;A0A494C039;E9PJ21;K7EQK2;A0A087WWI4;A0A087X054",63,5.36223147468973,0.000454978623433809,0.0468978253712446,-0.0870270729065012,"Non-significant",1.3288472948364,"HYOU1","Hypoxia up-regulated protein 1","Q9Y4L1;A0A494C039;E9PJ21;K7EQK2;A0A087WWI4;A0A087X054"
0.882466316223127,18.6834998130798,4.84183183758169,0.00155370225453424,0.116631673635714,-0.692416343141139,"Q9Y6K5",16,5.30932947754783,0.000487806635876132,0.0468978253712446,-0.882466316223123,"Up in D",1.3288472948364,"OAS3","2'-5'-oligoadenylate synthase 3","Q9Y6K5"
-0.179941177368125,19.3921813964844,-4.57263003163291,0.00216271875636549,0.130282505835376,-1.00836022790245,"O75534;E9PLT0",36,-5.26782158383839,0.000515356649591852,0.0469699422495558,0.179941177368125,"Non-significant",1.32817997378981,"CSDE1","Cold shock domain-containing protein E1","O75534;E9PLT0"
0.0935168266296529,24.168886423111,3.98065351371099,0.00464726865608356,0.150212228726119,-1.74659377416974,"P30101;H7BZJ3",48,5.25249069041335,0.000525953588967762,0.0469699422495558,-0.0935168266296493,"Non-significant",1.32817997378981,"PDIA3","Protein disulfide-isomerase A3","P30101;H7BZJ3"
-0.193655014038132,18.8966689109802,-4.84939047328495,0.00153957460524777,0.116631673635714,-0.683724357679846,"P46734;E9PRZ0;J3QR49",15,-5.260288152727,0.000520534748079286,0.0469699422495558,0.193655014038125,"Non-significant",1.32817997378981,"MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3","P46734;E9PRZ0;J3QR49"
-0.157832145690925,22.1984486579895,-5.02931652069557,0.00124169451670198,0.116631673635714,-0.479691743999823,"P61254;Q9UNX3;E5RIT6;J3KS10;J3QQQ9;J3QQV1;J3QRI7;J3QRC4",13,-5.28327409140154,0.000504908717519095,0.0469699422495558,0.157832145690925,"Non-significant",1.32817997378981,"RPL26","60S ribosomal protein L26","P61254;Q9UNX3;E5RIT6;J3KS10;J3QQQ9;J3QQV1;J3QRI7;J3QRC4"
-0.226246356964097,17.8112800121308,-5.7454803848414,0.000551430351286568,0.0918355087737252,0.278972454832401,"P10746;A0A3B3ISX6;A0A3B3ISL9;Q5T3L7;A0A3B3ITJ2;Q5T3L9;Q5T3L8;A0A3B3ISM6",6,-5.17491198090366,0.000583311506060696,0.0492378835663837,0.226246356964101,"Non-significant",1.30770062298676,"UROS","Uroporphyrinogen-III synthase","P10746;A0A3B3ISX6;A0A3B3ISL9;Q5T3L7;A0A3B3ITJ2;Q5T3L9;Q5T3L8;A0A3B3ISM6"
0.149761199951147,22.3434925079345,4.43176918765546,0.0025822296160523,0.130282505835376,-1.17863124141872,"P35520;P0DN79;H7C1W6;H7C2H4;H7C2W0",36,5.20208843281541,0.000562484737502115,0.0492378835663837,-0.149761199951147,"Non-significant",1.30770062298676,"CBS;CBSL","Cystathionine beta-synthase-like protein","P35520;P0DN79;H7C1W6;H7C2H4;H7C2W0"
-0.105047225952148,19.0333342552185,-4.2901624699703,0.00309517569231167,0.130282505835376,-1.35322259389669,"P78347;C9J6M0;A0A494C1K3",27,-5.18451614951496,0.000575857720941998,0.0492378835663837,0.105047225952148,"Non-significant",1.30770062298676,"GTF2I","General transcription factor II-I","P78347;C9J6M0;A0A494C1K3"
0.646855831146198,18.1942203044891,4.72267866800551,0.00179629200565526,0.123230372420393,-0.830726312250809,"Q8IY21",21,5.18775585682789,0.000573366634171708,0.0492378835663837,-0.646855831146201,"Up in D",1.30770062298676,"DDX60","Probable ATP-dependent RNA helicase DDX60","Q8IY21"
-0.156369209289551,22.2040815353393,-4.35512804471433,0.00284723484966064,0.130282505835376,-1.27270031686294,"P21333;Q60FE5;A0A087WWY3",159,-5.16045737386841,0.000594726745389158,0.0492680238063866,0.156369209289547,"Non-significant",1.30743485739617,"FLNA","Filamin-A","P21333;Q60FE5;A0A087WWY3"
0.675704479217526,20.793705701828,4.67322659165613,0.00190893115331838,0.127444003586218,-0.888843087687682,"P42224;A0A669KB52;A0A669KB68;A0A669KB75;A0A669KBA4;A0A669KB53;E7EPD2;A0A669KBI6;A0A669KB56;J3KPM9",39,5.14444428614734,0.000607654951198536,0.0492680238063866,-0.675704479217522,"Up in D",1.30743485739617,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","P42224;A0A669KB52;A0A669KB68;A0A669KB75;A0A669KBA4;A0A669KB53;E7EPD2;A0A669KBI6;A0A669KB56;J3KPM9"
0.193583965301478,23.7766931056976,4.47137240885386,0.00245594658704437,0.130282505835376,-1.13041579427053,"Q3LXA3;H0YCY6;I3L252",49,5.14595245330196,0.00060642448621086,0.0492680238063866,-0.193583965301475,"Non-significant",1.30743485739617,"TKFC","Triokinase/FMN cyclase","Q3LXA3;H0YCY6;I3L252"
0.129992961883502,24.744332075119,4.55494133718603,0.00221105165599118,0.130282505835376,-1.02955537482827,"P40261",19,5.10404338141046,0.000641640184715769,0.050784625662182,-0.129992961883499,"Non-significant",1.29426774442195,"NNMT","Nicotinamide N-methyltransferase","P40261"
0.38121747970583,15.3193838596344,6.26160962928337,0.000320043302029915,0.0883762087699,0.775277148909477,"Q01201;D6R992",3,5.09697982835707,0.000647789891103743,0.050784625662182,-0.381217479705827,"Non-significant",1.29426774442195,"RELB","Transcription factor RelB","Q01201;D6R992"
-0.1029953956604,19.3027827739716,-4.35463328744178,0.00284903916557459,0.130282505835376,-1.27331083565196,"Q8N1F7;H3BV15",22,-5.09322482913734,0.000651084944386949,0.050784625662182,0.1029953956604,"Non-significant",1.29426774442195,"NUP93","Nuclear pore complex protein Nup93","Q8N1F7;H3BV15"
-0.198480129241922,18.3160765171051,-5.04490710643143,0.00121903644943657,0.116631673635714,-0.46227088568212,"Q9BQG2",9,-5.07125364567113,0.000670730841756732,0.0516630430863123,0.198480129241926,"Non-significant",1.28682001634563,"NUDT12","NAD-capped RNA hydrolase NUDT12","Q9BQG2"
