,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
19,prerank,Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904872),0.646886016451234,2.34658170888596,0.0,0.013261095192271706,0.187,9/9,35.65%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5;RUVBL1;RUVBL2;CCT6A
20,prerank,Positive Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904874),0.646886016451234,2.34658170888596,0.0,0.013261095192271706,0.187,9/9,35.65%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5;RUVBL1;RUVBL2;CCT6A
21,prerank,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),0.5820980153565739,2.3143403142498746,0.0,0.01591481492048753,0.235,10/11,33.72%,F2;THBS1;AKR1C3;DCXR;AGT;RAC1;EIF6;ARF4;SORD;CBR1
22,prerank,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),0.4581598053711152,2.3006385938779266,0.0,0.016629599978618192,0.247,13/18,27.82%,HSP90AB1;HSP90AA1;XRCC5;CCT3;TCP1;CCT4;CCT7;CCT8;CCT2;CCT5;PCNA;HNRNPA1;PTGES3
23,prerank,Positive Regulation Of Cytokine Production (GO:0001819),0.33249744974217177,2.2513433352697305,0.0017241379310344827,0.02412171205357722,0.347,19/35,23.79%,C3;GAPDH;C5;HSPA1A;C1QTNF3;TGFB1;SERPINF2;CNTN1;MDK;SPTBN1;DHX9;RPS3;APP;AGT;SERPINE1;HLA-A;HSPD1;CHIA;CD74
24,prerank,Protein-Containing Complex Assembly (GO:0065003),0.27406336782024787,2.247029738655453,0.0016611295681063123,0.02440481717708028,0.362,29/51,31.97%,FN1;FGB;FGA;CLU;PARD3;HSPA1A;HSP90AB1;HSP90AA1;TGFB1;LAMC1;FMOD;FGG;CLTC;JCHAIN;SLC2A1;DHX9;TCP1;CCT2;FERMT3;CAND1;HSPD1;CD74;CAPZA1;HSPA4;PPP2R1A;PTGES3;DARS1;AP2M1;PSMD11
25,prerank,Regulation Of DNA Replication (GO:0006275),0.6848591549295776,2.2282839976626074,0.0,0.027243868242916327,0.401,7/7,31.79%,PPP2CA;DHX9;ANKRD17;PCNA;PPP2R1A;RUVBL1;RUVBL2
26,prerank,Cytoplasmic Translation (GO:0002181),0.24829320352353726,2.225613352324142,0.004739336492890996,0.02666281057330425,0.406,57/66,63.18%,RPS27A;RACK1;RPSA;RPS10;RPL22;RPS18;RPLP1;RPS9;RPS16;RPS3;EIF4A1;RPS25;RPLP0;RPS13;RPL10A;RPL30;RPS14;RPS2;RPL12;RPS26;RPL27A;RPS4X;RPLP2;RPS5;SARS1;RPL18;RPS11;RPL11;RPS3A;RPL5;RPS15A;RPS7;ETF1;EIF4A2;RPL14;RPL9;RPS8;RPL15;RPL27;RPL4;RPS23;RPL7;RPL29;RPL13;RPL28;RPL26;RPL8;RPS6;RPS17;RPS27;RPS20;EIF3I;RPS19;RPL35A;RPL7A;RPL17;RPL18A
27,prerank,Translation (GO:0006412),0.21629962738143188,2.217394167117866,0.003189792663476874,0.02798036060278076,0.44,74/92,60.84%,EEF1A1;EEF2;RPS27A;RACK1;EEF1G;RPSA;RPS10;RPL22;VARS1;RPS18;RPLP1;RARS1;RPS9;RPS16;RPS3;RPS25;RPLP0;RPS13;RPL10A;RPL30;RRBP1;RPS14;RPS2;RPL12;RPS26;HARS1;RPL27A;RPS4X;RPLP2;DARS1;RPS5;SARS1;RPL18;RPS11;RPL11;RPS3A;RPL5;IARS1;RPS15A;RPS7;ETF1;NARS1;QARS1;RPL14;EEF1B2;GARS1;RPL9;FARSB;RPS8;RPL15;RPL27;RPL4;EIF5A;RPS23;RPL7;EPRS1;WARS1;RPL29;RPL13;RPL28;RPL26;RPL8;RPS6;RPS17;RPS27;RPS20;MARS1;IARS2;LARS1;EEF1D;RPS19;TUFM;RPL35A;RPL7A
28,prerank,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.5093338088164399,2.211102076165283,0.0,0.028569510703968393,0.46,11/14,29.34%,FGB;FGA;APOA1;FLNA;FGG;MDK;RAC1;P4HB;C1QBP;LIMS1;ILK
29,prerank,Negative Regulation Of Endopeptidase Activity (GO:0010951),0.407984843740051,2.1834422299141134,0.0017857142857142857,0.03535925215997427,0.539,15/22,29.57%,GAPDH;VTN;SERPINF1;LTF;SERPIND1;SPOCK2;SERPINA7;SERPINF2;SERPINA1;SERPINA5;CST3;SERPINE1;SERPING1;SERPINH1;SERPINA11
30,prerank,Cellular Response To Organic Cyclic Compound (GO:0071407),0.3940282742841747,2.170016358933629,0.0,0.03794615085268164,0.565,17/23,36.29%,ACTB;CLU;HSPA1A;TFPI;TGFB1;RAP1B;H2AZ1;HSP90B1;HSPA8;EZR;TGM2;CDH1;RUVBL2;AKR1B1;ROCK2;DIAPH1;MSN
31,prerank,Negative Regulation Of Peptidase Activity (GO:0010466),0.3923531134077698,2.167638899041665,0.0034965034965034965,0.037193657807162474,0.569,16/24,29.57%,GAPDH;VTN;SERPINF1;SERPIND1;SPOCK2;SERPINA7;SERPINF2;SERPINA1;CTSB;SERPINA5;CST3;SERPINE1;LRP1;SERPING1;SERPINH1;SERPINA11
32,prerank,Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),0.5035818351247393,2.167287505574231,0.0,0.03610159336198601,0.569,8/13,13.21%,APOE;TGFB1;OGN;THBS1;SERPINF2;ANG;XRCC5;XRCC6
33,prerank,Macromolecule Biosynthetic Process (GO:0009059),0.21779595050924044,2.163072292424198,0.003105590062111801,0.03650118879259166,0.578,69/82,64.17%,APOE;EEF1A1;EEF2;RPS27A;EEF1G;EXT1;RPSA;RPS10;B4GAT1;RPL22;RPS18;RPLP1;RPS9;RPS16;RPS3;RPS25;RPLP0;RPS13;RPL10A;RPL30;RRBP1;RPS14;RPS2;RPL12;RPS26;EXT2;HARS1;RPL27A;RPS4X;RPLP2;DARS1;RPS5;SARS1;RPL18;RPS11;RPL11;RPS3A;RPL5;RPS15A;RPS7;RPL14;EEF1B2;RPL9;FARSB;RPS8;RPL15;RPL27;RPL4;EIF5A;RPS23;RPL7;WARS1;RPL29;RPL13;RPL28;RPL26;RPL8;RPS6;RPS17;RPS27;RPS20;EEF1D;RPS19;TUFM;RPL35A;RPL7A;RPL17;RPL18A;COL5A1
34,prerank,Protein Modification By Small Protein Conjugation (GO:0032446),-0.2704057009072092,-2.1612406394418504,0.002551020408163265,0.8541074077924041,0.583,33/44,47.52%,SUMO2;COPS2;CUL4A;NEDD4;UBE2I;UBA6;SKP1;ARRB1;MYCBP2;CUL5;CUL3;NAE1;CUL4B;CUL1;RANGAP1;CUL2;UBE2D2;SAE1;UBE2M;UCHL3;COPS5;ARRDC1;COPS4;RBX1;UFL1;TRIM28;USP9X;OS9;COPS6;FBXO2;UBA2;COPS3;USP7
35,prerank,Protein K48-linked Ubiquitination (GO:0070936),-0.6165590135055784,-2.1609592948586696,0.0,0.4282703811152796,0.584,8/8,38.69%,SKP1;TRIM25;MYCBP2;CUL3;CUL1;UBE2D2;NT5C2;RBX1
36,prerank,Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),0.5735509047513732,2.1440969916075243,0.0038240917782026767,0.041235953265927036,0.624,9/10,33.72%,F2;TGFB1;THBS1;AKR1C3;DCXR;AGT;SORD;GSTP1;CBR1
37,prerank,Positive Regulation Of Establishment Of Protein Localization (GO:1904951),0.6657463334612215,2.1395467965156207,0.0,0.03658242412214778,0.636,6/7,19.70%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5
38,prerank,Positive Regulation Of Protein Localization To Cajal Body (GO:1904871),0.6657463334612215,2.1395467965156207,0.0,0.03658242412214778,0.636,6/7,19.70%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5
39,prerank,Regulation Of Establishment Of Protein Localization To Telomere (GO:0070203),0.6657463334612215,2.1395467965156207,0.0,0.03658242412214778,0.636,6/7,19.70%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5
40,prerank,"Positive Regulation Of Protein Localization To Chromosome, Telomeric Region (GO:1904816)",0.6657463334612215,2.1395467965156207,0.0,0.03658242412214778,0.636,6/7,19.70%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5
41,prerank,Positive Regulation Of Establishment Of Protein Localization To Telomere (GO:1904851),0.6657463334612215,2.1395467965156207,0.0,0.03658242412214778,0.636,6/7,19.70%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5
42,prerank,Regulation Of Protein Localization To Cajal Body (GO:1904869),0.6657463334612215,2.1395467965156207,0.0,0.03658242412214778,0.636,6/7,19.70%,CCT3;TCP1;CCT4;CCT7;CCT8;CCT5
43,prerank,Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),0.5006312213451192,2.124609177070019,0.0017921146953405018,0.0400308993874592,0.676,12/13,43.31%,APOA1;PFN1;SERPINF2;CCN2;RAC1;TPM1;ROCK2;RHOC;PLEK;PFN2;VIL1;CDC42
44,prerank,Defense Response To Gram-positive Bacterium (GO:0050830),0.5429320765807994,2.12248318621481,0.0017889087656529517,0.03979864147204886,0.684,8/11,20.69%,H2BC11;H2BC12;LYZ;ANG;DMBT1;RARRES2;PLA2G2A;HLA-A
45,prerank,Regulation Of Fibrinolysis (GO:0051917),0.6640759752574028,2.117908352133766,0.0,0.04033854078856245,0.696,6/7,20.46%,VTN;F2;PLG;THBS1;SERPINF2;SERPINE1
46,prerank,Peptide Cross-Linking (GO:0018149),0.562996302332341,2.1097496191894987,0.0,0.041804547942220854,0.713,7/10,15.43%,FN1;F13A1;KRT1;THBS1;F13B;KRT10;KRT2
47,prerank,Negative Regulation Of DNA Metabolic Process (GO:0051053),0.5574445922409962,2.0842325964475026,0.001838235294117647,0.04873326881951555,0.765,7/10,15.78%,H1-2;H1-1;SUB1;H1-0;XRCC5;H1-5;RPS3
48,prerank,Intrinsic Apoptotic Signaling Pathway (GO:0097193),-0.4455197218787935,-2.07629316299312,0.002347417840375587,0.5128970410200033,0.776,11/15,28.35%,CUL4A;DNAJC10;DDX3X;AIFM1;CUL5;CUL3;CASP6;CUL1;BAG6;CYCS;CUL2
49,prerank,Regulation Of Notch Signaling Pathway (GO:0008593),-0.6609970674486804,-2.0686521790131804,0.0021929824561403508,0.4063701911718846,0.791,6/6,34.19%,TSPAN14;SRC;NIBAN2;STAT3;ARRB1;ARRDC1
50,prerank,Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),0.6711789029668511,2.0605323578289876,0.0,0.055200684370112336,0.816,5/6,17.71%,HBB;CLU;HSP90AB1;HSP90AA1;ASS1
51,prerank,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),0.6711789029668511,2.0605323578289876,0.0,0.055200684370112336,0.816,5/6,17.71%,HBB;CLU;HSP90AB1;HSP90AA1;ASS1
52,prerank,Protein Localization To Chromatin (GO:0071168),0.684457478005865,2.0457269149093547,0.0,0.05966313723138249,0.846,6/6,31.79%,H2BC11;MACROH2A1;H1-5;MACROH2A2;PARP1;RUVBL2
53,prerank,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),0.5612272693215465,2.035773504851595,0.0,0.06221379530369329,0.86,5/9,2.10%,GAPDH;LTF;F2;H2BC11;H2BC12
54,prerank,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),-0.4757188477920094,-2.0329289451241985,0.0,0.4096146637560913,0.851,8/12,18.18%,EXOSC6;UPF1;XRN2;GSPT1;DCPS;EXOSC4;MRTO4;NCBP1
55,prerank,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.5260929506820915,2.0319828011688936,0.005474452554744526,0.06221742049935239,0.869,8/10,29.34%,FN1;LAMB1;LAMC1;LAMA5;FERMT3;RAC1;PARVB;ILK
56,prerank,Macromolecule Catabolic Process (GO:0009057),-0.37958005011391427,-2.0296681280646234,0.0045351473922902496,0.34932154823291744,0.856,16/19,45.82%,CLN5;EXOSC6;XRN2;PNPT1;NEDD4;PABPC4;EXOSC4;NCBP1;PPT1;IDE;UCHL3;MTREX;TPP1;SLC16A3;SH3GLB1;RNASET2
57,prerank,Plasminogen Activation (GO:0031639),0.7351245126667681,2.0148141665900257,0.003929273084479371,0.06822077936847726,0.897,4/5,8.12%,FGB;FGA;PGK1;FGG
58,prerank,Negative Regulation Of Cellular Process (GO:0048523),0.22274913241899796,2.0046926691026212,0.0031545741324921135,0.07201357126920398,0.909,32/65,29.75%,ACTB;APOA1;CLU;TGFBI;FBLN1;HSPA1A;PLG;NPM1;ENO1;TGFB1;DHRS2;RACK1;THBS1;PPP2CA;MDK;CCN2;LMNA;MYH9;COL18A1;APP;HMGA1;FTH1;EMILIN1;VPS35;RBBP4;RTN4;APLP2;PLXNB2;PPP2R1A;BRD9;ANXA6;NME1
59,prerank,Positive Regulation Of Phagocytosis (GO:0050766),0.5146600454348679,2.003063096990204,0.007233273056057866,0.07136474579612333,0.914,8/11,23.09%,C3;AHSG;C4A;APOA1;C4B;COLEC10;APLP2;LMAN2
60,prerank,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),0.28292086730426663,1.9972419389219624,0.005244755244755245,0.0725883637627517,0.919,26/38,41.96%,HBB;CLU;NPM1;HSP90AB1;HSP90AA1;EEF2;THBS1;IGF2;ASS1;APOC2;TYRP1;EIF6;PLXNB2;EIF3C;RPS4X;EIF4A3;PRKDC;HNRNPD;LDLR;DDB1;RPL5;SSB;EIF3E;APOA4;APOA5;ADSL
61,prerank,Peptide Biosynthetic Process (GO:0043043),0.2167513975957298,1.9887719549276357,0.008012820512820512,0.07535713637268092,0.929,54/72,55.17%,EEF1A1;RPS27A;RPSA;RPS10;RPL22;RPS18;RPLP1;RPS9;RPS16;RPS3;RPS25;RPLP0;RPS13;RPL10A;RPL30;RRBP1;RPS14;RPS2;RPL12;RPS26;HARS1;RPL27A;RPS4X;RPLP2;DARS1;RPS5;SARS1;RPL18;RPS11;RPL11;RPS3A;RPL5;RPS15A;RPS7;RPL14;RPL9;FARSB;RPS8;RPL15;RPL27;RPL4;RPS23;RPL7;PCSK5;WARS1;RPL29;RPL13;RPL28;RPL26;RPL8;RPS6;RPS17;RPS27;RPS20
62,prerank,Positive Regulation Of Protein Metabolic Process (GO:0051247),0.2499636686226188,1.979421239014245,0.005084745762711864,0.07879911314403164,0.939,29/49,36.47%,APOE;CLU;C4BPA;GPC3;NPM1;VCP;HSP90AA1;TGFB1;EEF2;THBS1;EZR;APP;AGT;VPS35;EIF6;PLXNB2;EIF3C;RPS4X;EIF4A3;PRKDC;HNRNPD;NSF;DDB1;ROCK2;RAB7A;RPL5;SSB;MSN;C4BPB
63,prerank,Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.3739940026251377,1.9744761269327067,0.0016778523489932886,0.07977149292795638,0.945,11/20,19.70%,F2;TGFB1;FLNA;RAN;CCT3;TCP1;CCT4;CCT7;CCT8;CCT2;CCT5
64,prerank,Positive Regulation Of mRNA Metabolic Process (GO:1903313),-0.6992966002344665,-1.9673246024442954,0.004106776180698152,0.4463467283701453,0.944,5/5,30.33%,MOV10;UPF1;PNPT1;KHSRP;NUDT21
65,prerank,Negative Regulation Of Response To External Stimulus (GO:0032102),0.4126232373344867,1.9572844396221671,0.008695652173913044,0.08782036484176615,0.961,12/16,35.18%,APOE;APOA1;LTF;C1QTNF3;YWHAZ;SERPINE1;VPS35;C1QBP;REG3A;PARP1;PRKDC;PTPRS
66,prerank,Actin Cytoskeleton Reorganization (GO:0031532),0.6533724340175955,1.9504860820120962,0.001869158878504673,0.09026623903801712,0.965,6/6,34.89%,FLNA;MYH9;EZR;PARVB;PTK7;PLEK
67,prerank,Response To Peptide (GO:1901652),-0.6299749326287593,-1.9294251858340075,0.004454342984409799,0.4910306476660273,0.976,5/6,19.64%,EIF2B4;MMP2;STAT5B;STAT1;STAT3
68,prerank,Positive Regulation Of Phosphorylation (GO:0042327),0.31007632041422917,1.929412023128408,0.015151515151515152,0.1011373873792471,0.973,18/29,33.49%,C3;RELN;F2;HSP90AA1;PPIA;TGFB1;RACK1;THBS1;ANG;IGF2;RARRES2;APP;RAC1;CD74;PTGES3;ILK;AKR1B1;ROCK2
69,prerank,Regulation Of Plasminogen Activation (GO:0010755),0.6364651579330324,1.9270115931852498,0.015444015444015444,0.10077349590395365,0.976,5/6,20.46%,ENO1;THBS1;SERPINF2;CLEC3B;SERPINE1
70,prerank,Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046),0.5921174605234933,1.925749378435671,0.0037593984962406013,0.10005432126395873,0.979,6/7,27.29%,LAMB1;FLNA;LAMC1;NID1;LAMB2;LIMS1
71,prerank,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),-0.526390812991118,-1.925046053263649,0.006696428571428571,0.44683597423601773,0.979,8/9,35.65%,CD44;SRC;DDX3X;VEGFA;PARK7;RPS6KA3;CSNK2A1;FABP1
72,prerank,Regulation Of Protein Phosphorylation (GO:0001932),0.27366396815250443,1.9216073762892756,0.008517887563884156,0.10134368993767134,0.98,21/38,30.57%,C3;FN1;RELN;F2;FBLN1;NPM1;HSP90AA1;PPIA;TGFB1;RACK1;PPP2CA;IGF2;RARRES2;CORO1C;APP;RAC1;CD74;PLXNB2;ILK;PRKDC;SORD
73,prerank,Positive Regulation Of Protein Secretion (GO:0050714),0.40571704789543694,1.919325449678969,0.007155635062611807,0.10140229980919721,0.981,8/17,9.06%,FGB;FGA;GLUD1;C1QTNF3;PPIA;TGFB1;FGG;ANG
74,prerank,Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172),0.6480938416422288,1.9180251454157669,0.007207207207207207,0.10067127149923354,0.981,6/6,35.42%,APOE;HSP90AB1;TGFB1;CLTC;LDLR;AP2A1
75,prerank,Cellular Response To Molecule Of Bacterial Origin (GO:0071219),-0.4774596828113402,-1.9135683216299457,0.00881057268722467,0.43005484103659325,0.984,8/10,31.39%,SHPK;HMGB2;VIM;UPF1;PABPN1;MAPK14;HMGB1;PDCD4
76,prerank,Negative Regulation Of Defense Response (GO:0031348),0.4595737259413013,1.9115376945802423,0.0055762081784386614,0.10375634620739693,0.984,9/12,30.51%,APOE;APOA1;C1QTNF3;YWHAZ;VPS35;C1QBP;REG3A;PARP1;PRKDC
77,prerank,Phosphorylation (GO:0016310),-0.2572328196251399,-1.9103026406646852,0.00975609756097561,0.3998075079901939,0.985,24/37,38.22%,MAP4K4;COPS2;CTBP1;SHPK;SRPK1;GMFB;CSK;JAK2;GALK2;PRKAA1;CDK1;TOLLIP;STAT3;PRKAG1;MAPK1;CSNK2B;ILF3;CDK16;HK2;PRKACA;CSNK2A1;HK1;CDK11A;MAP2K1
78,prerank,G1/S Transition Of Mitotic Cell Cycle (GO:0000082),-0.4604141694133356,-1.9077234353877905,0.00641025641025641,0.37115414499747473,0.986,9/12,28.35%,BRD4;CUL4A;GSPT1;CUL5;CUL3;CUL4B;CUL1;CDK16;CUL2
79,prerank,Response To Lipopolysaccharide (GO:0032496),-0.3926459992032889,-1.9056697429018978,0.0069767441860465115,0.34703377910302813,0.986,12/15,40.21%,SHPK;HMGB2;VIM;UPF1;JAK2;PABPN1;MAPK14;RPS6KA3;HMGB1;PDCD4;HNRNPA0;SCARB1
80,prerank,Regulation Of Extracellular Matrix Organization (GO:1903053),0.5176263219741482,1.902850511994136,0.0018867924528301887,0.10817810421491553,0.986,9/9,48.51%,LAMB1;LAMC1;NID1;AGT;LAMB2;LRP1;TIE1;EFEMP2;LAMA2
81,prerank,Extracellular Matrix Assembly (GO:0085029),0.6260806678947322,1.893076075569467,0.009596928982725527,0.11367746692332356,0.99,5/6,21.51%,QSOX1;TGFB1;FBLN5;TNXB;EMILIN1
82,prerank,Negative Regulation Of Hemostasis (GO:1900047),0.6421653567888288,1.8920365252116658,0.013725490196078431,0.11099608751312921,0.99,5/6,20.46%,VTN;APOE;TFPI;APOH;SERPINE1
83,prerank,Negative Regulation Of Coagulation (GO:0050819),0.6421653567888288,1.8920365252116658,0.013725490196078431,0.11099608751312921,0.99,5/6,20.46%,VTN;APOE;TFPI;APOH;SERPINE1
84,prerank,Regulation Of Stress Fiber Assembly (GO:0051492),0.4874361431472917,1.8907870181178572,0.0036429872495446266,0.11038531969694218,0.99,10/11,43.31%,APOA1;PFN1;SERPINF2;CCN2;RAC1;TPM1;ROCK2;RHOC;PFN2;CDC42
85,prerank,Regulation Of Programmed Cell Death (GO:0043067),0.2906162390379229,1.8803162589596814,0.0136986301369863,0.11609130420863609,0.991,20/32,35.77%,ALB;ACTB;CLU;VCP;HSP90AA1;CTSB;ACTN1;RPS3;PRDX2;PSMC5;AGT;RTN4;ACTN4;TGM2;RUVBL1;NME1;XPNPEP1;RUVBL2;APEX1;ETFA
86,prerank,Negative Regulation Of DNA Recombination (GO:0045910),0.6234604105571848,1.876506751149035,0.010968921389396709,0.11742694587661477,0.992,6/6,37.87%,H1-2;H1-1;H1-0;H1-5;MSH3;H1-10
87,prerank,Positive Regulation Of Cell-Cell Adhesion (GO:0022409),0.5509476706735983,1.8750267198481385,0.0055762081784386614,0.1167856781579978,0.992,5/8,10.75%,FGB;FGA;FGG;SERPINF2;MDK
88,prerank,Zymogen Activation (GO:0031638),0.416112969252522,1.873157072673644,0.009363295880149813,0.11654139482550858,0.993,8/15,14.03%,FGB;FGA;PGK1;APOH;C1R;FGG;F9;MASP1
89,prerank,Regulation Of Primary Metabolic Process (GO:0080090),0.5525907771359614,1.8726699121417123,0.0037243947858473,0.11522295988637742,0.993,7/8,33.49%,APOE;MACROH2A1;ANGPTL8;PSAP;VPS35;LDLR;ROCK2
90,prerank,Positive Regulation Of Protein Processing (GO:0010954),0.5810080695409685,1.8716225920056146,0.007736943907156673,0.11448646752651297,0.994,5/7,15.66%,GSN;ENO1;ANGPTL8;CLEC3B;MYH9
91,prerank,Response To Steroid Hormone (GO:0048545),0.5820950908203921,1.866241100893542,0.007518796992481203,0.1165038650840552,0.995,5/7,14.55%,HSPA1A;TFPI;TGFB1;THBS1;HSPA8
