Null_1,Null_2,Null_3,Null_4,Null_5,HBV_1,HBV_2,HBV_3,HBV_4,HBV_5,HBVM_1,HBVM_2,HBVM_3,HBVM_4,HBVM_5,M_1,M_2,M_3,M_4,M_5,Protein.Names,Peptides,Genes,Protein.Ids,First.Protein.Description
23.35110746083796,23.455130525381186,23.40405634078692,23.455130525381186,23.323885992102934,23.480005194020215,23.575424759098897,23.416995396494414,23.44253048860155,23.455130525381186,23.44253048860155,22.98815209769054,23.07887526810447,23.429819436852,23.39100018796147,23.282065816408306,23.467621469564385,23.39100018796147,23.416995396494414,23.39100018796147,SODC_HUMAN,9,SOD1,SODC_HUMAN,Superoxide dismutase [Cu-Zn]
23.759387593941494,24.010519910718997,23.958368628667888,23.789549564451747,23.718164931214982,23.69710331568715,23.779565475879124,23.90426122332844,24.02749298932271,23.69710331568715,24.010519910718997,23.707672557397338,23.654034593795267,23.779565475879124,24.08537390540321,23.72858154716032,23.749191826835606,24.528503711711405,22.979455898720722,23.828808994898974,RS27A_HUMAN,14,RPS27A,RS27A_HUMAN,Ubiquitin-40S ribosomal protein S27a
21.609640474436812,21.759387593941494,21.945923862301242,21.61414186667175,21.688591815831632,21.61414186667175,21.6714166720235,21.662751810896374,21.662751810896374,21.76749264357855,21.516531070045332,20.042599881712917,19.904912402617867,21.326631368841753,21.452619306225138,21.692853842685793,21.54980722491963,21.76749264357855,21.506880900011613,21.4824692339717,RET4_HUMAN,10,RBP4,RETBP_HUMAN,Retinol-binding protein 4
21.139461420965507,21.1885791875302,21.03590522913891,21.126916167646392,21.114260866840365,21.008811568256636,21.17035542891129,21.23022688488869,21.12060239371419,21.062499439150624,21.206575616824043,21.194602975157967,21.298939634972704,21.247714311617532,21.28771237954945,21.17645562844771,21.194602975157967,21.315618376119335,21.20060171577941,21.158077099132854,RASN_HUMAN,10,NRAS,RASH_HUMAN,GTPase NRas
19.637182047753857,19.633470660779324,19.661043900921182,19.71028347226409,19.85294548485571,19.694784654933425,19.67198845338275,19.45473906283886,19.684508936524036,19.578521956931084,19.71225325844514,19.87283416905413,19.910881305802732,19.85626745770614,19.845923370179438,19.780307471486537,19.906297569286046,19.86635678905649,19.882025038731108,19.853583690154533,R4GN18_HUMAN,1,CD46,R4GN18,Membrane cofactor protein (Fragment)
17.26256286700838,17.017058492113684,16.70748046608743,17.282898378915412,17.333906558367627,17.34711092352287,16.980295801626042,17.02167404285837,17.21831726689766,17.15616209992636,17.284751819103292,17.354748700562546,17.40226264512094,17.300200603130598,17.126301158691984,17.014064071416254,17.147224803209173,16.90302273089089,17.19874237481512,17.26091034776976,R4GMX5_HUMAN;R4GN83_HUMAN,2,BSG,R4GMX5,Basigin (Fragment)
20.3321064989079,20.310080192577903,20.298939634972704,20.310080192577903,20.3211353810869,20.28771237954945,20.342994815050638,20.3321064989079,20.35380157000722,20.37517522079979,20.264992303049365,20.17035542891129,20.206575616824043,20.298939634972704,20.310080192577903,20.3211353810869,20.342994815050638,20.276397066321614,20.276397066321614,20.298939634972704,S23IP_HUMAN,26,SEC23IP,Q9Y6Y8,SEC23-interacting protein
18.23624314624221,18.14885885365868,18.035583103123678,18.13255495423081,18.170888394045683,18.270158424571775,18.256687836147083,18.254507350792963,18.161392717882133,18.208863037596643,18.20904397024535,17.739319147762597,17.807480709598412,18.14974711950468,18.269875452804,18.149732236872893,18.318419237636913,18.20198508176241,18.229626223391982,18.20729082548492,MORC2_HUMAN,12,MORC2,Q9Y6X9,ATPase MORC2
17.89385253399373,17.842896603760636,17.761349949564362,17.895439194983332,17.919427843894766,18.00299077184055,17.918292585488583,17.946535092680882,17.94764835163327,17.947522796170773,17.84713688988927,18.16935252961478,18.26534491874142,17.89965784640889,17.979330289815124,17.785024551623255,17.885154164694608,17.840476757105144,17.742914643077334,17.80450919493601,ZHX2_HUMAN,10,ZHX2,Q9Y6X8,Zinc fingers and homeoboxes protein 2
19.728066651878372,19.646453237911757,19.713369732446612,19.696774004178486,19.657552226517296,19.65099211036684,19.682759750924447,19.697799036105437,19.72775264165571,19.74414893865599,19.60570376424338,19.610049781087028,19.713446930286107,19.622017848554343,19.501961549803962,19.54896297785082,19.5587719567049,19.642453670798233,19.594266279045986,19.6244313669801,F169A_HUMAN,21,FAM169A,Q9Y6X4,Soluble lamin-associated protein of 75 kDa
16.563812956889464,16.177876926258783,16.23698209376139,16.38009743684738,16.357062249138902,16.084609106770703,16.247564124461228,16.06874049741808,16.4645983954902,16.45054918806275,16.064197525738102,15.592024818089268,15.873117238924952,16.41535391265584,16.481711152170405,16.328440021521917,16.154485871283583,16.27330388621186,16.2869421354942,16.14460447531315,SCC4_HUMAN,2,MAU2,Q9Y6X3,MAU2 chromatid cohesion factor homolog
17.295652363509777,17.303869915160504,17.106348237707543,17.35780111466116,17.312732312250603,17.594587036704123,17.24460540387281,17.39033692041642,17.179063513137613,17.145255524918532,17.328034982138703,16.997080221657107,17.248622517989027,17.070687007336634,17.263269200372662,17.135799451726808,17.239607851845147,17.223869732738443,17.31815440470632,17.1858142918779,PIAS2_HUMAN,4,PIAS2,Q9Y6X2,E3 SUMO-protein ligase PIAS2
18.87127358351216,18.815251940136193,18.673412602664655,18.830413076833896,18.920285971959387,18.72151978880399,18.811932806963753,18.861553427996483,18.81771443226949,18.876376051497658,18.871475141307247,19.35878639571302,19.205824265938233,18.898317959543906,18.878871154821983,18.93575783825397,18.88168457197013,18.869753472548034,18.94177551219343,18.82457346008492,WASF2_HUMAN,11,WASF2,Q9Y6W5,Wiskott-Aldrich syndrome protein family member 2
19.187818402974585,19.204571144249204,19.153950273457653,19.243071684792444,19.16116141383056,19.237301004101237,19.23053650328107,19.20618210087646,19.229534694411743,19.28381635545151,19.198176429605105,18.800008807093104,18.9334486181319,19.176781871954862,19.186464905714292,19.187854639909265,19.18078087586131,19.15591266683928,19.162961653350926,19.223205129804995,CAN7_HUMAN,19,CAPN7,Q9Y6W3,Calpain-7
18.56919550740902,18.612771329751627,18.56162730498566,18.518572481244952,18.671333736272075,18.42979083801198,18.53617131433123,18.505625499749634,18.417193238248327,18.45642661223064,18.358470921422967,18.167344637078568,17.84104830524713,18.472405267011837,18.431750589103256,18.59898297103609,18.71054413590346,18.609755885423706,18.643317191783588,18.615378189355706,DDX49_HUMAN,7,DDX49,Q9Y6V7,Probable ATP-dependent RNA helicase DDX49
18.360427036956164,18.357066545962486,18.153848868289206,18.43358136628754,18.867085646616836,18.07582382083807,18.33435622252241,18.525964242426266,18.553261794222376,18.44328353070901,18.28234640744986,17.46495250389107,17.640555633603995,18.036833623351328,18.4939101620626,18.69826040216261,18.438613193670502,18.368983825095334,18.182859864042896,18.409320490324024,ADSV_HUMAN,2,SCIN,Q9Y6U3,Adseverin
17.341345077831548,17.72881069951088,17.175978303538958,17.668344869483057,17.63392468871646,17.59296794022061,17.917599347586098,17.219612864430903,17.506005334835468,17.716116104654187,17.54396825275218,17.283196898426958,16.739134521621352,17.760219646759396,17.644919503646005,17.717415371453537,17.61371034194233,17.366868586167094,17.271946252725016,17.584947824793637,M3K4_HUMAN,3,MAP3K4,Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4
18.61414186667175,18.334006980964546,18.55109238967126,18.401233697397068,18.648199567912553,17.96509658642805,18.601872325870602,18.241494437375806,18.02334286321899,18.23164308030926,18.451158780984997,18.49252998352561,18.44761196462551,18.519559472496258,18.411573051957948,18.37089595732777,18.719723036527128,18.551058584209308,18.45028095000286,18.297941705434443,NUMBL_HUMAN,1,NUMBL,Q9Y6R0,Numb-like protein
16.56597374082172,16.922224334389036,16.395865451371588,16.539861565931083,16.96759778423593,17.219272528126634,16.875833327033533,16.57988895323232,16.74955521743352,16.560547789313336,16.552064145775162,16.859522653872,16.617137403014983,17.083552041983246,16.69249291099373,16.73049667267887,16.386884688643672,16.797205545959603,16.566923639781006,16.571905187168696,NCOA3_HUMAN,1,NCOA3,Q9Y6Q9,Nuclear receptor coactivator 3
16.89504269329906,16.87260274371513,16.900772486445565,17.090453613090894,16.902422223664658,17.174057667192006,17.06677244149083,17.165250515484114,17.180433681670994,17.055907292874974,16.7194690397439,16.996274866162405,16.851407453858908,16.96674200637932,16.61726656681299,16.995756111604415,16.957464846805212,16.80019212646908,17.232064856563717,16.904081840156373,ROBO1_HUMAN,2,ROBO1,Q9Y6N7,Roundabout homolog 1
20.516531070045332,20.4971657451784,20.506880900011613,20.5451002222421,20.385744462509976,20.582333128441075,20.535639892993036,20.5731145984117,20.600595334833805,20.59149312772655,20.600595334833805,20.095067301607052,20.12060239371419,20.627562382434075,20.554498920244352,20.5731145984117,20.457637380991763,20.506880900011613,20.5451002222421,20.516531070045332,SQOR_HUMAN,22,SQOR,Q9Y6N5,"Sulfide:quinone oxidoreductase, mitochondrial"
18.13541871409314,18.48235105615895,18.124686773651497,18.42484698524342,18.374080054285365,18.314839884653875,18.25383825395459,18.283536050183613,18.22239871097397,18.232416242606956,18.166030649028617,18.283888683454954,18.17023805233665,18.23952860785868,18.276265286582966,18.418927313753528,18.409647827018773,18.173974739526187,18.451605544833644,18.485982568045554,COX11_HUMAN,5,COX11,Q9Y6N1,"Cytochrome c oxidase assembly protein COX11, mitochondrial"
20.145693374677023,20.17035542891129,20.194602975157967,20.218449717112335,20.241908689936324,20.17035542891129,20.18253014285739,20.276397066321614,20.10789134196464,20.276397066321614,20.17035542891129,20.001957897215572,20.095067301607052,20.17035542891129,20.17035542891129,20.406653452272955,20.194602975157967,20.467621469564385,20.264992303049365,20.310080192577903,NDUB9_HUMAN,10,NDUFB9,Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
16.413968334218072,16.305101638839172,16.298871636580724,16.563620829790853,16.665030511450098,16.460927779558038,16.154956518877484,16.501638178757986,16.547290700584167,16.5565913708923,16.190081222745597,15.997671265066938,16.111806070884693,16.382907674680265,16.60426074559709,16.365871301586765,16.362851339146587,16.41692779434295,16.288242472578347,16.235524387965775,S4A7_HUMAN,3,SLC4A7,Q9Y6M7,Sodium bicarbonate cotransporter 3
20.264992303049365,20.264992303049365,20.218449717112335,20.3211353810869,20.385744462509976,20.18253014285739,20.28771237954945,20.241908689936324,20.18253014285739,20.17035542891129,20.385744462509976,20.253496664211536,20.310080192577903,20.487384724385812,20.467621469564385,20.427263731948244,20.437459499054132,20.4971657451784,20.516531070045332,20.396236836327617,ZNT1_HUMAN,13,SLC30A1,Q9Y6M5,Zinc transporter 1
17.219556147288678,17.225169772107627,17.023602765345327,17.03398214399154,17.023386183491667,17.25784818815336,17.10280614657534,17.19467991684172,17.198377893179043,17.088736488224903,17.24713016260862,15.807138541829335,15.874974145683717,17.087928940099868,17.233273265543335,16.9723964892001,17.091115091646856,16.928379576729036,17.11943764345557,17.160767619504018,KC1G2_HUMAN;KC1G3_HUMAN,2,CSNK1G2;CSNK1G3,Q9Y6M4,Casein kinase I isoform gamma-2
21.74303959985401,21.68002980232821,21.705564894435348,21.675729664894583,21.72650423212771,21.701340308573624,21.667090746620712,21.718164931214982,21.713977134251547,21.759387593941494,21.771528156813705,21.684317160731307,21.61414186667175,21.684317160731307,21.713977134251547,21.705564894435348,21.75123675282063,21.72650423212771,21.61414186667175,21.684317160731307,IF2B2_HUMAN,40,IGF2BP2,Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2
17.87234422476801,17.435556325195726,18.272000947224374,17.57055246577431,17.752504786165517,17.72362095193963,18.06182470617707,17.89107167143242,17.56982594735497,17.505664263013774,17.47409408110296,18.2821563356103,17.785375835721002,17.4163934610078,17.918432357818084,17.563248417596252,17.576993558031436,17.771947202888878,17.49711115568461,17.528011442188195,NEMO_HUMAN,2,IKBKG,Q9Y6K9,NF-kappa-B essential modulator
18.0543499416855,17.943997078284795,17.94542668964061,18.038747556217313,18.081015251865594,18.05597082253463,18.067108692403213,18.013311767670626,18.133659002583517,17.99883830555405,18.09606138812334,17.7820959865964,17.721980305402308,18.084595612789,18.201118838240728,17.928639813017558,17.933529301583857,17.89026427702111,18.051219563924672,17.94785948845409,OAS3_HUMAN,8,OAS3,Q9Y6K5,2'-5'-oligoadenylate synthase 3
21.795507019748147,21.763445810515847,21.705564894435348,21.568483149680052,21.953048296734625,21.779565475879124,21.834606839437086,21.632008287465265,21.91706899962906,21.759387593941494,21.759387593941494,21.35380157000722,21.36986142090332,21.89504269329906,21.931568569324174,21.887625221736577,21.701340308573624,21.627562382434075,21.902422223664658,22.03590522913891,CEPT1_HUMAN,1,CEPT1,Q9Y6K0,Choline/ethanolaminephosphotransferase 1
17.020090129898616,17.000704269011248,16.962602340751587,16.896072188198385,16.924510982973644,16.975467365801034,16.731836080884666,16.87226605875657,17.029998907509302,16.97984940248858,16.702416217018953,15.692089650314987,15.417117402115995,17.003221419408188,16.78926617141441,16.844178582333846,16.77998860436864,16.737128486936754,16.974123260760514,16.87119535946968,TAF6L_HUMAN,3,TAF6L,Q9Y6J9,TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L
18.69938266958418,18.74086446484594,18.985808590301364,18.781100327862937,18.849014073694818,18.89965194655165,18.770309007814667,18.842657256708183,18.795234308758126,18.798585709569355,18.808895064231024,18.860292865904864,18.875701363160506,18.64246424765088,18.71664532875961,18.835917784589434,18.77765343997484,18.674778464628684,18.700954410082463,18.744144010147984,TX264_HUMAN,6,TEX264,Q9Y6I9,Testis-expressed protein 264
15.045635962382425,15.007627388720701,15.194460622224407,15.253367392944433,15.385168111833758,15.031029143834632,15.034914999277785,15.065012150436948,15.05076270385083,15.313084969484581,14.33813745627503,14.998775514376998,14.597703418809518,15.243467819338534,14.596108206154796,15.227709944146673,14.927532616410462,14.963162510678401,15.071441412488142,15.301453325039722,UBP3_HUMAN,3,USP3,Q9Y6I4,Ubiquitin carboxyl-terminal hydrolase 3
20.06907209307411,19.98815209769054,20.06907209307411,20.029179365950597,20.10789134196464,20.055896704326376,20.055896704326376,19.974212906732667,19.98815209769054,20.082128245899554,20.055896704326376,20.554498920244352,20.477536938429466,20.029179365950597,20.015632834112647,20.082128245899554,20.145693374677023,20.12060239371419,19.974212906732667,20.015632834112647,EPN1_HUMAN,12,EPN1,Q9Y6I3,Epsin-1
16.1721676845022,16.275698951115782,16.598020504553887,16.381865669436046,16.449356636976315,16.521517629596065,16.503024432256773,16.337444202083006,16.552119697826885,16.076692445082593,16.518785298323643,16.130128098512166,16.460150289563625,16.48707691660976,16.572216148567954,16.459569298250877,16.503758979513833,16.38333473001759,16.0886371220763,16.454055053365757,ATP23_HUMAN,2,ATP23,Q9Y6H3,Mitochondrial inner membrane protease ATP23 homolog
21.194602975157967,21.276397066321614,21.139461420965507,21.385744462509976,21.158077099132854,21.506880900011613,21.411833691378636,21.293336928743326,21.492283523798655,21.477536938429466,21.4971657451784,20.857567987880397,21.675729664894583,21.22435031855202,21.348408311237,21.139461420965507,21.247714311617532,21.37517522079979,21.411833691378636,21.47258772245773,CHCH2_HUMAN,4,CHCHD2,Q9Y6H1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2
19.39734038948805,19.41101024118731,19.368630079734537,19.411676485934876,19.372882060095396,19.35117217841623,19.408192889238133,19.37163628097595,19.389538916169634,19.38401218888874,19.324257472595363,19.396627774619745,19.467675196517202,19.44255073681091,19.333264561826166,19.351079415652425,19.378862107778716,19.389954773459635,19.390907852524087,19.40057094987481,DC1L1_HUMAN,26,DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1
19.633876809697217,19.680253059285338,19.571091557989043,19.680737236420274,19.663189767487417,19.714055977058678,19.55713645237085,19.664291023012648,19.770547758311178,19.593223323865434,19.689112457955094,20.10789134196464,20.095067301607052,19.758499758565446,19.599936444396622,19.70562395091833,19.684020885513792,19.66823578330235,19.725093276811005,19.78278390223059,COMDA_HUMAN,6,COMMD10,Q9Y6G5,COMM domain-containing protein 10
17.435784187680095,17.440228440211836,17.470920967810184,17.471572024986948,17.658392812587348,16.508325582579353,17.762661030365503,17.617044110857435,17.406977243886736,17.4763032032435,17.211783753148747,15.90375948253874,15.953418943568504,17.584059653324633,17.467661267499334,17.62009092585468,17.786052614798535,17.537590009266832,17.556670695483085,17.608197057567143,RM42_HUMAN,1,MRPL42,Q9Y6G3,"39S ribosomal protein L42, mitochondrial"
16.189816838958674,16.162237892624017,15.991845105344673,15.74275152531574,15.925197430671853,15.726694472394193,15.945343239276363,15.796359067930535,15.608898738543337,15.456412173095204,16.318082008577747,15.741827720395293,15.345100263571828,15.58738491674885,15.84230368687613,16.347370494419735,16.19736453412683,16.390610660180535,16.34163000932991,16.261503636348497,CDY1_HUMAN;CDY2_HUMAN,1,CDY1;CDY2A,Q9Y6F7,Testis-specific chromodomain protein Y 2
19.43830251811406,19.317483276955972,19.265056421404118,19.39530191797965,19.461419493620184,19.30108307221387,19.304583052699716,19.402179356815445,19.360609215311403,19.453995995649347,19.367947916105837,19.032061874483716,19.15655468445292,19.54327731497527,19.381397197421215,19.33380831210628,19.35053134645694,19.21795533198161,19.436095405958653,19.360238404536425,BZW2_HUMAN,8,BZW2,Q9Y6E2,Basic leucine zipper and W2 domain-containing protein 2
18.37010841470334,18.256185648574387,18.36947807092489,18.372044572840547,18.409067685849266,18.250932159864384,18.3080012144953,18.35278486548521,18.27161804217734,18.273381296595396,18.322913975268015,18.542151472684207,18.563367599958138,18.32841635351754,18.310089070673914,18.314769091867568,18.332976225526185,18.20924392203972,18.208010444267256,18.371266166639295,MD1L1_HUMAN,14,MAD1L1,Q9Y6D9,Mitotic spindle assembly checkpoint protein MAD1
20.447583716327838,20.477536938429466,20.4971657451784,20.447583716327838,20.516531070045332,20.5731145984117,20.526117118874527,20.477536938429466,20.5731145984117,20.5451002222421,20.427263731948244,20.437459499054132,20.3321064989079,20.59149312772655,20.516531070045332,20.535639892993036,20.487384724385812,20.396236836327617,20.516531070045332,20.5731145984117,BIG2_HUMAN,28,ARFGEF2,Q9Y6D6,Brefeldin A-inhibited guanine nucleotide-exchange protein 2
21.931568569324174,21.942348408077418,21.868912961474408,21.981199337048775,21.953048296734625,21.9636694124912,21.909764199005824,21.960137721520944,22.029179365950597,22.008811568256636,21.89133872453564,21.457637380991763,21.437459499054132,21.927957315771796,22.045935594276173,21.981199337048775,22.015632834112647,21.977710350968895,21.970706963231134,22.045935594276173,MTCH2_HUMAN,22,MTCH2,Q9Y6C9,Mitochondrial carrier homolog 2
18.476469344445896,18.50415560375127,18.503522971279843,18.541293278072395,18.611435512583192,18.498175278411598,18.526640597985658,18.494218859816737,18.46515982432311,18.496069660513843,18.514178521861915,18.721142589628734,18.774780626336256,18.52158127113549,18.578737535494085,18.42641628345755,18.385967694398076,18.42791842367921,18.42258632785575,18.591573478124158,EMIL1_HUMAN,17,EMILIN1,Q9Y6C2,EMILIN-1
15.045925998489718,15.217575320896179,15.546222259122422,14.75370251124491,15.252129495875616,15.307954980937925,14.706625518087385,15.459847819151287,14.986202032279044,14.874890120043124,14.973553878808005,14.998775514376998,15.125243940626797,14.650631068113793,15.063479348397607,14.854337596647449,15.23197488797573,14.93504991676661,15.121375673464902,15.49486183315681,AP4B1_HUMAN,1,AP4B1,Q9Y6B7,AP-4 complex subunit beta-1
20.3211353810869,20.3211353810869,20.342994815050638,20.3321064989079,20.37517522079979,20.310080192577903,20.310080192577903,20.35380157000722,20.253496664211536,20.23022688488869,20.206575616824043,20.342994815050638,20.12060239371419,20.264992303049365,20.194602975157967,20.35380157000722,20.396236836327617,20.406653452272955,20.23022688488869,20.37517522079979,SAR1B_HUMAN,6,SAR1B,Q9Y6B6,GTP-binding protein SAR1b
19.45521884070485,19.656197887996676,18.88657777219468,19.572668773758505,19.39793779518134,19.923865691067796,19.153858761790143,19.860514150006335,19.846728416519344,19.522702205416742,20.095067301607052,19.16556458223122,19.015817922735106,19.55730476124452,19.658809436148857,19.27989391643725,19.733392740078735,19.862967219146395,20.609640474436812,19.98815209769054,SPCS1_HUMAN,1,SPCS1,Q9Y6A9,Signal peptidase complex subunit 1
19.332539242511874,19.739884418387163,19.46015589026955,19.442866572086384,19.745199968960094,19.904400891501435,19.585580588602127,19.480005194020215,19.63244502502102,19.783231671021472,19.614875162618148,19.124070813387128,19.31479342727968,19.628536318046354,19.597734330462725,19.43181994816679,19.59355707861935,19.561166725880543,19.722777519172453,19.73248378890241,CFA20_HUMAN,5,CFAP20,Q9Y6A4,Cilia- and flagella-associated protein 20
20.264992303049365,20.206575616824043,20.28771237954945,20.253496664211536,20.253496664211536,20.206575616824043,20.241908689936324,20.264992303049365,20.28771237954945,20.28771237954945,20.23022688488869,20.467621469564385,20.416995396494414,20.241908689936324,20.218449717112335,20.18253014285739,20.310080192577903,20.276397066321614,20.253496664211536,20.264992303049365,NFS1_HUMAN,15,NFS1,Q9Y697,"Cysteine desulfurase, mitochondrial"
20.516531070045332,20.516531070045332,20.467621469564385,20.535639892993036,20.516531070045332,20.37517522079979,20.467621469564385,20.385744462509976,20.406653452272955,20.416995396494414,20.526117118874527,20.834606839437086,20.713977134251547,20.618629257664065,20.506880900011613,20.600595334833805,20.506880900011613,20.636440533780526,20.662751810896374,20.5731145984117,CLIC4_HUMAN,14,CLIC4,Q9Y696,Chloride intracellular channel protein 4
18.107569572323232,18.220392499111384,18.24690756742347,18.230789778005814,18.266621856790938,18.405295226710095,18.276665132777353,18.258497025780308,18.276183486207668,18.26547312126441,18.247385177376202,18.392862422931454,18.48419746292032,18.16792280480181,18.121958395802412,18.256614131485737,18.058483293841366,17.98568075413621,18.302946770115433,18.237139923501964,FKBP7_HUMAN,6,FKBP7,Q9Y680,Peptidyl-prolyl cis-trans isomerase FKBP7
19.854650796541605,19.797256217509787,19.85779424546497,19.720087243346008,19.79579235977848,19.787223458771027,19.731483114994557,19.781854338383127,19.76905330435866,19.81526132308121,19.807189809264766,19.51292945853285,19.48486418678969,19.76226685781652,19.840559737820932,19.86774627998277,19.811498563170584,19.786746622037374,19.73654066565286,19.774370446478684,AUP1_HUMAN,10,AUP1,Q9Y679,Lipid droplet-regulating VLDL assembly factor AUP1
21.07561493894088,21.03590522913891,21.022421999775286,21.03590522913891,21.042599881712917,20.995071511630332,20.967192479054894,21.022421999775286,20.960137721520944,20.974212906732667,20.960137721520944,20.705564894435348,20.755317929632447,20.953048296734625,20.960137721520944,21.17645562844771,21.001957897215572,21.101493570766486,21.015632834112647,21.001957897215572,COPG1_HUMAN,48,COPG1,Q9Y678,Coatomer subunit gamma-1
19.101303763733526,19.21001252624293,19.0688832188149,19.19286107198223,19.234782354793598,19.217422909749427,19.213358199577286,19.184030250466577,19.29082883911664,19.089354785185098,19.173255019898992,19.3398152152584,19.296255292156285,19.236752322565476,19.215243847829253,19.306684756958138,19.278692192003383,19.218546681881058,19.178973580694237,19.22861673662587,RT18B_HUMAN,10,MRPS18B,Q9Y676,"28S ribosomal protein S18b, mitochondrial"
19.627081403919572,19.77343544403512,19.81393929040895,19.666277756064112,19.63895553341604,19.637436799904926,19.51272503348758,19.842011128271366,19.508052009121894,19.6359430280013,19.616564996474402,19.039995337704752,19.170795506034057,19.619233091812916,19.724615435588998,19.790079582885898,19.66297949539928,19.801822012137183,19.80509044377501,19.657252147734226,ALG5_HUMAN,6,ALG5,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase
