"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","9/229","109/9521",0.0825688073394495,3.43291534794279,4.0103373093625,0.00121845789188537,0.00706080727092546,0.00555787810333676,"32/5105/5836/2998/10998/2538/5507/90673/2308",9,"Downres_DEq_MS_C_vs_BDM"
"hsa00250","Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","5/229","37/9521",0.135135135135135,5.61843502891538,4.41856799618817,0.00179217811792204,0.0101258063662595,0.00797047636654801,"122622/2752/27165/2875/443",5,"Downres_DEq_MS_C_vs_BDM"
"hsa00760","Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","5/229","38/9521",0.131578947368421,5.47058147552287,4.33475495842902,0.00202391521942113,0.011156215599736,0.00878155769145496,"316/554235/55191/4837/54981",5,"Downres_DEq_MS_C_vs_BDM"
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","10/229","144/9521",0.0694444444444444,2.88725133430374,3.58228920161867,0.00245627517333135,0.0132170997422116,0.0104037720374185,"2194/126/1571/32/125/130/127/124/2168/2308",10,"Downres_DEq_MS_C_vs_BDM"
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","9/229","122/9521",0.0737704918032787,3.06711289283413,3.60732192224737,0.00266466697813842,0.0140049938850996,0.0110239588569252,"2194/32/5105/2203/5211/2998/5207/2538/2308",9,"Downres_DEq_MS_C_vs_BDM"
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","5/229","45/9521",0.111111111111111,4.61960213488598,3.82064055561845,0.00429985884192272,0.0220856385971485,0.0173845967532282,"5244/8647/23460/64241/64240",5,"Downres_DEq_MS_C_vs_BDM"
"hsa00360","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","3/229","16/9521",0.1875,7.79557860262009,4.27063038543296,0.00609996597370031,0.0296195267126471,0.0233148580085578,"1644/6898/4282",3,"Downres_DEq_MS_C_vs_BDM"
"hsa00053","Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","4/229","31/9521",0.129032258064516,5.36469925341597,3.82105843903991,0.0061598130774089,0.0296195267126471,0.0233148580085578,"9104/10327/2990/51171",4,"Downres_DEq_MS_C_vs_BDM"
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","4/229","31/9521",0.129032258064516,5.36469925341597,3.82105843903991,0.0061598130774089,0.0296195267126471,0.0233148580085578,"1806/51733/1807/55748",4,"Downres_DEq_MS_C_vs_BDM"
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","3/229","17/9521",0.176470588235294,7.33701515540714,4.10523107268468,0.00727717752403564,0.0342633775090011,0.0269702412623251,"570/2326/1036",3,"Downres_DEq_MS_C_vs_BDM"
"hsa01210","Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","4/229","33/9521",0.121212121212121,5.03956596533016,3.64910156498725,0.00771689254901726,0.0355921982873041,0.0280162156989026,"48/2875/55753/162417",4,"Downres_DEq_MS_C_vs_BDM"
