"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa04512","Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","18/517","89/9521",0.202247191011236,3.72455610370982,6.187780010022,1.03636863888757e-06,2.97720445353157e-05,2.32067235884873e-05,"7057/2335/3655/375790/3339/3675/3911/1311/3678/3915/3673/3371/961/960/1291/7060/5649/1292",18,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","23/517","139/9521",0.165467625899281,3.04722875471383,5.82602120875611,1.45133761651899e-06,3.82185572350001e-05,2.97906142338109e-05,"4599/6772/4938/23586/64135/4939/4940/10379/5610/6773/7128/103/841/3716/4615/355/581/9451/578/3665/25898/3455/7097",23,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","29/517","205/9521",0.141463414634146,2.60517054300137,5.56710451170897,1.84227323944533e-06,4.47814110511327e-05,3.49062298000168e-05,"3105/10379/5610/6672/3106/3134/3107/841/3716/2934/3133/2960/3066/2959/4067/6714/581/578/3665/6908/730394/2961/8850/4193/245972/3516/3265/1026/1029",29,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05152","Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","26/517","182/9521",0.142857142857143,2.63083724785852,5.32282430060073,5.24986448354991e-06,0.000118496941200126,9.23660367782465e-05,"6772/3929/972/3606/10312/841/8767/3716/3459/4615/1520/6714/581/11151/10892/23545/527/5533/9902/3717/3125/245972/3656/7097/5600/3684",26,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04518","Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","23/517","154/9521",0.149350649350649,2.75042075912482,5.24745300803282,8.69267422371187e-06,0.000183125670312863,0.000142742860936742,"7057/2244/2266/2335/3655/2243/3675/3911/1311/3678/3915/3673/83706/3371/3383/29780/6714/1291/7060/56034/5649/1292/3684",23,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04610","Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","16/517","88/9521",0.181818181818182,3.3483383154563,5.30301780819358,1.72414828818049e-05,0.000340519286915647,0.000265428091733049,"2244/2266/5054/2243/100293534/715/2153/10544/1604/710/2162/7035/5648/732/720/3684",16,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04612","Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","15/517","82/9521",0.182926829268293,3.36875501250177,5.16190588597796,2.92241438917126e-05,0.000543225262928305,0.000423433416139985,"6890/6891/3105/3106/3134/3107/972/6892/567/5641/3133/1520/10197/10437/3125",15,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","19/517","133/9521",0.142857142857143,2.63083724785852,4.53832825149458,9.6827665878824e-05,0.00169986346765047,0.00132501016465759,"10312/950/2629/5641/3988/1520/57707/6448/967/4758/3373/968/54/23545/527/1519/245972/10947/8763",19,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","13/517","75/9521",0.173333333333333,3.19208252740168,4.5667744652331,0.000174633543743696,0.002904431569632,0.00226394732609557,"7057/5054/83667/841/355/581/11200/3732/25898/4193/8797/1026/1029",13,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","21/517","163/9521",0.128834355828221,2.3725955548172,4.23536528320727,0.000190831563653712,0.00301513870572865,0.00235024136289309,"6772/23586/64135/6773/3339/7098/841/3716/4615/148022/355/6714/581/7048/3665/3717/4318/3265/7097/1026/5600",21,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05170","Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","25/517","214/9521",0.116822429906542,2.15138559988431,4.08196076290693,0.000234575929999522,0.00352980923237377,0.00275141692330267,"6890/25939/6891/3105/3106/684/3134/3107/6892/841/567/3133/4615/85363/8737/355/581/578/5533/60489/59345/3710/3265/7097/5600",25,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","25/517","216/9521",0.115740740740741,2.13146536284834,4.0304724137697,0.000271125596851423,0.00389434948204772,0.00303556888340828,"338/834/3929/3606/841/8743/958/840/4615/3383/148022/355/1573/4067/6714/581/9451/5533/3665/3717/4318/3265/7097/8797/5600",25,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","20/517","157/9521",0.127388535031847,2.3459695203834,4.07474421288949,0.000313722910782351,0.00431027999161839,0.00335977854110161,"3105/5054/3106/3134/3107/8878/3133/6237/7048/11200/5533/4193/4683/3364/3710/23411/3265/1026/5600/1029",20,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","12/517","70/9521",0.171428571428571,3.15700469743023,4.34017490862312,0.000342761320385111,0.00451302405173729,0.00351781355132088,"3105/3106/3134/3107/841/958/1525/3133/1604/3383/1981/3125",12,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","12/517","72/9521",0.166666666666667,3.06931012250161,4.22323169649493,0.000448386555269757,0.00566760605860973,0.00441778753402624,"23586/9636/64135/103/841/8737/57169/7706/79132/64343/3665/5600",12,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa03030","Genetic Information Processing","Replication and repair","hsa03030","DNA replication","8/517","36/9521",0.222222222222222,4.09241349666882,4.4542659663498,0.000561259532671283,0.00675025618997122,0.00526169203348856,"4175/4172/4174/4171/4176/2237/4173/57804",8,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","25/517","227/9521",0.110132158590308,2.02817849504512,3.7568695319227,0.000576762395978554,0.00675025618997122,0.00526169203348856,"6890/6891/3105/3106/3134/3107/6892/841/3716/567/3133/8737/355/6714/581/6376/578/5533/59345/4193/3710/3265/1026/5600/1029",25,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","23/517","204/9521",0.112745098039216,2.07629802404521,3.72353620961626,0.000683411296941283,0.00771278463690877,0.00601196404076167,"7057/2335/3339/8826/3678/3673/6237/355/967/6714/960/7078/6194/3481/3549/4193/3710/2719/4318/3265/7097/1026/5600",23,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","15/517","109/9521",0.137614678899083,2.53429276169858,3.86034863607679,0.000769940384769311,0.00838969522714146,0.00653960254214224,"6772/10379/6773/3929/7098/841/958/3716/4615/8737/148022/3665/3455/7097/5600",15,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","8/517","39/9521",0.205128205128205,3.77761245846352,4.16485592121583,0.000988541213472306,0.0104126341152416,0.00811644364745683,"3105/3106/3134/3107/958/3133/355/3125",8,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05132","Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","26/517","251/9521",0.103585657370518,1.90761904027989,3.49177775823881,0.00113291447745983,0.0110744150189578,0.00863228885555006,"834/197259/3831/3606/841/8767/8743/840/837/83547/4615/8737/6237/64837/9267/581/5420/578/10381/63916/9842/23207/3265/7097/8797/5600",26,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","6/517","23/9521",0.260869565217391,4.804137583046,4.37673299957621,0.00113708441700485,0.0110744150189578,0.00863228885555006,"2028/290/4012/4311/10159/1636",6,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa00480","Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","10/517","59/9521",0.169491525423729,3.12133232796774,3.9164198850603,0.00115650536590382,0.0110744150189578,0.00863228885555006,"9027/290/51056/2678/2539/221357/2878/494143/2940/6240",10,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","26/517","253/9521",0.102766798418972,1.89253904786661,3.44778738131004,0.00127181847190891,0.0117594472893642,0.0091662580470061,"834/10616/3678/3606/8767/8878/837/10241/80201/4615/64121/8737/55072/6714/9267/581/960/5580/10670/10892/3098/63916/4193/5581/3710/5600",26,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","9/517","50/9521",0.18,3.31485493230174,3.93239256409896,0.00130247042761946,0.0117594472893642,0.0091662580470061,"7057/1311/3606/958/4615/3383/7060/3040/7097",9,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","8/517","41/9521",0.195121951219512,3.59333868000189,3.98742933800987,0.00139538063259282,0.0122483411083148,0.00954734117037196,"7057/1890/6714/4193/4318/3265/1026/1029",8,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","14/517","105/9521",0.133333333333333,2.45544809800129,3.59338830555374,0.0015579283421652,0.013305550165519,0.0103714148525365,"6772/10379/6773/834/841/6237/6714/5580/10892/5533/4193/3710/3265/5600",14,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","12/517","83/9521",0.144578313253012,2.66253408217007,3.64515180399481,0.0016435325305696,0.0136672705173683,0.0106533687577088,"23586/25939/11277/834/197259/103/3606/841/840/8737/3665/5440",12,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04330","Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","10/517","62/9521",0.161290322580645,2.97030011854995,3.72950864396446,0.00171058939624679,0.0138601602362561,0.0108037225026113,"151636/23385/3066/6868/4854/8850/5664/3516/51107/4851",10,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05320","Human Diseases","Immune disease","hsa05320","Autoimmune thyroid disease","9/517","54/9521",0.166666666666667,3.06931012250161,3.65394727305365,0.00228011360347925,0.0180128974674861,0.0140406995582669,"3105/3106/3134/3107/958/3133/355/3125/7038",9,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","11/517","78/9521",0.141025641025641,2.59710856519367,3.39369452546564,0.00309633993493705,0.0238644736448807,0.0186018881842175,"834/100293534/3678/715/840/4615/148022/710/720/5600/3684",11,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","21/517","203/9521",0.103448275862069,1.90508904155272,3.12337388763726,0.00333581072053218,0.025098004468766,0.0195634012181587,"7057/2335/3655/3675/3911/1311/3678/3915/3673/3371/23396/29780/6714/394/1291/7060/56034/5649/3265/8394/1292",21,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05120","Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","10/517","71/9521",0.140845070422535,2.59378320211404,3.2298958457505,0.00475017419672821,0.0349082568875841,0.0272103001722008,"10312/102/4067/6714/23545/527/28964/6868/245972/5600",10,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04148","Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","17/517","157/9521",0.10828025477707,1.99407409232589,3.00942747480231,0.00499132113180668,0.0352537559144902,0.0274796098733868,"7057/834/4240/140885/102/840/3988/961/6513/8754/6376/6868/5467/3717/23411/9392/5600",17,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","14/517","119/9521",0.117647058823529,2.16657185117761,3.0684627307033,0.00502031334225335,0.0352537559144902,0.0274796098733868,"197259/7128/841/840/8737/3383/355/6376/6868/8809/79651/4318/1435/5600",14,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04979","Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","8/517","51/9521",0.156862745098039,2.88876246823681,3.24065982676151,0.00578098485115472,0.0397128524557585,0.0309553879901649,"338/27329/348/51129/3988/3931/5360/255738",8,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04514","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecule (CAM) interaction","17/517","160/9521",0.10625,1.95668520309478,2.92424615896779,0.00603370802318334,0.0405670581984241,0.0316212245783852,"3105/3655/3106/3134/3107/5792/958/1525/3133/3383/5819/965/1272/3125/9069/5802/3684",17,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","13/517","112/9521",0.116071428571429,2.13755526388505,2.90172187727253,0.00752841011520181,0.0495620332584119,0.0386326308543251,"6772/3655/3911/3915/841/958/3716/3459/4615/3717/3125/7097/5600",13,"Upres_DEq_MS_CTRL_vs_HBVHDV"
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","12/517","100/9521",0.12,2.20990328820116,2.9143932858099,0.00774978975416013,0.0499782359656041,0.0389570526847147,"3655/290/3675/3678/3673/4311/1604/960/952/3125/1435/3684",12,"Upres_DEq_MS_CTRL_vs_HBVHDV"
