"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","6/174","39/9521",0.153846153846154,8.41821396993811,6.33342542123486,6.75929018107496e-05,0.00156078155090276,0.00133892159567705,"27232/10840/635/1719/1491/10841",6,"Upres_DEq_MS_BD_vs_B1"
"hsa00983","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","8/174","81/9521",0.0987654320987654,5.40428551156521,5.43111444018087,0.000109438617205024,0.00219080834093683,0.00187939215322803,"51733/1806/2944/7366/1576/1548/1571/1549",8,"Upres_DEq_MS_BD_vs_B1"
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","5/174","27/9521",0.185185185185185,10.1330353341848,6.48379661328152,0.00011212798595346,0.00219080834093683,0.00187939215322803,"3992/9415/6342/570/6319",5,"Upres_DEq_MS_BD_vs_B1"
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","7/174","64/9521",0.109375,5.98482399425287,5.45908803800831,0.000155904447205861,0.00282855211359204,0.00242648274974535,"1109/9420/7366/1576/1571/6718/51478",7,"Upres_DEq_MS_BD_vs_B1"
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","5/174","30/9521",0.166666666666667,9.11973180076628,6.07719682316189,0.000189341637130692,0.00320618505541305,0.00275043641305636,"1576/1559/1571/1557/1558",5,"Upres_DEq_MS_BD_vs_B1"
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","7/174","67/9521",0.104477611940299,5.71684680048036,5.28613621854937,0.000208450320155933,0.00330914883247543,0.00283876422843935,"230/229/5313/126/125/130/2645",7,"Upres_DEq_MS_BD_vs_B1"
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","8/174","90/9521",0.0888888888888889,4.86385696040868,5.02481873641435,0.00022944731815891,0.00342821287131547,0.00294090370643308,"570/6580/8671/7366/1576/10864/5244/6554",8,"Upres_DEq_MS_BD_vs_B1"
"hsa00100","Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","4/174","20/9521",0.2,10.9436781609195,6.07343482231637,0.000415279230774361,0.00586005136759376,0.00502706437253174,"4047/2222/1595/51478",4,"Upres_DEq_MS_BD_vs_B1"
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","6/174","57/9521",0.105263157894737,5.75983061101028,4.91754719545912,0.000572980416122502,0.00765984345763765,0.00657102194666802,"2194/3992/9415/6342/6319/31",6,"Upres_DEq_MS_BD_vs_B1"
"hsa04910","Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","9/174","138/9521",0.0652173913043478,3.56859070464768,4.14687141027634,0.000941608483201724,0.0118566902923104,0.0101713008309501,"2194/5313/5261/5257/32/2645/31/2998/673",9,"Upres_DEq_MS_BD_vs_B1"
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","6/174","63/9521",0.0952380952380952,5.21127531472359,4.575528148853,0.000980277543852435,0.0118566902923104,0.0101713008309501,"3248/1559/1571/1557/242/1558",6,"Upres_DEq_MS_BD_vs_B1"
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","8/174","115/9521",0.0695652173913043,3.80649675162419,4.13112136385125,0.00119025613337166,0.013742048085291,0.01178866122526,"1644/1562/1559/1557/3709/673/242/1558",8,"Upres_DEq_MS_BD_vs_B1"
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","5/174","45/9521",0.111111111111111,6.07982120051086,4.66014182570764,0.00130138175933558,0.0140825035432574,0.0120807220615594,"10351/1672/20/23460/5244",5,"Upres_DEq_MS_BD_vs_B1"
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","8/174","117/9521",0.0683760683760684,3.7414284310836,4.07071324367718,0.00133063025605582,0.0140825035432574,0.0120807220615594,"48/230/26007/229/55753/5313/26227/2645",8,"Upres_DEq_MS_BD_vs_B1"
"hsa00270","Metabolism","Amino acid metabolism","hsa00270","Cysteine and methionine metabolism","5/174","52/9521",0.0961538461538462,5.26138373121132,4.20394701843569,0.00249816085530905,0.02538131428994,0.0217734440862726,"27232/635/1491/26227/1036",5,"Upres_DEq_MS_BD_vs_B1"
"hsa00061","Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","3/174","18/9521",0.166666666666667,9.11973180076628,4.70440333740689,0.00399992143516657,0.039076155558935,0.0335216087886429,"2194/32/31",3,"Upres_DEq_MS_BD_vs_B1"
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","4/174","37/9521",0.108108108108108,5.91550170860516,4.08723790905335,0.00444646256289735,0.0418296848509603,0.035883732963733,"1644/126/125/130",4,"Upres_DEq_MS_BD_vs_B1"
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","8/174","144/9521",0.0555555555555556,3.03991060025543,3.36525051803468,0.00484902749460173,0.0439876065581728,0.0377349132098706,"2194/6319/126/125/130/32/1571/31",8,"Upres_DEq_MS_BD_vs_B1"
