"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BF_vs_CF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.480382809354431,16.840315145587,3.54489210297493,0.00774740802757622,0.331211551901997,-2.22850488871694,"PAI1_HUMAN",8,3.82604887318011,0.00431487270122393,0.253851279812324,-0.480382809354431,"Non-significant",0.595420642722133,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.396067035780291,19.0116043651665,-3.42043051903674,0.00928516925394331,0.331211551901997,-2.36626173988779,"AK1C3_HUMAN",7,-3.61734140890242,0.00591787366395013,0.278770009572532,0.396067035780288,"Non-significant",0.554753950006381,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
-1.2624976946566,17.8532971948797,-3.6638807908705,0.00652875358475082,0.325386095275855,-2.09941441715065,"H2B3B_HUMAN",1,-3.5920904628752,0.00615080044229668,0.278770009572532,1.26249769465661,"Non-significant",0.554753950006381,"H2BC26","Histone H2B type 3-B","H2B3B_HUMAN"
-0.175261975536728,20.2388861257494,-2.19327324861366,0.0601055262315222,0.614831208380947,-3.83193917414062,"HPT_HUMAN",24,-3.56380134719892,0.00642327210996616,0.278770009572532,0.175261975536728,"Non-significant",0.554753950006381,"HP","Haptoglobin","HPT_HUMAN"
-0.569259823386179,16.5847545810092,-3.40636737037348,0.00947829824140256,0.331211551901997,-2.38199781203681,"CD14_HUMAN",6,-3.52736713961594,0.00679305084753924,0.280779435031622,0.569259823386179,"Non-significant",0.551634704161009,"CD14","Monocyte differentiation antigen CD14","CD14_HUMAN"
0.203465478467635,21.8897626685287,2.32376592593285,0.0490916814989429,0.611016525129481,-3.67160531322986,"CFAB_HUMAN",41,3.4931194397626,0.0071610906048114,0.28253757477165,-0.203465478467631,"Non-significant",0.548923787027426,"CFB","Complement factor B","CFAB_HUMAN"
0.809946090700915,14.703259893477,3.82257011025735,0.00521244435514913,0.325386095275855,-1.9313565312902,"LC1L1_HUMAN",1,3.40389676939898,0.00822171692240789,0.285458011546002,-0.809946090700915,"Non-significant",0.544457763757686,"LCN1;LCN1P1","Lipocalin-1","LC1L1_HUMAN"
-0.447912959806452,15.7737361104981,-3.67568221120905,0.00641955389920657,0.325386095275855,-2.08675335642522,"NEUR1_HUMAN",4,-3.41014344976289,0.00814234928256305,0.285458011546002,0.44791295980645,"Non-significant",0.544457763757686,"NEU1","Sialidase-1","NEUR1_HUMAN"
-0.287631551890613,21.0383959186209,-2.8433007917121,0.0220282226473416,0.516770196159257,-3.03730248290231,"PROF1_HUMAN",11,-3.41673465459522,0.00805947434603422,0.285458011546002,0.287631551890605,"Non-significant",0.544457763757686,"PFN1","Profilin-1","PROF1_HUMAN"
-0.34506339724112,21.9465922565119,-2.96518765775012,0.0183003563212067,0.487372744149321,-2.89170419522285,"APOM_HUMAN",8,-3.232515738121,0.0107468405141914,0.295364770882533,0.34506339724112,"Non-significant",0.529641305651392,"APOM","Apolipoprotein M","APOM_HUMAN"
-1.53896551948723,15.4111217359686,-3.11842404319284,0.014525375244668,0.450286632584708,-2.71135294840709,"GSTT1_HUMAN",3,-3.22415695475295,0.0108890238113376,0.295364770882533,1.53896551948723,"Non-significant",0.529641305651392,"GSTT1","Glutathione S-transferase theta-1","GSTT1_HUMAN"
0.643256636757211,16.576171481542,3.93858051151055,0.0044314148435853,0.325386095275855,-1.81153421567413,"IMB1_HUMAN",2,3.30440651796013,0.00960103819883348,0.295364770882533,-0.643256636757211,"Non-significant",0.529641305651392,"KPNB1","Importin subunit beta-1","IMB1_HUMAN"
0.283564396620413,19.1075105446254,2.77414791571338,0.0244855686523175,0.531336839755291,-3.12064056516731,"ISM2_HUMAN",10,3.25172863729767,0.0104273113783134,0.295364770882533,-0.28356439662042,"Non-significant",0.529641305651392,"ISM2","Isthmin-2","ISM2_HUMAN"
-0.65601006399721,15.4599576417054,-3.81639991689714,0.00525792793648313,0.325386095275855,-1.93780182843832,"NIPS1_HUMAN",2,-3.25980944774018,0.0102958925880877,0.295364770882533,0.65601006399721,"Non-significant",0.529641305651392,"NIPSNAP1","Protein NipSnap homolog 1","NIPS1_HUMAN"
-0.579795001647106,16.6388018450228,-4.06551989478132,0.00371857336644562,0.325386095275855,-1.68340820932542,"PP2AA_HUMAN",2,-3.23338569696541,0.010732153982992,0.295364770882533,0.579795001647103,"Non-significant",0.529641305651392,"PPP2CA;PPP2CB","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform","PP2AA_HUMAN"
-0.846181503717336,14.9083340001171,-3.64084764290588,0.00674763792046703,0.325386095275855,-2.12419986095139,"UFM1_HUMAN",1,-3.32198089836014,0.00934082855297179,0.295364770882533,0.846181503717336,"Non-significant",0.529641305651392,"UFM1","Ubiquitin-fold modifier 1","UFM1_HUMAN"
-0.294249360166308,18.5189200704902,-2.74319884165457,0.0256754821661976,0.543568744396574,-3.15809079496239,"BCAM_HUMAN",10,-3.17984811887242,0.0116761146612345,0.307117197756107,0.294249360166308,"Non-significant",0.512695863526142,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
-0.400344063617929,19.1163082521859,-2.85979078910591,0.0214808868770056,0.516770196159257,-3.01750423239745,"A1AG2_HUMAN",7,-3.01800665475623,0.0150901025960243,0.344192207709209,0.400344063617929,"Non-significant",0.463198966045643,"ORM2","Alpha-1-acid glycoprotein 2","A1AG2_HUMAN"
0.478323026179577,17.5712616278886,3.40197390506633,0.00953950322298379,0.331211551901997,-2.38692089343034,"HPTR_HUMAN",3,3.02163198450281,0.0150032698974661,0.344192207709209,-0.478323026179574,"Non-significant",0.463198966045643,"HPR","Haptoglobin-related protein","HPTR_HUMAN"
0.207891019066416,21.8491406682591,2.26241068422651,0.0539943628093479,0.614831208380947,-3.74705239536505,"PEDF_HUMAN",15,3.00260357066933,0.0154648572588239,0.344192207709209,-0.20789101906642,"Non-significant",0.463198966045643,"SERPINF1","Pigment epithelium-derived factor","PEDF_HUMAN"
-0.350459850991335,17.2058722825887,-2.95699117135799,0.0185291481070595,0.487372744149321,-2.90143910501312,"PLXB2_HUMAN",6,-3.02004388807005,0.0150412437736283,0.344192207709209,0.350459850991335,"Non-significant",0.463198966045643,"PLXNB2","Plexin-B2","PLXB2_HUMAN"
0.62411484881968,15.6562709709603,3.71243158653721,0.00609183099341059,0.325386095275855,-2.04749361464502,"SEPT7_HUMAN",1,3.06192995891024,0.0140721171015315,0.344192207709209,-0.624114848819682,"Non-significant",0.463198966045643,"SEPTIN7","Septin-7","SEPT7_HUMAN"
-0.258000267031385,19.6696518468085,-2.42253789685388,0.0421190355271654,0.611016525129481,-3.55010209791314,"TBB5_HUMAN",17,-3.03159361073559,0.0147673196549913,0.344192207709209,0.258000267031381,"Non-significant",0.463198966045643,"TUBB","Tubulin beta chain","TBB5_HUMAN"
-0.248713836370342,17.9872169815988,-2.97151574063787,0.0181257332766558,0.487372744149321,-2.88419419423653,"VASN_HUMAN",6,-2.95460905676677,0.0166953130779458,0.362288293791424,0.248713836370346,"Non-significant",0.440945698601189,"VASN","Vasorin","VASN_HUMAN"
-0.642657396357183,16.5302173735451,-3.30610659594977,0.0109846923258739,0.366719728417637,-2.49515853644862,"ASPH_HUMAN",1,-2.86900413915287,0.0191461763413608,0.405338562543931,0.642657396357187,"Non-significant",0.392182076980336,"ASPH","Aspartyl/asparaginyl beta-hydroxylase","ASPH_HUMAN"
-0.376070273776815,20.1381192469844,-3.43683038435292,0.00906520873454076,0.331211551901997,-2.34795417263563,"CH10_HUMAN",3,-2.80344789764232,0.0212705865384676,0.439592121794998,0.376070273776815,"Non-significant",0.356950099441492,"HSPE1","10 kDa heat shock protein, mitochondrial","CH10_HUMAN"
-0.229985478922615,17.8586814132917,-2.2143665027196,0.0581716344174619,0.614831208380947,-3.80606136045308,"TKT_HUMAN",16,-2.78465492975398,0.0219229850199625,0.442538395286685,0.229985478922615,"Non-significant",0.354049043298925,"TKT","Transketolase","TKT_HUMAN"
-0.789705361425934,17.1562278310474,-2.69569244839406,0.0276191420431432,0.57079560222496,-3.21574333854863,"IF5A1_HUMAN",4,-2.76516267129829,0.02262126288655,0.446255822398305,0.789705361425941,"Non-significant",0.350416104506732,"EIF5A","Eukaryotic translation initiation factor 5A-1","IF5A1_HUMAN"
-0.16507203673217,24.0747026396217,-1.89436082518418,0.0953304637283541,0.661262424234152,-4.19468125079342,"ANGT_HUMAN",21,-2.74442403301516,0.023389125231276,0.448212088046107,0.16507203673217,"Non-significant",0.34851643494748,"AGT","Angiotensinogen","ANGT_HUMAN"
-0.965031392728068,14.5269819551536,-2.78785490441225,0.0239768983148751,0.531336839755291,-3.10408344659186,"HMCN2_HUMAN",1,-2.73483285563366,0.0237531751729504,0.448212088046107,0.96503139272807,"Non-significant",0.34851643494748,"HMCN2","Hemicentin-2","HMCN2_HUMAN"
1.28863534852607,14.5056480390784,2.63271024551784,0.0304315736767218,0.578793701903104,-3.29245691549039,"NDKB_HUMAN",1,2.66944285242154,0.0263936667123496,0.477285473048321,-1.28863534852607,"Non-significant",0.321221783884256,"NME2","Nucleoside diphosphate kinase B","NDKB_HUMAN"
-0.680203694469554,16.9833616724168,-2.59191446965781,0.0324083432552328,0.58605087386546,-3.34229551694506,"PSB2_HUMAN",5,-2.68132332454011,0.0258926703585523,0.477285473048321,0.680203694469551,"Non-significant",0.321221783884256,"PSMB2","Proteasome subunit beta type-2","PSB2_HUMAN"
0.369844731204815,19.7469718673707,2.36982994815463,0.0457060446771149,0.611016525129481,-3.61493465002985,"K1C14_HUMAN",13,2.65096005009015,0.0271927004071545,0.481699264355308,-0.369844731204811,"Non-significant",0.3172240169338,"KRT14","Keratin, type I cytoskeletal 14","K1C14_HUMAN"
-0.191309319486898,20.3617043564647,-1.99451922656951,0.0817312016336455,0.661262424234152,-4.07423054491942,"EF1A1_HUMAN",16,-2.60744319120541,0.029172101366101,0.490547832480236,0.191309319486898,"Non-significant",0.309318638907069,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","EF1A1_HUMAN"
-0.465522049531135,16.5135461938922,-3.51693785281683,0.00806751210733872,0.331211551901997,-2.25920587544332,"PTMS_HUMAN",1,-2.60998004426104,0.0290528091306765,0.490547832480236,0.465522049531128,"Non-significant",0.309318638907069,"PTMS","Parathymosin","PTMS_HUMAN"
-0.513556792174292,16.4430488740362,-3.06887434684857,0.0156477916697583,0.46835459204656,-2.76931610350208,"RS24_HUMAN",2,-2.59716759258172,0.0296603807960333,0.490547832480236,0.513556792174292,"Non-significant",0.309318638907069,"RPS24","Small ribosomal subunit protein eS24","RS24_HUMAN"
-0.143057146431911,20.3805211030235,-1.70418099378509,0.127305714523894,0.71803223122799,-4.41852116243924,"TPIS_HUMAN",23,-2.59109512294011,0.0299528054394614,0.490547832480236,0.143057146431918,"Non-significant",0.309318638907069,"TPI1","Triosephosphate isomerase","TPIS_HUMAN"
-0.539116882146253,15.3641982667781,-2.48937018195526,0.037976288806762,0.611016525129481,-3.46797445331603,"FAS_HUMAN",5,-2.55718444650571,0.0316400925987078,0.499338188648698,0.539116882146255,"Non-significant",0.301605218472865,"FASN","Fatty acid synthase","FAS_HUMAN"
0.347515611643821,17.2769498081508,2.42402456345084,0.0420220847599598,0.611016525129481,-3.54827400458496,"PYGL_HUMAN",7,2.55758580482918,0.0316195724389154,0.499338188648698,-0.347515611643821,"Non-significant",0.301605218472865,"PYGL","Glycogen phosphorylase, liver form","PYGL_HUMAN"
0.571749608523993,15.9318400454975,2.81313241553829,0.0230672835260889,0.526905318438031,-3.07359890322704,"EZRI_HUMAN",2,2.52790451099103,0.0331738076831336,0.514194019088571,-0.571749608523987,"Non-significant",0.288872979213845,"EZR","Ezrin","EZRI_HUMAN"
0.273110095238827,16.1010231984723,2.52063346342277,0.0361825984863202,0.611016525129481,-3.42960624012413,"CAB45_HUMAN",5,2.43450358953278,0.0385829240870925,0.544904449481573,-0.273110095238827,"Non-significant",0.26367964579858,"SDF4","45 kDa calcium-binding protein","CAB45_HUMAN"
-0.230683023256518,18.6292261815035,-2.05228403097744,0.0747627982128969,0.658944358130896,-4.00417883407314,"EST1_HUMAN",14,-2.47240915302957,0.0362886269809234,0.544904449481573,0.230683023256518,"Non-significant",0.26367964579858,"CES1","Liver carboxylesterase 1","EST1_HUMAN"
0.641579874290599,16.5157474018052,2.34072517689662,0.0478168803091448,0.611016525129481,-3.65074182765428,"K1C17_HUMAN",6,2.44573567215892,0.0378883672283412,0.544904449481573,-0.641579874290599,"Non-significant",0.26367964579858,"KRT17","Keratin, type I cytoskeletal 17","K1C17_HUMAN"
-0.392607694621853,16.0573228543691,-3.71783760076342,0.00604515067933729,0.325386095275855,-2.04173966127662,"PLST_HUMAN",1,-2.43289670053636,0.038683323173027,0.544904449481573,0.392607694621855,"Non-significant",0.26367964579858,"PLS3","Plastin-3","PLST_HUMAN"
-0.923956641290225,15.3714668320266,-2.45264862080246,0.0401987482744294,0.611016525129481,-3.51308531356614,"RS9_HUMAN",2,-2.44915323118618,0.0376795247412437,0.544904449481573,0.923956641290221,"Non-significant",0.26367964579858,"RPS9","Small ribosomal subunit protein uS4","RS9_HUMAN"
-0.248714554323154,18.2633012194357,-2.03101655632897,0.0772583724164188,0.658944358130896,-4.03001273364716,"UGDH_HUMAN",18,-2.42909735201517,0.038921746391541,0.544904449481573,0.248714554323151,"Non-significant",0.26367964579858,"UGDH","UDP-glucose 6-dehydrogenase","UGDH_HUMAN"
-0.158722703246092,27.1372393203891,-1.7615631353695,0.116725147966429,0.715607834170317,-4.35178507932833,"A2MG_HUMAN",108,-2.40490805356845,0.0404744632967746,0.551795730500704,0.158722703246077,"Non-significant",0.258221664181513,"A2M","Alpha-2-macroglobulin","A2MG_HUMAN"
0.546199524328262,18.2466596684354,2.33050642949121,0.0485809788424779,0.611016525129481,-3.66331329982361,"NOTUM_HUMAN",5,2.4016935101386,0.0406853994839228,0.551795730500704,-0.546199524328262,"Non-significant",0.258221664181513,"NOTUM","Palmitoleoyl-protein carboxylesterase NOTUM","NOTUM_HUMAN"
0.427544269062352,19.0411703395726,2.32861355636216,0.0487238547707703,0.611016525129481,-3.66564190640733,"CAPSD_HBVD3",5,2.37180621906856,0.0426997025825645,0.561565785479787,-0.427544269062356,"Non-significant",0.250599360333349,"C","Capsid protein","CAPSD_HBVD3"
-0.271255403786672,18.580767642039,-2.02647908145665,0.077801219307021,0.658944358130896,-4.03551826407211,"PDIA1_HUMAN",19,-2.37263471314946,0.0426425509043475,0.561565785479787,0.271255403786679,"Non-significant",0.250599360333349,"P4HB","Protein disulfide-isomerase","PDIA1_HUMAN"
-0.216596106506877,18.8791427490077,-1.89719955133606,0.0949166966392544,0.661262424234152,-4.191287947023,"PCSK9_HUMAN",22,-2.34816788774349,0.0443627663196296,0.57472956963341,0.21659610650687,"Non-significant",0.240536457993743,"PCSK9","Proprotein convertase subtilisin/kexin type 9","PCSK9_HUMAN"
0.662285830204311,23.0297066946801,2.25258566971906,0.0548236123625772,0.614831208380947,-3.75912608132476,"K2C6B_HUMAN",5,2.33748858536257,0.0451350210730502,0.57498039217919,-0.662285830204315,"Non-significant",0.240346965247023,"KRT6B","Keratin, type II cytoskeletal 6B","K2C6B_HUMAN"
-0.710627475156599,16.3564668808016,-2.30807514619072,0.0503014349599045,0.611016525129481,-3.69090596497762,"PFKAL_HUMAN",3,-2.32969535297276,0.0457069666594057,0.57498039217919,0.710627475156599,"Non-significant",0.240346965247023,"PFKL","ATP-dependent 6-phosphofructokinase, liver type","PFKAL_HUMAN"
0.220227568408326,20.3310766830392,2.28553956499421,0.0520912705755548,0.611016525129481,-3.71861985941221,"CO7_HUMAN",6,2.30214900341538,0.0477866643336501,0.591779864153903,-0.220227568408323,"Non-significant",0.227839816187253,"C7","Complement component C7","CO7_HUMAN"
0.487200505520363,15.7301131800912,2.61830982953557,0.0311148653038049,0.578793701903104,-3.31003704241738,"RL10A_HUMAN",2,2.29417492976688,0.0484059566301003,0.591779864153903,-0.487200505520359,"Non-significant",0.227839816187253,"RPL10A","Large ribosomal subunit protein uL1","RL10A_HUMAN"
-0.266342115003155,21.8993552298623,-2.14911562093564,0.0643623632008469,0.620739236203723,-3.88603702267689,"H4_HUMAN",7,-2.27089445265404,0.0502596570820471,0.598723319656358,0.266342115003159,"Non-significant",0.222773826202329,"H4C16","Histone H4","H4_HUMAN"
-0.509222296053727,15.8764424437863,-2.61363150909604,0.0313402119694077,0.578793701903104,-3.31575132589353,"MTPN_HUMAN",1,-2.26973901499644,0.0503534589111914,0.598723319656358,0.509222296053728,"Non-significant",0.222773826202329,"MTPN","Myotrophin","MTPN_HUMAN"
0.183709778402218,20.0356514105138,1.75962032025132,0.117069484391918,0.715607834170317,-4.35405703770126,"POSTN_HUMAN",21,2.2588636909888,0.0512448394207397,0.601088116448677,-0.183709778402218,"Non-significant",0.221061857976785,"POSTN","Periostin","POSTN_HUMAN"
0.810234506278471,16.3353509006739,2.18462766846629,0.0609164561299095,0.614831208380947,-3.84253954922929,"KPRP_HUMAN",3,2.23189138718169,0.053523108696738,0.619440777983582,-0.810234506278473,"Non-significant",0.208000208294176,"KPRP","Keratinocyte proline-rich protein","KPRP_HUMAN"
-0.287219699063044,18.0465425910038,-1.9478015654013,0.0878239227168526,0.661262424234152,-4.13059039776277,"ATPB_HUMAN",13,-2.19660306247933,0.0566544263710653,0.620639365009435,0.287219699063051,"Non-significant",0.207160682080574,"ATP5F1B","ATP synthase subunit beta, mitochondrial","ATPB_HUMAN"
0.359298399892126,17.4679034604055,2.08202955725719,0.0714039488245617,0.658944358130896,-3.96797141555062,"CO2_HUMAN",7,2.19377314732927,0.0569131711548588,0.620639365009435,-0.359298399892129,"Non-significant",0.207160682080574,"C2","Complement C2","CO2_HUMAN"
-0.584392828070534,16.7435376587236,-2.35639567744322,0.0466684851940178,0.611016525129481,-3.6314626417211,"GSTM3_HUMAN",1,-2.18291405243174,0.057916807103415,0.620639365009435,0.584392828070534,"Non-significant",0.207160682080574,"GSTM3","Glutathione S-transferase Mu 3","GSTM3_HUMAN"
-0.335136233819227,16.3209139215608,-2.19473351899643,0.0599696160548059,0.614831208380947,-3.83014835565057,"PSB5_HUMAN",5,-2.20617395781417,0.0557878414946943,0.620639365009435,0.335136233819227,"Non-significant",0.207160682080574,"PSMB5","Proteasome subunit beta type-5","PSB5_HUMAN"
-0.257150989891016,16.9252415301374,-2.2597390542282,0.0542186086189562,0.614831208380947,-3.75033576570963,"RACK1_HUMAN",5,-2.19847343301209,0.0564840466932082,0.620639365009435,0.257150989891009,"Non-significant",0.207160682080574,"RACK1","Small ribosomal subunit protein RACK1","RACK1_HUMAN"
-0.750538572772616,14.5951077393458,-2.23718390143215,0.0561491341008313,0.614831208380947,-3.77804675524554,"UBE2N_HUMAN",1,-2.18561350442841,0.0576657103009076,0.620639365009435,0.750538572772614,"Non-significant",0.207160682080574,"UBE2N","Ubiquitin-conjugating enzyme E2 N","UBE2N_HUMAN"
-0.320735711890464,17.4917422051026,-2.44722256284106,0.0405381338693934,0.611016525129481,-3.51975431037226,"CATL1_HUMAN",3,-2.12831982786766,0.0632300782761029,0.630847217743188,0.320735711890464,"Non-significant",0.200075807990785,"CTSL","Procathepsin L","CATL1_HUMAN"
-0.373034091769934,14.8768154003207,-2.317162710377,0.0495971966168028,0.611016525129481,-3.67972803019427,"GPC6_HUMAN",3,-2.13145330522826,0.0629126861705358,0.630847217743188,0.373034091769936,"Non-significant",0.200075807990785,"GPC6","Glypican-6","GPC6_HUMAN"
0.562495383500153,22.0440699137841,1.98609838843509,0.0827983315482409,0.661262424234152,-4.08441026518227,"K1C16_HUMAN",22,2.13549265720195,0.0625058216912857,0.630847217743188,-0.562495383500153,"Non-significant",0.200075807990785,"KRT16","Keratin, type I cytoskeletal 16","K1C16_HUMAN"
-0.117186684041844,19.9590644067636,-1.38818661698412,0.203047351387857,0.747541703560691,-4.76881416677879,"PGK1_HUMAN",29,-2.14516132035276,0.0615423105413345,0.630847217743188,0.11718668404184,"Non-significant",0.200075807990785,"PGK1","Phosphoglycerate kinase 1","PGK1_HUMAN"
-0.586948790592098,15.7197933944999,-2.28749944913723,0.0519331170582501,0.611016525129481,-3.71620999356818,"TFF3_HUMAN",1,-2.13476761633039,0.0625786626882931,0.630847217743188,0.586948790592102,"Non-significant",0.200075807990785,"TFF3","Trefoil factor 3","TFF3_HUMAN"
0.450129561137654,17.2898790382752,2.13406714967196,0.0658799574380432,0.628393440178259,-3.90444547910594,"URP2_HUMAN",4,2.14321859352358,0.0617347415935811,0.630847217743188,-0.450129561137658,"Non-significant",0.200075807990785,"FERMT3","Fermitin family homolog 3","URP2_HUMAN"
-0.109748568755101,24.7037802869176,-1.30002025228124,0.23031296071414,0.747541703560691,-4.85993316621138,"A2AP_HUMAN",22,-1.95369769013795,0.0835844876345518,0.630881176232965,0.109748568755101,"Non-significant",0.200052430559005,"SERPINF2","Alpha-2-antiplasmin","A2AP_HUMAN"
-0.484882829001446,15.6885967769963,-2.29684229705783,0.0511857602782532,0.611016525129481,-3.70472104072281,"AGRG6_HUMAN",2,-2.08451122345966,0.0678335606807306,0.630881176232965,0.48488282900145,"Non-significant",0.200052430559005,"ADGRG6","Adhesion G-protein coupled receptor G6","AGRG6_HUMAN"
0.377777681463762,20.2797744723174,1.8901286186054,0.0959505495811552,0.661262424234152,-4.19973782449788,"APOH_HUMAN",9,2.02618019393079,0.0744685161013575,0.630881176232965,-0.377777681463755,"Non-significant",0.200052430559005,"APOH","Beta-2-glycoprotein 1","APOH_HUMAN"
-0.283760594945885,18.7833509233005,-2.50368399072783,0.0371441070552534,0.611016525129481,-3.45040289129109,"ARF4_HUMAN",3,-2.07036091650069,0.0693886499065359,0.630881176232965,0.283760594945882,"Non-significant",0.200052430559005,"ARF4","ADP-ribosylation factor 4","ARF4_HUMAN"
0.464918263197237,16.3338059229457,2.16147933651531,0.0631413498519464,0.620739236203723,-3.87090167555122,"BASP1_HUMAN",2,1.97085715216872,0.0813346113783403,0.630881176232965,-0.464918263197241,"Non-significant",0.200052430559005,"BASP1","Brain acid soluble protein 1","BASP1_HUMAN"
-0.70548965241527,15.1379318839293,-2.04069597812424,0.0761126591940634,0.658944358130896,-4.01826084646338,"CNTN4_HUMAN",1,-2.00155400093613,0.0774533241100421,0.630881176232965,0.705489652415269,"Non-significant",0.200052430559005,"CNTN4","Contactin-4","CNTN4_HUMAN"
0.429141276587895,18.6034242816209,2.02322585552179,0.0781927060915694,0.658944358130896,-4.03946416557546,"CO2A1_HUMAN",4,2.03287426583841,0.0736764555565587,0.630881176232965,-0.429141276587892,"Non-significant",0.200052430559005,"COL2A1","Collagen alpha-1(II) chain","CO2A1_HUMAN"
